@relation 'tsunami_train-weka.filters.unsupervised.attribute.NumericToNominal-R13,15,17,19-weka.filters.unsupervised.attribute.Remove-R1-3,5,7-9,11-12,14,17-18,20,25'

@attribute distFromSource numeric
@attribute hour numeric
@attribute minute numeric
@attribute regionCode {30,40,50,60,70,71,73,74,75,76,77,80,81,82,83,84,85,86,87,88,89}
@attribute sourceCauseCode {0,1,3,4,5,6,9}
@attribute sourceEqMagnitude numeric
@attribute typeMeasurementId {0,1,2,3,4,5,7,8,9,10}
@attribute eqMagMb numeric
@attribute eqMagMs numeric
@attribute intensity numeric
@attribute eqDepth numeric
@attribute logrunupHt {m,s,l}

@data
4415.407083,3,36,80,3,9.2,1,6.88237,8.4,10,25,s
6111.610141,3,36,85,3,9.2,2,6.88237,8.4,10,25,s
37.856357,16,11,84,1,8,5,6.4,7.9,6,33,l
3805.412492,12,29,80,3,8.6,5,6.88237,7.3,6,15,l
8778.989463,7,17,88,1,8.1,2,7.7,8.2,8.530885,25,s
130.983904,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
103.160508,10,2,85,1,7.1,2,6.88237,8.009683,8.530885,60,s
475.200508,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,m
202.166975,0,16,88,1,7.6,5,5.4,7.7,8.530885,30,m
2497.634068,0,58,60,1,9.1,5,7,8.8,8.530885,30,m
310.179757,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,l
5140.918248,7,15,80,1,8.2,2,6.88237,8,10,60,s
6936.026076,23,40,81,1,8,2,6.7,7.9,8,39,s
4373.623843,10,33,80,1,8.3,1,6.88237,7.6,8.530885,26.742663,l
4992.502383,16,58,80,1,9,5,6.88237,8.5,7,22,s
51.176494,4,1,85,1,7.5,1,6.88237,8.009683,5,40,m
182.989871,22,54,89,1,8.3,10,6.88237,8.009683,9,22,s
7093.25115,5,46,88,1,9.1,2,7.2,8.3,8.530885,29,s
17122.41641,19,11,85,1,9.5,1,6.88237,8.5,12,33,m
4372.079971,0,58,60,1,9.1,4,7,8.8,8.530885,30,m
312.266624,23,24,86,1,8.8,2,7,8,8,35,m
91.490865,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
198.089112,5,10,85,1,6.8,2,6.88237,8.009683,8.530885,40,s
10792.25855,12,29,89,3,8.6,2,6.88237,7.3,6,15,s
7616.074103,5,46,88,1,9.1,2,7.2,8.3,8.530885,29,s
3788.741301,12,29,80,3,8.6,5,6.88237,7.3,6,15,l
3543.407583,14,22,80,1,8.6,5,6.88237,9.1,8.530885,33,l
2170.526512,13,21,81,1,7.5,2,6.4,7.3,8.530885,33,s
57.818866,10,2,83,3,7.5,10,6.88237,8.009683,9,20,l
324.121187,19,11,89,1,9.5,1,6.88237,8.5,12,33,m
254.172549,8,19,60,1,7.7,5,6.1,7.2,8.530885,20,m
3587.12623,5,1,85,1,8.7,2,7.7,7.8,6,30,s
232.399027,17,31,85,1,8.4,1,6.88237,8.5,8.530885,15,l
5738.785132,3,36,85,3,9.2,2,6.88237,8.4,10,25,s
271.538764,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
105.891656,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,l
15684.03249,6,34,86,1,8.8,2,7.2,8.5,9,22,s
3931.607045,17,48,80,1,7.4,2,6.88237,7.4,8.530885,60,s
264.960644,7,20,85,1,6.8,2,6.88237,8.009683,8.530885,40,s
102.916005,19,19,85,1,8.3,1,6.88237,8.1,8.530885,15,s
41.823078,6,34,89,1,8.8,4,7.2,8.5,9,22,l
221.257309,23,24,86,1,8.8,4,7,8,8,35,l
6174.49172,19,42,85,1,7.9,2,5.8,7.9,8.530885,33,s
187.398925,17,48,81,1,8.1,5,7.1,8.1,8.530885,18,l
16913.27899,19,11,85,1,9.5,1,6.88237,8.5,12,33,m
260.222242,0,58,60,1,9.1,5,7,8.8,8.530885,30,l
178.417062,2,59,85,1,7.8,2,6.8,7.7,8,24,s
223.29637,2,6,88,1,7.5,2,6.5,7.6,8,24,s
221.812645,8,19,60,1,7.7,4,6.1,7.2,8.530885,20,m
127.289203,5,59,83,3,8.2,5,6.5,8.1,9,33,m
249.186945,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,l
719.705874,22,41,85,1,7,2,6.88237,7,8.530885,34,s
434.609155,2,59,85,1,7.8,1,6.8,7.7,8,24,s
69.845115,10,2,83,3,7.5,10,6.88237,8.009683,9,20,s
5181.317335,0,58,60,1,9.1,5,7,8.8,8.530885,30,m
137.40021,0,16,88,1,7.6,1,5.4,7.7,8.530885,30,l
2725.499726,10.267355,36.035092,80,1,8.30368,1,6.88237,8.009683,8.530885,26.742663,m
270.509322,18,25,85,1,7.4,2,6.4,7.4,6,29,s
15882.74792,19,11,86,1,9.5,1,6.88237,8.5,12,33,m
83.45766,14,32,85,1,7.1,2,6.9,7,8.530885,42,s
121.773904,2,59,85,1,7.8,1,6.8,7.7,8,24,m
3904.637008,14,22,80,1,8.6,1,6.88237,9.1,8.530885,33,m
122.153451,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
385.452368,2,29,85,1,5.5,2,5.5,5.5,8.530885,41,s
10645.09725,19,11,80,1,9.5,5,6.88237,8.5,12,33,m
758.863265,6,8,60,1,8.3,1,7,8,8.530885,25,l
5388.421768,11,14,82,1,8.3,2,6.5,7.8,8.530885,10,s
9222.859434,0,58,81,1,9.1,2,7,8.8,8.530885,30,s
200.985848,17,48,81,1,8.1,5,7.1,8.1,8.530885,18,m
206.619604,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
427.844131,2,59,85,1,7.8,1,6.8,7.7,8,24,m
319.175842,21,35,82,1,6.5,1,6.88237,6.5,8.530885,33,m
9452.864807,22,3,88,1,7.6,2,6.4,7.3,8.530885,45,s
71.851385,19,50,85,1,8.3,5,6.9,8.1,8.530885,27,m
2578.845023,5,1,80,1,8.7,2,7.7,7.8,6,30,s
353.41357,2,45,85,1,7.3,2,6.4,7.3,8.530885,32,s
171.519773,17,48,81,1,8.1,5,7.1,8.1,8.530885,18,m
230.712354,17,31,85,1,8.4,1,6.88237,8.5,8.530885,15,l
2135.067005,0,58,60,1,9.1,5,7,8.8,8.530885,30,m
1952.076948,16,58,85,1,9,1,6.88237,8.5,7,22,s
8886.793884,0,58,81,1,9.1,2,7,8.8,8.530885,30,s
712.191238,21,56,60,3,8,1,7.7,8,10,15,l
261.058668,0,58,60,1,9.1,10,7,8.8,8.530885,30,l
441.095397,19,50,85,1,8.3,2,6.9,8.1,8.530885,27,s
1803.567014,0,58,60,1,9.1,4,7,8.8,8.530885,30,m
1921.095782,3,36,88,3,9.2,2,6.88237,8.4,10,25,m
96.503901,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,s
14076.80509,5,46,89,1,9.1,2,7.2,8.3,8.530885,29,m
422.521345,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,s
15484.08347,19,11,86,1,9.5,1,6.88237,8.5,12,33,m
3294.754714,23,24,85,1,8.8,2,7,8,8,35,s
257.078358,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,l
61.258825,4,1,85,1,7.5,2,6.88237,8.009683,5,40,m
68.169692,10,2,83,3,7.5,10,6.88237,8.009683,9,20,m
264.016772,16,37,81,1,7,2,6.88237,8.009683,5,19,s
1163.344258,23,58,89,1,7.8,2,6.88237,8.009683,9,21,s
540.799706,13,19,82,1,7.7,2,6.88237,8.009683,7,10,s
373.26331,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
1566.754415,22,58,85,1,8.3,2,6.88237,8.009683,10,40,s
201.513527,17,48,81,1,8.1,5,7.1,8.1,8.530885,18,m
17244.70191,5,11,85,1,8,2,6.6,7.3,7,46,s
2337.037716,3,36,88,3,9.2,2,6.88237,8.4,10,25,s
2643.733266,3,36,88,3,9.2,5,6.88237,8.4,10,25,l
5138.93297,23,46,88,1,8.2,2,6.88237,8.009683,8,25,s
659.96332,17,48,81,1,8.1,5,7.1,8.1,8.530885,18,m
16972.20917,5,30,85,1,8.5,1,6.88237,8.5,11,26.742663,m
588.408303,22,54,89,1,8.3,5,6.88237,8.009683,9,22,m
388.597246,21,53,85,1,6.6,2,6.88237,8.009683,8.530885,80,s
548.941605,7,10,85,3,7.5,2,6.9,7.2,9,10,s
181.379376,21,45,87,3,7.6,2,6.5,7.6,7,25,s
278.13629,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,l
64.396223,5,29,60,3,7.8,5,6.5,7.5,11,28,m
93.670795,5,58,85,1,7,2,6.88237,8.009683,8.530885,60,s
181.579589,22,54,89,1,8.3,10,6.88237,8.009683,9,22,m
130.276743,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
10653.78817,19,11,80,1,9.5,1,6.88237,8.5,12,33,m
16889.74121,19,11,85,1,9.5,1,6.88237,8.5,12,33,m
284.454751,0,48,85,1,8.2,1,6.88237,8.009683,6,7,m
82.541547,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,l
3594.047054,12,29,80,3,8.6,5,6.88237,7.3,6,15,m
17076.36862,19,11,85,1,9.5,1,6.88237,8.5,12,33,s
95.260762,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
11155.1726,19,11,80,1,9.5,5,6.88237,8.5,12,33,m
146.287485,0,46,85,1,8.3,1,6.88237,8.3,8.530885,26.742663,l
2834.745024,9,31,88,1,7.9,2,6.88237,8.009683,4,14,s
3634.899338,12,29,80,3,8.6,5,6.88237,7.3,6,15,m
239.353797,2,58,85,1,7.9,2,6.88237,7.9,8.530885,35,s
260.104944,0,58,60,1,9.1,4,7,8.8,8.530885,30,l
206.133452,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
2469.187768,20,19,85,1,7.3,2,6.88237,7.3,8.530885,36,s
262.180107,6,34,89,1,8.8,5,7.2,8.5,9,22,l
13981.43603,0,58,88,1,9.1,2,7,8.8,8.530885,30,s
35.008546,10,2,83,3,7.5,5,6.88237,8.009683,9,20,m
17056.92349,19,11,85,1,9.5,1,6.88237,8.5,12,33,s
10811.36104,19,11,80,1,9.5,5,6.88237,8.5,12,33,m
11579.55421,14,21,80,1,8.1,2,6.6,7.6,9,13,s
135.279098,12,18,84,1,8.3,1,6.88237,8.3,10,20,l
5541.451293,14,37,85,1,7.9,2,6.6,7.9,8,49,s
8069.055181,22,54,81,1,8.3,2,6.88237,8.009683,9,22,s
186.048571,2,29,85,1,7,2,6.88237,8.009683,8.530885,50,s
3194.698591,11,14,85,1,8.3,2,6.5,7.8,8.530885,10,s
393.00769,20,59,85,1,6.9,2,6.88237,8.009683,8,9,s
192.746634,3,15,50,1,7.1,1,6.88237,7.1,10,26.742663,s
131.022739,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
3784.550069,20,53,80,1,7.9,2,6.88237,8.009683,6,109,s
4583.011754,0,58,60,1,9.1,5,7,8.8,8.530885,30,s
87.432723,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
480.842645,17,48,85,1,7.4,1,6.88237,7.4,8.530885,60,s
213.975384,17,48,81,1,8.1,4,7.1,8.1,8.530885,18,m
4730.68643,0,58,60,1,9.1,5,7,8.8,8.530885,30,m
112.043463,8,53,85,1,7.5,2,6.88237,7.5,8.530885,0,s
1789.310916,0,58,60,1,9.1,5,7,8.8,8.530885,30,m
4144.8739,18,10,80,3,8.30368,1,6.88237,8.009683,5,26.742663,m
5172.665213,14,42,60,1,7.8,5,6.5,7.3,8.530885,20,m
4258.993127,19,28,81,1,8.1,2,6.88237,8.009683,9,19,s
80.256887,22,40,83,1,8.3,1,6.88237,8.3,9,100,m
3806.057197,12,29,80,3,8.6,5,6.88237,7.3,6,15,l
23.342032,11,51,50,1,7,5,6.88237,8.009683,8,21,s
51.623661,12,33,50,1,6.7,1,6.88237,6.7,10,26.742663,l
136.875959,19,19,85,1,8.3,1,6.88237,8.1,8.530885,15,m
595.759463,13,17,86,1,7.7,4,6.6,7.6,8,17,m
13203.19753,5,46,89,1,9.1,5,7.2,8.3,8.530885,29,l
170.764388,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
92.711757,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
418.477439,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
6.953139,7,10,85,3,7.5,4,6.9,7.2,9,10,m
92.680562,16,11,84,1,8,5,6.4,7.9,6,33,m
5652.687465,22,58,80,1,8.3,2,6.88237,8.009683,10,40,s
2581.580706,0,58,60,1,9.1,5,7,8.8,8.530885,30,m
2725.499726,10.267355,36.035092,85,5,6.4,1,6.88237,6.4,8.530885,26.742663,l
49.838283,20,39,82,1,8.1,5,6.8,7.9,8.530885,24,m
5935.394605,5,46,80,1,9.1,5,7.2,8.3,8.530885,29,m
134.481402,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,m
17034.05328,19,11,85,1,9.5,1,6.88237,8.5,12,33,m
181.793683,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
97.255308,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
2628.76984,13,22,85,1,8.3,2,7.3,8.1,9,14,s
54.304184,23,40,89,1,8,5,6.7,7.9,8,39,m
447.499026,3,36,87,3,9.2,2,6.88237,8.4,10,25,s
335.616511,20,31,75,3,7.2,1,6.88237,8.009683,6,10,l
10110.92412,12,29,81,3,8.6,5,6.88237,7.3,6,15,s
144.524955,0,48,85,1,8.2,1,6.88237,8.009683,6,7,m
1780.538779,18,3,73,1,7.8,2,6.88237,8.3,9,10,s
69.507836,10,2,83,3,7.5,10,6.88237,8.009683,9,20,s
3655.582166,14,22,80,1,8.6,5,6.88237,9.1,8.530885,33,m
118.553749,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,m
235.201762,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
78.815933,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
118.353359,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
683.842023,2,59,86,1,7.8,2,6.8,7.7,8,24,m
16958.59934,19,11,85,1,9.5,1,6.88237,8.5,12,33,m
120.430125,10.267355,36.035092,85,1,8.4,1,6.88237,8.4,8.530885,26.742663,l
198.347064,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
218.140227,6,11,85,1,6.6,2,5.8,6.4,8.530885,28,s
154.249572,13,17,85,1,7.7,2,6.6,7.6,8,17,s
21.480387,3,4,88,1,7.7,5,6.5,7.5,8.530885,14,m
353.401412,18,16,85,1,5.7,2,5.4,5.1,8.530885,33,s
13529.76609,22,54,87,1,8.3,2,6.88237,8.009683,9,22,s
5695.835243,4,23,88,1,8.1,2,7.3,8.2,8.530885,10,s
5781.999213,5,46,80,1,9.1,5,7.2,8.3,8.530885,29,m
811.380689,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,s
98.543594,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,m
91.324361,7,10,85,3,7.5,5,6.9,7.2,9,10,l
262.266441,17,31,85,1,8.4,1,6.88237,8.5,8.530885,15,m
65.417177,10,2,83,3,7.5,5,6.88237,8.009683,9,20,l
48.991877,12,59,88,1,7.7,1,6.88237,6.9,8.530885,25,l
11206.8197,19,11,88,1,9.5,2,6.88237,8.5,12,33,s
181.364928,22,54,89,1,8.3,5,6.88237,8.009683,9,22,m
132.397169,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
146.894066,22,54,89,1,8.3,4,6.88237,8.009683,9,22,m
16.038047,7,10,85,3,7.5,4,6.9,7.2,9,10,m
3508.196305,5,17,81,1,8.5,2,7.7,8.1,9,13,s
36.235233,3,4,88,1,7.7,5,6.5,7.5,8.530885,14,l
38.356747,6,34,89,1,8.8,5,7.2,8.5,9,22,l
135.207872,4,22,50,1,6.3,2,6.88237,8.009683,6,12,s
20.670876,21,16,84,1,7.5,1,6.3,7.2,8.530885,31,m
43.092702,2,58,85,1,7.9,1,6.88237,7.9,8.530885,35,l
2725.499726,5,29,60,3,7.8,5,6.5,7.5,11,28,m
3869.020858,12,29,80,3,8.6,5,6.88237,7.3,6,15,m
717.932033,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
622.265372,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
2135.762567,0,58,60,1,9.1,5,7,8.8,8.530885,30,m
7.191394,7,10,85,3,7.5,4,6.9,7.2,9,10,m
170.886588,20,39,82,1,8.1,4,6.8,7.9,8.530885,24,m
181.243248,22,54,89,1,8.3,5,6.88237,8.009683,9,22,m
2725.499726,0,40,89,1,8.2,1,6.88237,8.4,11,25,s
1842.05191,0,58,60,1,9.1,4,7,8.8,8.530885,30,m
3776.216009,14,22,80,1,8.6,5,6.88237,9.1,8.530885,33,s
431.026238,5,46,85,1,9.1,2,7.2,8.3,8.530885,29,m
101.497435,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
90.796619,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
69.707744,10,2,83,3,7.5,10,6.88237,8.009683,9,20,m
308.471426,17,31,85,1,8.4,1,6.88237,8.5,8.530885,15,m
106.383708,4,49,88,1,8.2,5,6.88237,8.009683,9,47,m
96.830608,21,56,60,3,8,5,7.7,8,10,15,l
4379.789301,0,58,60,1,9.1,5,7,8.8,8.530885,30,s
160.290527,20,39,82,1,8.1,4,6.8,7.9,8.530885,24,m
278.543969,8,19,60,1,7.7,5,6.1,7.2,8.530885,20,l
1666.497916,9,30,73,1,8.5,7,6.88237,8.009683,11,26.742663,m
9033.358131,23,24,81,1,8.8,2,7,8,8,35,s
129.649929,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,m
8333.580017,18,35,77,1,8.1,2,6.88237,8.009683,8.530885,48,s
685.271794,7,10,85,3,7.5,2,6.9,7.2,9,10,s
11447.14552,3,36,81,3,9.2,2,6.88237,8.4,10,25,s
10833.95716,19,11,80,1,9.5,5,6.88237,8.5,12,33,m
155.433114,6,32,85,1,6.4,2,6,6.4,8.530885,10,s
84.969276,2,24,83,1,7,1,6.2,7.2,8.530885,20,m
269.385413,6,34,89,1,8.8,5,7.2,8.5,9,22,l
111.946504,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
41.176781,14,42,60,1,7.8,10,6.5,7.3,8.530885,20,m
849.885994,7,42,85,1,7.1,2,6.88237,8.009683,8.530885,25,s
12110.17111,23,24,89,1,8.8,2,7,8,8,35,s
10965.71363,19,11,80,1,9.5,5,6.88237,8.5,12,33,m
6306.784345,5,46,80,1,9.1,5,7.2,8.3,8.530885,29,m
17002.06468,19,11,85,1,9.5,1,6.88237,8.5,12,33,m
7504.899864,17,48,87,1,8.1,2,7.1,8.1,8.530885,18,s
3956.085177,14,22,80,1,8.6,5,6.88237,9.1,8.530885,33,m
8451.115217,14,22,88,1,8.6,2,6.88237,9.1,8.530885,33,s
13.550662,10.267355,36.035092,85,5,6.4,1,6.88237,6.4,8.530885,26.742663,m
121.968639,4,37,88,1,7.3,5,6.88237,8.009683,8.530885,28,m
10970.39114,19,11,80,1,9.5,5,6.88237,8.5,12,33,m
586.021005,4,1,85,1,7.5,2,6.88237,8.009683,5,40,s
403.195894,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,m
40.374622,13,22,86,1,8.3,5,7.3,8.1,9,14,l
10864.15717,5,11,80,1,8,2,6.6,7.3,7,46,s
225.352834,3,55,85,1,7.7,2,6.5,7.7,8,48,s
156.478929,15,8,85,1,7.5,2,6.88237,7.5,9,10,s
658.544303,5,46,85,1,9.1,2,7.2,8.3,8.530885,29,s
856.249128,22,58,85,1,8.3,2,6.88237,8.009683,10,40,s
2823.385864,20,19,85,1,7.3,2,6.88237,7.3,8.530885,36,s
462.797637,1,51,82,1,7.1,2,6.88237,8.009683,8.530885,36,s
134.241888,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
483.479579,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
393.689993,13,37,85,1,5.5,2,6.1,5.5,8.530885,29,s
133.836899,22,54,89,1,8.3,5,6.88237,8.009683,9,22,l
3021.896737,3,36,88,3,9.2,1,6.88237,8.4,10,25,m
2058.525403,0,58,60,1,9.1,5,7,8.8,8.530885,30,m
7479.907944,5,46,88,1,9.1,2,7.2,8.3,8.530885,29,m
201.427351,17,48,81,1,8.1,4,7.1,8.1,8.530885,18,l
161.719278,11,14,86,1,8.3,5,6.5,7.8,8.530885,10,l
3189.161396,17,48,81,1,8.1,2,7.1,8.1,8.530885,18,s
9339.046973,19,3,88,1,7.6,2,7,7.8,8.530885,17,s
21.976831,11,51,50,1,7,5,6.88237,8.009683,8,21,s
666.898079,0,58,60,1,9.1,5,7,8.8,8.530885,30,m
3953.527508,20,53,80,1,7.9,2,6.88237,8.009683,6,109,s
9.673449,7,10,85,3,7.5,4,6.9,7.2,9,10,m
5.63037,7,10,85,3,7.5,4,6.9,7.2,9,10,m
2619.538063,17,48,81,1,8.1,2,7.1,8.1,8.530885,18,s
153.518731,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
4073.701006,9,31,80,1,7.9,2,6.88237,8.009683,4,14,s
96.279063,19,19,85,1,8.3,1,6.88237,8.1,8.530885,15,m
17714.59772,19,11,85,1,9.5,2,6.88237,8.5,12,33,m
496.255879,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
8209.418517,23,24,88,1,8.8,2,7,8,8,35,s
1622.904789,0,58,60,1,9.1,4,7,8.8,8.530885,30,m
2725.499726,10.267355,36.035092,85,5,6.4,1,6.88237,6.4,8.530885,26.742663,l
499.806788,19,47,85,1,7.6,2,6.5,7.6,6,33,s
87.833389,7,58,85,1,6.9,1,6.88237,6.9,8.530885,30,s
9146.739409,4,49,81,1,8.2,2,6.88237,8.009683,9,47,s
114.832984,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
260.424393,0,58,60,1,9.1,5,7,8.8,8.530885,30,l
358.367498,0,58,60,1,9.1,5,7,8.8,8.530885,30,m
4497.246505,22,47,85,1,8,2,6.4,7.7,6,19,s
2990.653469,23,24,85,1,8.8,2,7,8,8,35,s
147.594982,8,43,82,1,7.3,2,6.7,7.8,8.530885,33,s
148.783957,19,19,85,1,8.3,1,6.88237,8.1,8.530885,15,m
895.565506,13,19,81,1,7.7,2,6.88237,8.009683,7,10,s
53.290592,7,10,85,3,7.5,5,6.9,7.2,9,10,s
5906.406453,1,12,85,1,7.9,2,6.4,7.4,8,24,s
121.012905,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
91.359395,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,l
257.064915,17,31,85,1,8.4,1,6.88237,8.5,8.530885,15,m
27.682346,11,51,50,1,7,4,6.88237,8.009683,8,21,s
9553.278662,5,46,81,1,9.1,5,7.2,8.3,8.530885,29,m
10507.30341,19,28,89,1,8.1,2,6.88237,8.009683,9,19,s
80.81217,7,10,85,3,7.5,5,6.9,7.2,9,10,s
276.238037,2,59,85,1,7.8,1,6.8,7.7,8,24,s
2522.24251,0,58,60,1,9.1,4,7,8.8,8.530885,30,m
169.910942,6,16,88,1,6.8,2,6.88237,8.009683,8,24,s
345.261037,22,54,50,1,6.8,2,6.88237,8.009683,8,14,s
478.750387,7,10,85,3,7.5,2,6.9,7.2,9,10,s
180.621474,17,48,81,1,8.1,5,7.1,8.1,8.530885,18,m
71.545184,16,9,60,1,8.6,5,7.2,8.4,8.530885,30,m
218.892244,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,l
30.150245,20,53,50,1,6.7,2,5.9,6.7,8,33,s
6775.674048,1,22,88,1,8.1,1,6.88237,8.3,9,45,s
10797.5137,5,59,88,3,8.2,2,6.5,8.1,9,33,s
183.024914,22,54,89,1,8.3,10,6.88237,8.009683,9,22,s
16.221075,19,15,84,1,7.1,5,6.1,7.1,8.530885,32,m
2280.13797,4,18,81,1,7.5,2,6.88237,8.009683,8.530885,10,s
13766.74597,7,59,85,1,8.1,2,6.4,7.7,9,23,s
262.364263,0,58,60,1,9.1,5,7,8.8,8.530885,30,l
4372.140995,0,58,60,1,9.1,4,7,8.8,8.530885,30,m
6815.651323,5,46,81,1,9.1,3,7.2,8.3,8.530885,29,s
17111.66423,19,11,85,1,9.5,1,6.88237,8.5,12,33,s
181.684423,22,54,89,1,8.3,10,6.88237,8.009683,9,22,m
252.818917,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
6493.944474,19,42,85,1,7.9,2,5.8,7.9,8.530885,33,s
9711.511809,5,46,81,1,9.1,5,7.2,8.3,8.530885,29,m
183.253053,22,54,89,1,8.3,10,6.88237,8.009683,9,22,s
69.460517,10,2,83,3,7.5,10,6.88237,8.009683,9,20,m
181.593787,22,54,89,1,8.3,10,6.88237,8.009683,9,22,m
131.57021,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,l
7309.271509,14,9,73,1,8.6,7,8,8.6,11,33,s
99.346369,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
1300.881493,21,26,85,1,8.2,2,6.88237,7.8,9,30,s
1452.548755,11,26,87,1,7.8,2,6.3,7.6,7,33,s
7864.520267,20,33,88,1,8.4,2,6.7,8.2,8,33,s
2171.925515,9,31,88,1,7.9,2,6.88237,8.009683,4,14,s
64.658763,10,2,83,3,7.5,5,6.88237,8.009683,9,20,m
192.928602,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
829.484553,2,58,85,1,7.9,2,6.88237,7.9,8.530885,35,s
608.117835,6,34,89,1,8.8,5,7.2,8.5,9,22,l
168.485866,9,36.035092,81,1,8,1,6.88237,8,8.530885,33,s
397.135613,2,43,85,1,7.1,2,6.3,7.1,8,50,s
123.084988,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
158.176247,6,34,89,1,8.8,4,7.2,8.5,9,22,l
116.792121,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,m
6244.084663,0,58,60,1,9.1,5,7,8.8,8.530885,30,m
262.266441,17,31,85,1,8.4,1,6.88237,8.5,8.530885,15,m
569.673376,20,59,85,1,6.9,2,6.88237,8.009683,8,9,s
30.873596,2,58,85,1,7.9,1,6.88237,7.9,8.530885,35,s
103.170007,23,46,89,1,8.2,5,6.88237,8.009683,8,25,m
93.89954,10,23,85,1,7.9,1,6.88237,7.9,9,40,m
51.340014,11,2,81,1,7.8,5,6.88237,8.009683,9,15,m
158.088445,22,54,89,1,8.3,5,6.88237,8.009683,9,22,m
39.148339,20,39,82,1,8.1,5,6.8,7.9,8.530885,24,s
11429.33286,22,54,82,1,8.3,2,6.88237,8.009683,9,22,s
117.936702,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
579.66848,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,m
1792.411325,0,58,60,1,9.1,4,7,8.8,8.530885,30,l
104.959463,1,22,85,1,8.1,1,6.88237,8.3,9,45,m
96.494093,7,10,85,3,7.5,4,6.9,7.2,9,10,m
162.953851,3,11,50,3,7.7,1,6.88237,7.8,9,20,m
149.768989,5,25,85,1,6.5,2,6,6.6,8.530885,10,s
100.564821,5,46,85,1,9.1,5,7.2,8.3,8.530885,29,l
263.105388,1,22,85,1,8.1,1,6.88237,8.3,9,45,s
63.852213,18,44,82,1,7.6,5,6.5,7.8,8.530885,13,l
98.30731,5,46,85,1,9.1,4,7.2,8.3,8.530885,29,l
4218.976391,18,35,77,1,8.1,2,6.88237,8.009683,8.530885,48,s
16970.39666,19,11,85,1,9.5,1,6.88237,8.5,12,33,l
1017.011959,19,19,85,1,8.3,2,6.88237,8.1,8.530885,15,s
422.700978,2,59,85,1,7.8,1,6.8,7.7,8,24,m
5233.721545,5,46,87,1,9.1,2,7.2,8.3,8.530885,29,s
2264.736081,3,12,81,1,8.1,2,6.6,8,8.530885,10,s
10446.27963,11,14,81,1,8.3,2,6.5,7.8,8.530885,10,s
