distFromSource,doubtful,hour,minute,regionCode,sourceEqMagnitude,typeMeasurementId,eqMagMb,eqMagMs,intensity,eqDepth,logrunupHt
3562.522226,n,12,29,80,8.6,5,6.88237,7.3,6,15,m
192.0255,n,17,48,81,8.1,4,7.1,8.1,8.530885,18,m
91.75284,n,5,46,85,9.1,5,7.2,8.3,8.530885,29,l
183.247125,n,22,54,89,8.3,10,6.88237,8.009683,9,22,s
7630.575488,a,4,14,84,8.300422,2,6.88237,8.009683,8.530885,26.742663,s
218.358306,n,22,43,82,7,2,6.88237,8.009683,4,10,s
345.95336,n,19,19,85,8.3,2,6.88237,8.1,8.530885,15,s
485.452593,n,0,48,85,8.2,1,6.88237,8.009683,6,7,s
258.91523,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
280.423399,n,2,16,71,7.5,2,6.88237,8.009683,8.530885,10,s
59.402632,n,13,55,60,8.300422,2,6.88237,8.009683,8.530885,26.742663,s
17840.56327,n,22,54,85,8.3,2,6.88237,8.009683,9,22,s
705.023387,n,18,44,50,6.8,2,6.5,6.9,10,12,s
3562.506253,n,12,29,80,8.6,5,6.88237,7.3,6,15,m
181.450625,n,22,54,89,8.3,10,6.88237,8.009683,9,22,s
574.109285,n,0,58,60,9.1,5,7,8.8,8.530885,30,l
2502.090528,n,0,58,60,9.1,5,7,8.8,8.530885,30,m
190.313602,n,6,34,89,8.8,5,7.2,8.5,9,22,l
295.243807,n,0,58,60,9.1,4,7,8.8,8.530885,30,m
3543.975771,n,12,29,88,8.6,2,6.88237,7.3,6,15,s
7355.868646,n,5,46,88,9.1,2,7.2,8.3,8.530885,29,s
79.773105,n,0,42,85,7.5,2,6.88237,7.5,7,30,s
13.621718,n,2,58,85,7.9,1,6.88237,7.9,8.530885,35,m
7246.486172,n,14,22,81,8.6,2,6.88237,9.1,8.530885,33,s
9136.976252,a,4,14,88,8.300422,2,6.88237,8.009683,8.530885,26.742663,s
1969.844089,n,0,58,60,9.1,5,7,8.8,8.530885,30,l
146.489087,n,0,59,89,8.3,1,6.88237,8.3,11,40,l
18.569366,n,11,44,88,6.3,2,6.88237,8.009683,8.530885,35,s
40.348478,n,11,51,50,7,4,6.88237,8.009683,8,21,m
949.267349,n,23,24,86,8.8,2,7,8,8,35,s
173.523583,n,23,6,85,6.7,2,6.88237,8.009683,5,23,s
996.037305,n,23,14,85,5.6,2,6.88237,8.009683,8.530885,11,s
393.00807,n,23,58,85,7.4,2,6.88237,8.009683,8.530885,34,s
259.745856,n,22,41,85,7,2,6.88237,7,8.530885,34,s
3565.928712,n,14,22,80,8.6,5,6.88237,9.1,8.530885,33,m
2789.132254,n,17,35.732291,85,8.2,1,6.88237,8.2,8.530885,26.742663,l
98.562382,n,5,46,85,9.1,5,7.2,8.3,8.530885,29,s
10617.92584,n,19,11,80,9.5,5,6.88237,8.5,12,33,m
3516.407924,n,12,29,80,8.6,2,6.88237,7.3,6,15,m
120.22644,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,m
389.898558,n,17,31,85,8.4,1,6.88237,8.5,8.530885,15,m
244.628518,n,18,17,60,7.8,4,5.7,7.2,8.530885,18,l
121.275942,n,18,45,74,7.3,1,6.88237,8.009683,10,33,s
496.255879,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,m
144.50902,n,16,11,84,8,5,6.4,7.9,6,33,m
754.360186,n,18,45,74,7.3,1,6.88237,8.009683,10,33,m
88.126338,n,8,14,85,7.7,2,6.8,7.7,8,44,s
121.322445,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,m
317.773974,n,22,58,85,8.3,2,6.88237,8.009683,10,40,s
11.373379,n,15,4,50,6.7,1,6.88237,6.7,9,14,m
736.078704,n,13,19,82,7.7,2,6.88237,8.009683,7,10,s
257.235198,n,13,17,85,7.7,2,6.6,7.6,8,17,s
98.365858,n,5,46,85,9.1,5,7.2,8.3,8.530885,29,l
451.504568,n,5,46,85,9.1,5,7.2,8.3,8.530885,29,m
181.605609,n,22,54,89,8.3,10,6.88237,8.009683,9,22,m
50.431068,n,10,2,83,7.5,10,6.88237,8.009683,9,20,l
125.160592,n,14,42,60,7.8,4,6.5,7.3,8.530885,20,m
351.314936,n,16,37,81,7,2,6.88237,8.009683,5,19,s
206.318743,n,17,48,85,7.4,1,6.88237,7.4,8.530885,60,s
3232.471966,n,5,1,85,8.7,2,7.7,7.8,6,30,s
17868.11126,n,22,54,85,8.3,2,6.88237,8.009683,9,22,s
4979.230381,n,23,24,88,8.8,2,7,8,8,35,s
38.516998,n,14,42,60,7.8,4,6.5,7.3,8.530885,20,l
65.801586,n,18,44,82,7.6,5,6.5,7.8,8.530885,13,s
98.264139,n,5,46,85,9.1,5,7.2,8.3,8.530885,29,s
2789.132254,m,10.1087,35.732291,88,8.300422,2,6.88237,8.009683,8.530885,26.742663,s
18385.37987,n,22,54,85,8.3,2,6.88237,8.009683,9,22,s
176.415313,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
2910.531828,n,23,24,87,8.8,2,7,8,8,35,s
195.340913,n,17,48,81,8.1,4,7.1,8.1,8.530885,18,m
163.006369,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
3742.694597,n,12,29,80,8.6,5,6.88237,7.3,6,15,l
131.608569,n,6,34,89,8.8,5,7.2,8.5,9,22,l
10408.48697,n,9,17,80,7.6,2,6.5,7.3,6,62,s
1243.902392,n,0,48,85,8.2,1,6.88237,8.009683,6,7,m
1193.29038,n,5,35.732291,73,8.300422,2,6.88237,8.009683,8.530885,26.742663,s
1494.369339,n,23,30,85,7.5,2,6.4,7.3,8.530885,33,s
447.499026,n,3,36,87,9.2,2,6.88237,8.4,10,25,s
136.391167,n,16,9,88,7.7,1,6.88237,7.7,8.530885,60,m
261.370952,n,0,58,60,9.1,10,7,8.8,8.530885,30,m
3623.814821,n,12,29,88,8.6,1,6.88237,7.3,6,15,m
8381.201316,n,13,17,81,8,2,6.8,8.1,9,28,s
2515.213482,n,17,48,81,8.1,2,7.1,8.1,8.530885,18,s
9232.323345,n,4,14,88,8.300422,2,6.88237,8.009683,8.530885,26.742663,s
69.751771,n,10,2,83,7.5,10,6.88237,8.009683,9,20,s
5229.513738,n,12,8,80,7.2,2,7.2,7.2,4,65,s
1158.75653,n,10,37,85,7.1,2,6.4,6.9,8.530885,28,s
202.136185,n,0,16,88,7.6,5,5.4,7.7,8.530885,30,m
4375.39983,n,0,58,60,9.1,4,7,8.8,8.530885,30,m
182.486811,n,22,54,89,8.3,10,6.88237,8.009683,9,22,m
118.253135,n,0,16,88,7.6,5,5.4,7.7,8.530885,30,l
24.441938,n,11,51,50,7,5,6.88237,8.009683,8,21,m
15.7632,n,10.1087,35.732291,50,8.300422,1,6.88237,8.009683,8.530885,26.742663,m
4.108124,n,13,55,60,8.300422,4,6.88237,8.009683,8.530885,26.742663,l
40.941737,n,2,46,85,7.7,1,6.88237,7.7,8.530885,20,s
3534.82095,n,22,47,85,8,2,6.4,7.7,6,19,s
261.559246,n,0,58,60,9.1,5,7,8.8,8.530885,30,l
284.936777,n,6,34,89,8.8,5,7.2,8.5,9,22,l
6091.51717,n,0,58,60,9.1,5,7,8.8,8.530885,30,m
1388.050895,n,0,58,60,9.1,5,7,8.8,8.530885,30,s
2.009338,n,15,45,88,8.300422,5,6.88237,8.009683,8.530885,26.742663,l
1776.994864,n,0,58,60,9.1,4,7,8.8,8.530885,30,m
12.813915,n,10.1087,35.732291,85,6.5,1,6.88237,6.5,8.530885,26.742663,m
7824.185471,n,17,48,88,8.1,2,7.1,8.1,8.530885,18,s
3772.758887,n,19,43,85,7.6,2,6.6,7.5,8.530885,17,s
1688.238604,n,17,48,81,8.1,2,7.1,8.1,8.530885,18,s
1308.019484,n,5,46,86,9.1,3,7.2,8.3,8.530885,29,s
2524.038924,n,8,34,85,7.8,2,7.1,8,9,59,s
2741.339025,n,3,36,88,9.2,5,6.88237,8.4,10,25,m
469.934066,n,3,55,85,7.7,2,6.5,7.7,8,48,s
96.995065,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
2789.132254,n,19,19,85,8.3,1,6.88237,8.1,8.530885,15,m
130.600742,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
345.396584,n,22,54,50,6.8,2,6.88237,8.009683,8,14,s
2789.132254,n,13,17,86,7.7,5,6.6,7.6,8,17,s
10715.30557,n,19,11,80,9.5,5,6.88237,8.5,12,33,m
10345.95424,n,18,17,89,7.6,2,7,7.6,8.530885,34,s
78.394069,n,19,19,85,8.3,1,6.88237,8.1,8.530885,15,m
276.238037,n,2,59,85,7.8,1,6.8,7.7,8,24,s
6273.117436,n,16,9,60,8.6,2,7.2,8.4,8.530885,30,s
16986.40272,n,19,11,85,9.5,1,6.88237,8.5,12,33,m
83.173027,n,5,46,85,9.1,5,7.2,8.3,8.530885,29,s
153.735556,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
16164.85854,n,21,41,85,8.1,2,6.88237,7.5,9,38,s
4684.97383,n,14,47,88,7.7,2,6,7.2,9,2,s
129.723784,n,19,19,85,8.3,1,6.88237,8.1,8.530885,15,m
59.830921,n,14,42,60,7.8,4,6.5,7.3,8.530885,20,l
127.812717,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
11115.53348,n,6,34,80,8.8,2,7.2,8.5,9,22,s
16961.99594,n,19,11,85,9.5,1,6.88237,8.5,12,33,l
983.333895,n,5,46,85,9.1,5,7.2,8.3,8.530885,29,m
16987.50051,n,19,11,85,9.5,1,6.88237,8.5,12,33,m
46.036679,n,14,42,60,7.8,4,6.5,7.3,8.530885,20,l
172.247301,n,2,29,85,7,2,6.88237,8.009683,8.530885,50,s
7836.32353,n,5,0,85,9,1,6.88237,9,8.530885,26.742663,l
183.208413,n,22,54,89,8.3,10,6.88237,8.009683,9,22,s
333.412841,n,17,48,85,7.4,2,6.88237,7.4,8.530885,60,s
3758.920132,n,6,43,80,7.8,2,6.2,7.2,8.530885,33,s
3.08427,n,12,15,50,8.300422,5,6.88237,8.009683,8.530885,26.742663,l
76.28821,n,19,19,85,8.3,1,6.88237,8.1,8.530885,15,m
1841.682368,n,0,58,60,9.1,4,7,8.8,8.530885,30,m
2202.430279,n,14,37,81,7.9,2,6.6,7.9,8,49,s
713.964961,n,2,59,85,7.8,1,6.8,7.7,8,24,s
76.695784,n,0,59,89,8.3,1,6.88237,8.3,11,40,l
167.11088,n,17,48,81,8.1,4,7.1,8.1,8.530885,18,m
99.18171,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,s
221.619962,n,8,19,60,7.7,4,6.1,7.2,8.530885,20,m
727.057344,n,6,25,85,6.9,2,6.7,6.9,8.530885,10,s
238.392742,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
203.684367,n,0,10,85,7.7,1,6.88237,7.7,8.530885,26.742663,m
24.578647,n,11,51,50,7,4,6.88237,8.009683,8,21,m
12.989307,n,12,58,50,7.3,5,6.88237,7.1,10,60,l
71.693748,n,3,3,89,7.8,2,6.6,7.5,9,58,s
1771.307804,n,19,28,81,8.1,2,6.88237,8.009683,9,19,s
288.470001,n,10,33,85,8.3,1,6.88237,7.6,8.530885,26.742663,m
3649.483176,n,14,22,80,8.6,1,6.88237,9.1,8.530885,33,l
682.478362,n,18,45,74,7.3,1,6.88237,8.009683,10,33,s
118.226983,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
135.110995,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
98.378829,n,11,14,86,8.3,5,6.5,7.8,8.530885,10,l
236.122859,n,5,49,81,8.3,1,6.88237,8.3,8.530885,25,m
1103.20974,n,13,22,85,8.3,2,7.3,8.1,9,14,s
17006.84579,n,19,11,85,9.5,1,6.88237,8.5,12,33,m
479.138887,n,20,59,85,6.9,2,6.88237,8.009683,8,9,s
4956.690124,n,16,58,80,9,5,6.88237,8.5,7,22,m
230.084339,n,17,48,85,7.4,2,6.88237,7.4,8.530885,60,s
181.875467,n,22,54,89,8.3,10,6.88237,8.009683,9,22,m
1.983194,n,15,45,88,8.300422,5,6.88237,8.009683,8.530885,26.742663,l
44.846435,n,20,39,82,8.1,5,6.8,7.9,8.530885,24,m
65.525033,n,3,15,50,7.1,1,6.88237,7.1,10,26.742663,m
10785.5298,n,19,11,81,9.5,1,6.88237,8.5,12,33,s
227.465076,n,5,46,85,9.1,5,7.2,8.3,8.530885,29,l
4092.431746,n,20,39,81,8.1,2,6.8,7.9,8.530885,24,s
147.343239,n,22,54,89,8.3,5,6.88237,8.009683,9,22,l
4000.252602,n,14,22,80,8.6,5,6.88237,9.1,8.530885,33,m
30.604474,n,2,58,85,7.9,1,6.88237,7.9,8.530885,35,m
181.463805,n,22,54,89,8.3,10,6.88237,8.009683,9,22,m
834.020739,n,7,10,85,7.5,2,6.9,7.2,9,10,s
283.406573,n,4,18,82,7.5,2,6.88237,8.009683,8.530885,10,s
551.157327,n,2,45,85,7.3,2,6.4,7.3,8.530885,32,s
192.035185,n,17,48,81,8.1,4,7.1,8.1,8.530885,18,m
48.993126,n,14,42,60,7.8,10,6.5,7.3,8.530885,20,s
95.829625,n,5,46,85,9.1,5,7.2,8.3,8.530885,29,m
72.511598,n,14,42,60,7.8,10,6.5,7.3,8.530885,20,m
2789.132254,a,2,59,60,8.300422,2,6.88237,8.009683,8.530885,26.742663,s
317.002296,n,9,35.732291,81,8,7,6.88237,8,8.530885,33,s
211.929079,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
6029.629943,n,12,2,85,7.7,2,6.4,7.9,8.530885,33,s
6382.023308,n,17,48,80,7.4,2,6.88237,7.4,8.530885,60,s
17697.95593,a,4,14,73,8.300422,2,6.88237,8.009683,8.530885,26.742663,s
246.864393,n,0,48,85,8.2,1,6.88237,8.009683,6,7,m
9195.118219,n,6,34,88,8.8,2,7.2,8.5,9,22,s
130.625839,n,19,19,85,8.3,1,6.88237,8.1,8.530885,15,m
175.512051,n,4,30,85,8,1,6.88237,8,5,26.742663,l
690.64233,n,2,41,85,6.8,2,6.3,6.9,8.530885,20,s
241.67819,n,2,59,85,7.8,1,6.8,7.7,8,24,m
882.473194,n,10.1087,35.732291,50,8.300422,1,6.88237,8.009683,8.530885,26.742663,m
3255.480223,n,8,28,85,7.6,2,6.4,7.6,6,50,s
415.847627,n,3,55,85,7.7,2,6.5,7.7,8,48,s
182.479529,n,22,54,89,8.3,10,6.88237,8.009683,9,22,m
130.31432,n,14,42,60,7.8,10,6.5,7.3,8.530885,20,l
4710.46138,n,0,58,60,9.1,5,7,8.8,8.530885,30,m
48.338644,n,13,55,60,8.300422,10,6.88237,8.009683,8.530885,26.742663,m
181.760329,n,22,54,89,8.3,10,6.88237,8.009683,9,22,m
78.987221,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
92.461422,n,7,10,85,7.5,5,6.9,7.2,9,10,l
16961.09113,n,19,11,85,9.5,1,6.88237,8.5,12,33,s
9549.271434,n,6,34,88,8.8,1,7.2,8.5,9,22,s
181.368869,n,22,54,89,8.3,10,6.88237,8.009683,9,22,s
52.511134,n,8,34,81,7.8,2,7.1,8,9,59,s
2671.302728,n,9,31,88,7.9,2,6.88237,8.009683,4,14,s
283.547871,n,5,46,85,9.1,5,7.2,8.3,8.530885,29,l
23.238981,n,2,58,85,7.9,1,6.88237,7.9,8.530885,35,m
16999.45125,n,19,11,85,9.5,2,6.88237,8.5,12,33,m
3728.00988,a,4,14,81,8.300422,2,6.88237,8.009683,8.530885,26.742663,s
158.02838,n,0,48,85,8.2,2,6.88237,8.009683,6,7,m
59.477775,n,8,49,82,7,1,5.8,7.1,8.530885,25,l
1783.833927,n,0,58,60,9.1,4,7,8.8,8.530885,30,m
84.84581,n,3,24,85,6.6,2,6.2,6.6,5,14,s
64.235592,n,23,40,89,8,5,6.7,7.9,8,39,l
510.575464,n,18,44,82,7.6,2,6.5,7.8,8.530885,13,s
10610.39162,n,5,17,88,8.5,2,7.7,8.1,9,13,s
69.570151,n,14,7,85,7.1,2,6.88237,8.009683,9,49,s
7986.893282,n,16,9,80,7.7,2,6.88237,7.7,8.530885,60,s
5291.860001,n,15,36,88,8.8,2,8.2,8.6,9,20,s
692.266394,n,2,59,85,7.8,1,6.8,7.7,8,24,m
3782.591596,n,14,22,80,8.6,5,6.88237,9.1,8.530885,33,m
3538.447158,n,23,24,85,8.8,2,7,8,8,35,s
126.891665,n,7,42,85,7.1,2,6.88237,8.009683,8.530885,25,s
173.980845,n,22,31,85,6,2,6.88237,6,8.530885,60,s
7508.522193,n,17,48,85,8.1,2,7.1,8.1,8.530885,18,s
1809.187356,n,0,58,60,9.1,5,7,8.8,8.530885,30,m
2301.055011,n,16,1,85,8.4,2,6.88237,8.3,11,15,s
9169.295193,n,0,58,81,9.1,2,7,8.8,8.530885,30,s
79.705246,n,7,10,85,7.5,4,6.9,7.2,9,10,s
64.019788,n,18,33,82,7.4,1,6.88237,7.6,7,55,m
58.280052,n,4,14,81,8.300422,5,6.88237,8.009683,8.530885,26.742663,l
6.762479,n,10,2,83,7.5,4,6.88237,8.009683,9,20,s
176.115976,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,m
68.167838,n,19,19,85,8.3,1,6.88237,8.1,8.530885,15,m
310.857592,n,5,51,85,7,2,6.3,7,7,44,s
2789.132254,n,20,46,85,7.7,2,6.88237,8.009683,8.530885,40,s
5590.216772,n,5,46,82,9.1,2,7.2,8.3,8.530885,29,s
32.424796,n,1,23,82,7.9,1,6.3,7.9,6,48,l
120.164917,n,5,46,85,9.1,5,7.2,8.3,8.530885,29,m
7361.990823,n,12,29,81,8.6,5,6.88237,7.3,6,15,l
181.682023,n,22,54,89,8.3,10,6.88237,8.009683,9,22,m
24.560155,n,2,58,85,7.9,1,6.88237,7.9,8.530885,35,l
52.568327,n,14,42,60,7.8,10,6.5,7.3,8.530885,20,m
5002.226447,n,19,43,85,7.6,2,6.6,7.5,8.530885,17,s
6046.409651,n,0,58,60,9.1,5,7,8.8,8.530885,30,l
38.512934,n,14,42,60,7.8,4,6.5,7.3,8.530885,20,m
16749.12777,n,19,11,85,9.5,1,6.88237,8.5,12,33,m
10663.61941,n,22,54,80,8.3,3,6.88237,8.009683,9,22,s
81.77196,n,23,58,84,7.4,2,6.88237,8.009683,8.530885,34,s
172.016861,n,0,48,85,8.2,1,6.88237,8.009683,6,7,m
263.964926,n,0,58,60,9.1,5,7,8.8,8.530885,30,l
74.332724,n,12,51,50,6.6,1,6.88237,8.009683,7,17,s
574.589886,n,11,54,88,7,1,6.88237,7,8.530885,80,l
124.655323,n,7,10,85,7.5,4,6.9,7.2,9,10,m
7464.463092,n,23,40,88,8,2,6.7,7.9,8,39,s
231.440173,n,18,45,74,7.3,1,6.88237,8.009683,10,33,m
1622.71624,n,0,58,60,9.1,4,7,8.8,8.530885,30,m
175.572113,n,6,34,89,8.8,5,7.2,8.5,9,22,l
1388.611118,n,3,55,85,7.7,2,6.5,7.7,8,48,s
579.231002,n,10.1087,35.732291,60,7.7,3,6.88237,8.009683,4,15,s
38.135921,n,7,10,85,7.5,5,6.9,7.2,9,10,s
151.010366,n,19,19,85,8.3,1,6.88237,8.1,8.530885,15,l
1963.330757,n,0,58,60,9.1,5,7,8.8,8.530885,30,l
5107.503041,n,23,24,88,8.8,2,7,8,8,35,s
97.554936,n,5,46,85,9.1,5,7.2,8.3,8.530885,29,l
16163.36874,n,5,11,85,8,2,6.6,7.3,7,46,s
20.743528,n,13,55,60,8.300422,5,6.88237,8.009683,8.530885,26.742663,m
195.392952,n,17,48,81,8.1,4,7.1,8.1,8.530885,18,m
77.461639,n,6,34,89,8.8,5,7.2,8.5,9,22,m
13165.28727,n,5,46,89,9.1,5,7.2,8.3,8.530885,29,m
153.97517,n,19,50,85,8.3,5,6.9,8.1,8.530885,27,m
69.86694,n,4,14,81,8.300422,5,6.88237,8.009683,8.530885,26.742663,m
26.735465,n,3,11,50,7.7,5,6.88237,7.8,9,20,s
9023.734313,n,21,41,80,8.1,2,6.88237,7.5,9,38,s
7912.488077,n,20,33,88,8.4,2,6.7,8.2,8,33,s
75.24179,n,22,54,89,8.3,5,6.88237,8.009683,9,22,m
259.41267,n,8,19,60,7.7,5,6.1,7.2,8.530885,20,m
195.0987,n,2,59,85,7.8,2,6.8,7.7,8,24,s
5589.009366,n,16,58,88,9,2,6.88237,8.5,7,22,s
712.061014,n,2,59,85,7.8,1,6.8,7.7,8,24,s
30.326868,n,11,51,50,7,4,6.88237,8.009683,8,21,s
181.636924,n,22,54,89,8.3,10,6.88237,8.009683,9,22,m
127.785473,n,14,42,60,7.8,10,6.5,7.3,8.530885,20,m
538.192196,n,5,46,85,9.1,2,7.2,8.3,8.530885,29,s
144.503365,n,3,36,87,9.2,1,6.88237,8.4,10,25,l
46.100219,n,20,39,82,8.1,5,6.8,7.9,8.530885,24,l
13235.35267,n,5,46,89,9.1,5,7.2,8.3,8.530885,29,m
252.818917,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
302.893267,n,17,48,81,8.1,5,7.1,8.1,8.530885,18,m
114.613992,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,m
125.108808,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,m
44.177519,n,20,39,82,8.1,5,6.8,7.9,8.530885,24,m
191.703456,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
2702.137934,n,14,22,87,8.6,2,6.88237,9.1,8.530885,33,s
617.351298,n,0,58,60,9.1,2,7,8.8,8.530885,30,s
261.034307,n,0,58,60,9.1,10,7,8.8,8.530885,30,m
5219.813216,n,16,9,60,8.6,2,7.2,8.4,8.530885,30,s
82.16882,n,22,31,50,6.6,1,6.88237,8.009683,7,7,s
1819.741819,n,0,58,60,9.1,4,7,8.8,8.530885,30,l
119.86074,n,2,24,80,7.9,1,6.88237,8.009683,10,26.742663,s
517.580354,n,5,46,85,9.1,5,7.2,8.3,8.530885,29,l
1784.377902,n,6,34,89,8.8,2,7.2,8.5,9,22,s
130.153117,n,14,42,60,7.8,10,6.5,7.3,8.530885,20,m
9350.504413,a,4,14,89,8.300422,2,6.88237,8.009683,8.530885,26.742663,s
4958.2404,n,16,58,80,9,5,6.88237,8.5,7,22,l
5.529741,n,7,10,85,7.5,4,6.9,7.2,9,10,m
70.712971,n,19,11,89,9.5,1,6.88237,8.5,12,33,l
2497.305036,n,0,58,60,9.1,4,7,8.8,8.530885,30,m
59.084827,n,10,2,83,7.5,4,6.88237,8.009683,9,20,l
10543.1687,n,21,30,81,8.5,1,6.88237,8.5,11,25,s
120.563552,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
46.664393,n,7,10,85,7.5,5,6.9,7.2,9,10,s
7843.324573,a,4,14,85,8.300422,2,6.88237,8.009683,8.530885,26.742663,s
8400.056141,n,5,46,88,9.1,1,7.2,8.3,8.530885,29,m
181.509421,n,22,54,89,8.3,10,6.88237,8.009683,9,22,m
258.938642,n,0,58,60,9.1,5,7,8.8,8.530885,30,l
183.106293,n,22,54,89,8.3,10,6.88237,8.009683,9,22,s
3240.285492,n,11,10,60,8.4,2,6.9,8.5,8.530885,34,s
75.65061,n,13,17,85,7.7,1,6.6,7.6,8,17,l
173.764293,n,14,57,85,7.4,2,6.2,7.1,8.530885,10,s
63.844181,n,14,22,87,8.6,1,6.88237,9.1,8.530885,33,l
137.362281,n,20,33,89,8.4,5,6.7,8.2,8,33,m
312.266624,n,23,24,86,8.8,2,7,8,8,35,m
115.799302,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
181.586928,n,22,54,89,8.3,10,6.88237,8.009683,9,22,m
1822.458249,n,0,58,60,9.1,5,7,8.8,8.530885,30,m
255.33219,n,0,58,60,9.1,5,7,8.8,8.530885,30,l
17143.03189,n,4,32,85,8.5,2,6.88237,8.3,11,70,s
1288.024995,n,21,26,85,8.2,2,6.88237,7.8,9,30,s
7922.448085,n,5,46,88,9.1,2,7.2,8.3,8.530885,29,s
2824.056421,n,8,34,85,7.8,2,7.1,8,9,59,s
60.773896,n,20,39,82,8.1,4,6.8,7.9,8.530885,24,l
166.490514,n,17,48,81,8.1,4,7.1,8.1,8.530885,18,l
27.723636,m,4,30,30,8.300422,5,6.88237,8.009683,8.530885,26.742663,m
1602.860235,n,11,10,60,8.4,2,6.9,8.5,8.530885,34,s
8978.855434,n,19,11,81,9.5,1,6.88237,8.5,12,33,m
283.272859,n,0,48,85,8.2,1,6.88237,8.009683,6,7,s
158.343365,n,0,48,85,8.2,1,6.88237,8.009683,6,7,m
184.192538,n,17,48,81,8.1,4,7.1,8.1,8.530885,18,l
3598.673923,n,12,29,80,8.6,5,6.88237,7.3,6,15,l
9678.899893,n,19,28,89,8.1,2,6.88237,8.009683,9,19,s
1190.405121,n,21,56,60,8,2,7.7,8,10,15,s
47.238784,n,22,54,89,8.3,4,6.88237,8.009683,9,22,l
495.921953,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,m
181.374019,n,22,54,89,8.3,10,6.88237,8.009683,9,22,s
1262.888623,n,0,59,89,8.3,1,6.88237,8.3,11,40,m
27.682346,n,11,51,50,7,4,6.88237,8.009683,8,21,s
149.886303,n,22,31,85,6,2,6.88237,6,8.530885,60,s
388.896042,n,10.1087,35.732291,85,6.9,1,6.88237,8.009683,8.530885,26.742663,l
168.662685,n,0,48,85,8.2,1,6.88237,8.009683,6,7,m
66.930559,n,9,18,89,7.1,2,6.88237,8.009683,8,38,s
469.055406,n,1,22,85,8.1,2,6.88237,8.3,9,45,s
40.617593,n,22,54,89,8.3,4,6.88237,8.009683,9,22,m
185.976669,n,17,48,81,8.1,5,7.1,8.1,8.530885,18,l
93.438816,n,3,4,88,7.7,5,6.5,7.5,8.530885,14,m
8899.351042,a,4,14,88,8.300422,2,6.88237,8.009683,8.530885,26.742663,s
9172.672213,n,14,21,80,8.1,2,6.6,7.6,9,13,s
188.170398,n,2,29,85,5.5,2,5.5,5.5,8.530885,41,s
10573.90803,n,22,47,80,8,2,6.7,7.8,8,40,s
159.343292,n,22,54,89,8.3,5,6.88237,8.009683,9,22,m
261.631105,n,17,31,85,8.4,1,6.88237,8.5,8.530885,15,m
653.851262,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,m
54.312305,n,10.1087,35.732291,85,6.9,1,6.88237,8.009683,8.530885,26.742663,l
92.246642,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
389.844383,n,2,59,85,7.8,2,6.8,7.7,8,24,s
394.004996,n,0,48,85,8.2,1,6.88237,8.009683,6,7,s
4521.07957,n,0,58,60,9.1,5,7,8.8,8.530885,30,s
2657.074735,n,1,12,81,7.9,2,6.4,7.4,8,24,s
276.715297,n,5,46,85,9.1,5,7.2,8.3,8.530885,29,s
16760.64373,n,22,54,85,8.3,2,6.88237,8.009683,9,22,s
28.742668,n,20,39,82,8.1,4,6.8,7.9,8.530885,24,s
859.682425,n,4,7,82,6.4,2,6.88237,8.009683,8.530885,28,s
283.04847,n,5,46,85,9.1,5,7.2,8.3,8.530885,29,l
11172.46616,n,15,36,81,8.8,2,8.2,8.6,9,20,s
1756.820521,n,0,58,60,9.1,10,7,8.8,8.530885,30,l
244.199911,n,16,45,85,7.2,2,6.88237,8.009683,8.530885,10,s
17015.57265,n,19,11,85,9.5,1,6.88237,8.5,12,33,m
1260.770752,n,2,57,81,7.7,2,6.88237,8.009683,8.530885,37,s
17650.88043,n,19,11,85,9.5,1,6.88237,8.5,12,33,m
174.604214,n,17,48,81,8.1,5,7.1,8.1,8.530885,18,m
81.42114,n,5,46,85,9.1,4,7.2,8.3,8.530885,29,l
8805.821793,n,19,11,81,9.5,1,6.88237,8.5,12,33,m
609.740184,n,5,46,85,9.1,2,7.2,8.3,8.530885,29,s
