area,country,day,distFromSource,doubtful,hour,latitude,locationName,longitude,minute,month,publish,regionCode,second,sourceCauseCode,sourceEqMagnitude,sourceEventValidity,sourceOceanicTsunami,typeMeasurementId,year,eqMagMb,eqMagMs,intensity,eqDepth,elevation,logrunupHt
COQUIMBO,CHILE,29.0,15152.00282,n,23.0,-29.95,COQUIMBO,-71.3353,24.0,7.0,True,89,52.0,1,8.8,4,True,2,2025,7.0,8.0,8.0,35.0,0.0,m
CALLAO,PERU,3.0,71.377118,n,14.0,-12.069,CALLAO LA PUNTA,-77.1668,21.0,10.0,True,89,29.1,1,8.1,4,True,2,1974,6.6,7.6,9.0,13.0,0.0,s
BC,CANADA,2.0,6816.528127,n,17.0,49.153,"TOFINO (CLAYOQUOT),BRITISH COLUMBIA",-125.913,31.0,3.0,True,88,0.0,1,8.4,4,True,2,1933,6.88237,8.5,8.530885,15.0,12.0,s
AICHI,JAPAN,20.0,200.683514,n,19.0,34.633,FUKUE,137.1,19.0,12.0,True,85,10.0,1,8.3,4,True,2,1946,6.88237,8.1,8.530885,15.0,10.0,s
MIYAGI,PAPUA NEW GUINEA,9.0,627.338703,n,19.0,-15.8,"D55012 BPR, CORAL SEA",158.5,10.0,12.0,True,82,6.8,1,6.9,4,True,3,2016,6.88237,8.009683,7.0,20.0,23.26321213620249,s
ATACAMA,CHILE,26.0,150.523603,n,18.0,-28.467,HUASCO,-71.22,14.0,5.0,True,89,27.396394,1,7.2,2,True,1,1851,6.88237,7.2,10.0,26.742663,42.0,m
HOKKAIDO,JAPAN,12.0,120.205185,n,13.0,42.001,GENNA,140.101,17.0,7.0,True,85,11.9,1,7.7,4,True,1,1993,6.6,7.6,8.0,17.0,0.0,m
GYEONGSANG,SOUTH KOREA,26.0,980.807372,n,2.0,36.047222,POHANG,129.383889,59.0,5.0,True,84,59.6,1,7.8,4,True,2,1983,6.8,7.7,8.0,24.0,0.0,s
CA,USA,12.0,14046.15457,n,18.0,38.914,"ARENA COVE, CA",-123.711,35.0,8.0,True,88,20.0,1,8.1,4,True,2,2021,6.88237,8.009683,8.530885,48.0,0.0,s
COQUIMBO,CHILE,16.0,181.675971,n,22.0,-29.960593,COQUIMBO (WM291),-71.335361,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,13.0,m
MIYAGI,VANUATU,19.0,2725.499726,n,10.267355,-15.633,MALO PASS,167.183,36.035092,3.0,True,82,27.396394,1,8.30368,2,True,1,1905,6.88237,8.009683,8.530885,26.742663,16.0,s
MIYAGI,EL SALVADOR,27.0,122.138575,n,4.0,13.2319,PENINSULA SAN JUAN DEL GOZO,-88.7494,37.0,8.0,True,88,19.4,1,7.3,4,True,4,2012,6.88237,8.009683,8.530885,28.0,6.0,m
MAULE,CHILE,27.0,98.424013,n,6.0,-35.33052,CONSTITUCION,-72.40675,34.0,2.0,True,89,11.5,1,8.8,4,True,4,2010,7.2,8.5,9.0,22.0,14.0,l
MAULE,CHILE,27.0,98.224761,n,6.0,-35.33146,CONSTITUCION,-72.40935,34.0,2.0,True,89,11.5,1,8.8,4,True,4,2010,7.2,8.5,9.0,22.0,15.0,l
HI,USA,29.0,4791.033029,n,23.0,22.2125,"HANALEI, KAUAI, HI",-159.4982,24.0,7.0,True,80,52.0,1,8.8,4,True,2,2025,7.0,8.0,8.0,35.0,0.0,s
LA LIBERTAD,PERU,21.0,175.329064,n,12.0,-8.077267,HUANCHACO,-79.1202,51.0,2.0,True,89,1.3,1,7.5,4,True,5,1996,5.8,6.6,4.0,10.0,0.0,m
ICA,PERU,15.0,54.088572,n,23.0,-13.69644,PISCO,-76.21698,40.0,8.0,True,89,57.8,1,8.0,4,True,4,2007,6.7,7.9,8.0,39.0,12.0,m
ARICA Y PARINACOTA,CHILE,8.0,4517.957648,n,4.0,-18.4758,ARICA,-70.3232,49.0,9.0,True,89,19.2,1,8.2,4,True,2,2017,6.88237,8.009683,9.0,47.0,8.0,s
MIYAGI,HAITI,12.0,29.515453,n,21.0,18.2339,CAYES-DE-JACMEL,-72.38004,53.0,1.0,True,74,10.0,3,7.0,4,True,5,2010,6.8,7.3,8.530885,13.0,4.0,s
HI,USA,23.0,3847.366685,n,9.0,22.2125,"HANALEI, KAUAI, HI",-159.4982,31.0,1.0,True,80,40.9,1,7.9,4,True,2,2018,6.88237,8.009683,4.0,14.0,0.0,s
CHIBA,JAPAN,22.0,17007.39935,n,19.0,35.15,KATSUURA (KATSUURASHI),140.317,11.0,5.0,True,85,17.0,1,9.5,4,True,1,1960,6.88237,8.5,12.0,33.0,11.0,m
CENTRAL SULAWESI,INDONESIA,28.0,64.31559,n,10.0,-0.83658,TONDO,119.88103,2.0,9.0,True,83,45.3,3,7.5,4,True,4,2018,6.88237,8.009683,9.0,20.0,19.0,l
MIYAGI,JAPAN,11.0,123.45378,n,5.0,38.204472,"MIYAGI PREFECTURE, TOHOKU REGION",140.9675,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,8.0,l
OKINAWA,JAPAN,8.0,2432.201034,n,8.0,24.8,HIRARA,125.283,34.0,8.0,True,85,24.9,1,7.8,4,True,2,1993,7.1,8.0,9.0,59.0,24.0,s
COQUIMBO,CHILE,16.0,181.641309,n,22.0,-29.960973,COQUIMBO (WM447),-71.334961,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,15.0,m
MIYAGI,GREECE,20.0,11.943346,n,22.0,36.91493,EAST KOS,27.28111,31.0,7.0,True,50,11.3,1,6.6,4,True,5,2017,6.88237,8.009683,7.0,7.0,2.0,s
MIYAGI,JAPAN,11.0,96.603325,n,5.0,38.901172,"MIYAGI PREFECTURE, TOHOKU REGION",141.574855,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,14.0,l
CANTERBURY,NEW ZEALAND,13.0,10558.96067,n,21.0,-43.606,LYTTELTON,172.722,30.0,8.0,True,81,27.396394,1,8.5,4,True,1,1868,6.88237,8.5,11.0,25.0,0.0,m
HOKKAIDO,JAPAN,2.0,374.026168,n,17.0,42.45,HIROO,143.383,31.0,3.0,True,85,0.0,1,8.4,4,True,1,1933,6.88237,8.5,8.530885,15.0,9.0,m
MICHOACAN,MEXICO,20.0,449.333471,n,18.0,17.94,LAZARO CARDENAS,-102.17833,2.0,3.0,True,88,47.4,1,7.4,4,True,2,2012,6.6,7.6,8.0,20.0,0.0,s
MIYAGI,RUSSIA,4.0,103.019156,n,16.0,52.91,TARINSKAIA BAY,158.55,58.0,11.0,True,86,27.9,1,9.0,4,True,1,1952,6.88237,8.5,7.0,22.0,92.0,m
MIYAGI,JAPAN,11.0,78.539833,y,5.0,38.332167,"MIYAGI PREFECTURE, TOHOKU REGION",141.476056,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,18.0,l
IWATE,JAPAN,11.0,153.844893,n,5.0,39.646111,"IWATE PREFECTURE, TOHOKU REGION",141.967167,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,10.0,l
MIYAGI,JAPAN,2.0,514.964014,n,17.0,43.217,KOJIMA,141.5,31.0,3.0,True,85,0.0,1,8.4,4,True,1,1933,6.88237,8.5,8.530885,15.0,15.0,m
ISHIKAWA,JAPAN,16.0,234.286619,n,4.0,37.3,USHITSUKO,137.15,1.0,6.0,True,85,44.3,1,7.5,4,True,2,1964,6.88237,8.009683,5.0,40.0,10.0,s
MIYAGI,JAPAN,4.0,2100.427838,n,16.0,38.817,OOYA,141.583,58.0,11.0,True,85,27.9,1,9.0,4,True,1,1952,6.88237,8.5,7.0,22.0,0.0,m
TSHIBA,JAPAN,11.0,408.346539,n,5.0,35.218747,"TSHIBA PREFECTURE, KANTO REGION",139.866583,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,3.0,m
TOKYO,JAPAN,4.0,3733.045546,n,5.0,33.1,"YAENE, HACHIJO ISLAND",139.767,1.0,2.0,True,85,22.0,1,8.7,4,True,2,1965,7.7,7.8,6.0,30.0,0.0,s
OR,USA,16.0,7172.638225,n,0.0,44.625,"SOUTH BEACH, OR",-124.043,48.0,5.0,True,88,55.4,1,8.2,4,True,2,1968,6.88237,8.009683,6.0,7.0,0.0,s
COQUIMBO,CHILE,16.0,181.579868,n,22.0,-29.961923,COQUIMBO (WM305),-71.332506,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,14.0,m
HI,USA,17.0,4110.335051,n,6.0,20.0366,"KAWAIHAE, HAWAII, HI",-155.829,43.0,11.0,True,80,6.8,1,7.8,4,True,2,2003,6.2,7.2,8.530885,33.0,5.0,s
MIYAGI,JAPAN,11.0,96.322791,n,5.0,38.447917,"MIYAGI PREFECTURE, TOHOKU REGION",141.287528,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,9.0,s
IWATE,JAPAN,10.0,3422.638992,n,4.0,39.017,OFUNATO,141.75,3.0,6.0,True,85,35.4,1,7.9,4,True,2,1996,6.6,7.6,6.0,33.0,0.0,s
IWATE,JAPAN,4.0,341.951877,n,1.0,39.417,TANOHAMA (YAMADACHO),141.983,22.0,3.0,True,85,41.0,1,8.1,4,True,1,1952,6.88237,8.3,9.0,45.0,0.0,m
NORTH MALUKU,INDONESIA,15.0,140.047472,n,2.0,1.06,"JAILOLO, HALMAHERA",127.47,31.0,11.0,True,83,41.7,1,7.1,3,True,2,2014,6.88237,8.009683,5.0,45.0,0.0,s
AYSEN,CHILE,25.0,56.863431,n,14.0,-43.8983,PUERTO MELINKA,-73.7483,22.0,12.0,True,89,27.0,1,7.6,4,True,2,2016,6.88237,8.009683,7.0,38.0,0.0,s
ANDHRA PRADESH,INDIA,26.0,2191.759792,n,0.0,15.43795,PALIPAN-KOTTAPATNAM,80.180917,58.0,12.0,True,60,53.5,1,9.1,4,True,5,2004,7.0,8.8,8.530885,30.0,0.0,m
TOKYO,JAPAN,12.0,14240.0892,n,7.0,35.65,TOKYO,139.767,59.0,12.0,True,85,5.6,1,8.1,4,True,2,1979,6.4,7.7,9.0,23.0,0.0,s
HI,USA,10.0,10451.45725,n,0.0,20.898,"KAHULUI, MAUI, HI",-156.472,59.0,5.0,True,80,27.396394,1,8.3,4,True,1,1877,6.88237,8.3,11.0,40.0,0.0,m
MIYAGI,TURKEY,17.0,26.956944,n,0.0,40.70165,GUZELYALI (EREGLI),29.66025,1.0,8.0,True,50,39.1,1,7.6,4,True,5,1999,6.3,7.8,10.0,13.0,5.0,s
HOKKAIDO,JAPAN,31.0,3891.671614,n,8.0,43.2781,HANASAKI,145.5678,28.0,10.0,True,85,2.6,1,7.6,4,True,2,1975,6.4,7.6,6.0,50.0,0.0,s
HI,USA,11.0,6308.435662,n,5.0,19.7303,"MOKUOLA-COCONUT IS, HILO, HAWAII",-155.0687,46.0,3.0,True,80,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,0.0,s
MIYAGI,FIJI,11.0,7190.364146,n,5.0,-17.6049,LAUTOKA,177.4383,46.0,3.0,True,81,24.1,1,9.1,4,True,2,2011,7.2,8.3,8.530885,29.0,5.0,s
MIE,JAPAN,20.0,2725.499726,n,19.0,19.08185,YUKINO,46.856593,19.0,12.0,True,85,10.0,1,8.3,4,True,1,1946,6.88237,8.1,8.530885,15.0,647.0,m
MIYAGI,JAPAN,11.0,95.834042,n,5.0,38.902417,"MIYAGI PREFECTURE, TOHOKU REGION",141.588722,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,6.0,l
WAKAYAMA,JAPAN,10.0,4229.392577,n,4.0,33.467,KUSHIMOTO,135.783,3.0,6.0,True,85,35.4,1,7.9,4,True,2,1996,6.6,7.6,6.0,33.0,0.0,s
KUMAMOTO,JAPAN,21.0,28.882268,n,10.267355,32.81,"TACHIBANA, TENSUI",130.6,36.035092,5.0,True,85,27.396394,5,6.4,4,True,4,1792,6.88237,6.4,8.530885,26.742663,0.0,l
BC,CANADA,16.0,10430.84661,n,22.0,49.153,"TOFINO (CLAYOQUOT),BRITISH COLUMBIA",-125.913,54.0,9.0,True,88,32.9,1,8.3,4,True,2,2015,6.88237,8.009683,9.0,22.0,12.0,s
BC,CANADA,28.0,104.177637,n,3.0,52.072,TADASL,-131.11415,4.0,10.0,True,88,8.8,1,7.7,4,True,5,2012,6.5,7.5,8.530885,14.0,17.0,l
AREQUIPA,PERU,23.0,61.319941,n,20.0,-16.45,OCONA,-73.1,33.0,6.0,True,89,14.1,1,8.4,4,True,5,2001,6.7,8.2,8.0,33.0,51.0,m
COQUIMBO,CHILE,16.0,182.907736,n,22.0,-29.949084,COQUIMBO (WM618),-71.336779,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,14.0,m
WEST SUMATRA,INDONESIA,25.0,43.675446,n,14.0,-3.1925,MAONAI,100.343889,42.0,10.0,True,60,22.0,1,7.8,4,True,10,2010,6.5,7.3,8.530885,20.0,6.0,m
HOKKAIDO,JAPAN,11.0,411.57434,n,5.0,41.783,HAKODATE,140.733,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,7.0,m
MIYAGI,THAILAND,26.0,641.918754,n,0.0,8.637,KHAO LAK,98.251,58.0,12.0,True,60,53.5,1,9.1,4,True,5,2004,7.0,8.8,8.530885,30.0,60.0,l
HOKKAIDO,JAPAN,11.0,548.109077,n,5.0,42.994609,HOKKAIDO PREFECTURE,144.363645,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,7.0,m
CA,USA,1.0,3623.814821,n,12.0,36.97,"SANTA CRUZ, CA",-122.02,29.0,4.0,True,88,1.3,3,8.6,4,True,1,1946,6.88237,7.3,6.0,15.0,10.0,m
CENTRAL JAVA,INDONESIA,17.0,219.907963,n,8.0,-7.68017,MUARA LAGOON,108.59952,19.0,7.0,True,60,26.0,1,7.7,4,True,4,2006,6.1,7.2,8.530885,20.0,6.0,m
MIYAGI,CHINA,16.0,184.569988,n,6.0,23.701,"DONGSHAN, FUJIAN PROVINCE",117.431,20.0,9.0,True,84,18.7,1,6.7,4,True,2,1994,6.5,6.7,8.530885,13.0,21.0,s
MIYAGI,PHILIPPINES,21.0,332.891452,n,5.0,8.65,DAPITAN,123.43,12.0,9.0,True,84,27.396394,1,8.7,4,True,1,1897,6.88237,8.7,9.0,33.0,6.0,m
MIYAGI,JAPAN,11.0,130.734824,n,5.0,38.116972,"MIYAGI PREFECTURE, TOHOKU REGION",140.897861,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,7.0,s
HI,USA,4.0,5012.722421,n,7.0,21.433,"MOKUOLOE-COCONUT IS, OAHU",-157.79,15.0,5.0,True,80,42.0,1,8.2,4,True,2,1959,6.88237,8.0,10.0,60.0,0.0,s
MIYAGI,NEW ZEALAND,4.0,10710.37818,n,16.0,-43.29,WAIKUKU BEACH,172.62,58.0,11.0,True,81,27.9,1,9.0,4,True,1,1952,6.88237,8.5,7.0,22.0,23.0,s
GUERRERO,MEXICO,20.0,182.395428,n,18.0,16.837933,ACAPULCO,-99.903,2.0,3.0,True,88,47.4,1,7.4,4,True,2,2012,6.6,7.6,8.0,20.0,8.0,s
AS,USA TERRITORY,14.0,3997.375139,n,6.0,-14.2766,"PAGO PAGO, AMERICAN SAMOA",-170.689,11.0,7.0,True,81,29.1,1,7.9,4,True,2,1971,6.88237,7.9,9.0,47.0,0.0,s
VALPARAISO,CHILE,16.0,110.413105,n,22.0,-32.55299,ZAPALLAR,-71.46699,54.0,9.0,True,89,32.9,1,8.3,4,True,5,2015,6.88237,8.009683,9.0,22.0,13.0,m
AK,USA,11.0,4479.493951,n,5.0,55.060001,"KING COVE, AK",-162.324005,46.0,3.0,True,87,24.1,1,9.1,4,True,2,2011,7.2,8.3,8.530885,29.0,0.0,s
HOKKAIDO,JAPAN,25.0,98.275087,n,19.0,42.677222,OOTSU-GYOKO,143.643056,50.0,9.0,True,85,6.3,1,8.3,4,True,5,2003,6.9,8.1,8.530885,27.0,7.0,m
HI,USA,22.0,10637.96398,n,19.0,18.956,"SOUTHEAST COAST HAWAII, HI",-155.628,11.0,5.0,True,80,17.0,1,9.5,4,True,5,1960,6.88237,8.5,12.0,33.0,35.0,m
AOMORI,JAPAN,12.0,280.708899,n,13.0,40.933,MUTSUOGAWARA,141.4,17.0,7.0,True,85,11.9,1,7.7,4,True,2,1993,6.6,7.6,8.0,17.0,0.0,s
WAKAYAMA,JAPAN,3.0,15885.11988,n,14.0,33.467,KUSHIMOTO,135.783,21.0,10.0,True,85,29.1,1,8.1,4,True,2,1974,6.6,7.6,9.0,13.0,0.0,s
MIYAGI,COMOROS,26.0,5945.970359,n,0.0,-12.1209,"HAJOHO, ANJOUAN",44.48885,58.0,12.0,True,60,53.5,1,9.1,4,True,5,2004,7.0,8.8,8.530885,30.0,2.0,m
HOKKAIDO,JAPAN,1.0,15837.52726,n,23.0,42.9756,KUSHIRO,144.3714,46.0,4.0,True,85,47.3,1,8.2,4,True,2,2014,6.88237,8.009683,8.0,25.0,6.0,s
WAKAYAMA,JAPAN,17.0,87.13148,n,16.0,33.817,INAMI,135.217,11.0,4.0,True,85,0.0,1,7.2,4,True,1,1948,6.88237,8.009683,8.530885,40.0,8.0,s
MIYAGI,SOLOMON ISLANDS,1.0,44.772314,n,20.0,-8.10937,"GIZO, GHIZO ISLAND",156.84087,39.0,4.0,True,82,56.3,1,8.1,4,True,5,2007,6.8,7.9,8.530885,24.0,16.0,m
MIYAGI,JAPAN,2.0,3829.411948,n,0.0,38.3,AYUKAWA,141.5,19.0,12.0,True,85,47.2,1,7.4,2,True,2,1972,6.3,7.4,6.0,73.0,69.0,s
HYOGO,JAPAN,7.0,24.8152,n,9.0,35.65,TSUIYAMA,134.833,27.0,3.0,True,85,27.396394,3,7.6,4,True,2,1927,6.88237,7.3,8.530885,10.0,18.0,s
HOKKAIDO,JAPAN,28.0,5008.857081,n,3.0,42.633,TOMAKOMAINISHIKO,141.617,36.0,3.0,True,85,16.0,3,9.2,4,True,2,1964,6.88237,8.4,10.0,25.0,5.0,s
CALABRIA,ITALY,28.0,23.790718,n,4.0,37.967,LAZZARO,15.667,20.0,12.0,True,50,27.0,3,7.0,4,True,1,1908,6.88237,7.2,11.0,40.0,0.0,l
AOMORI,JAPAN,11.0,288.961259,n,5.0,40.789511,"AOMORI PREFECTURE, TOHOKU REGION",141.405217,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,11.0,l
KAGOSHIMA,JAPAN,8.0,897.767389,n,10.267355,31.017,ODOMARI,130.683,36.035092,10.0,True,85,27.396394,0,8.30368,4,True,2,2023,4.9,8.009683,8.530885,10.0,124.0,s
AOMORI,JAPAN,11.0,627.203523,n,21.0,40.533,HACHINOHE,141.533,26.0,8.0,True,85,36.0,1,8.2,4,True,2,1969,6.88237,7.8,9.0,30.0,0.0,s
UM,USA TERRITORY,28.0,14132.02914,n,8.0,19.29,WAKE ISLAND,166.6183,18.0,12.0,True,80,7.4,1,7.8,4,True,2,1966,6.88237,7.8,8.0,47.0,6.0,s
HI,USA,22.0,11169.31523,n,19.0,21.916,"SOUTHWEST COAST KAUAI, HI",-159.637,11.0,5.0,True,80,17.0,1,9.5,4,True,5,1960,6.88237,8.5,12.0,33.0,0.0,m
KAGOSHIMA,JAPAN,8.0,126.891665,n,7.0,31.267,MAKURAZAKI,130.3,42.0,8.0,True,85,55.0,1,7.1,4,True,2,2024,6.88237,8.009683,8.530885,25.0,10.0,s
HI,USA,7.0,3901.094395,n,22.0,19.63,"KAILUA-KONA, HAWAII, HI",-155.99,47.0,5.0,True,80,10.8,1,8.0,4,True,2,1986,6.4,7.7,6.0,19.0,0.0,s
OHIGGINS,CHILE,27.0,176.754151,n,6.0,-34.6862,BOYERUCA,-72.0548,34.0,2.0,True,89,11.5,1,8.8,4,True,5,2010,7.2,8.5,9.0,22.0,13.0,m
MIYAGI,TURKEY,30.0,27.673723,n,11.0,38.1667,AKARCA (A9),26.8122,51.0,10.0,True,50,27.0,1,7.0,4,True,4,2020,6.88237,8.009683,8.0,21.0,7.0,m
MIYAGI,JAPAN,11.0,132.061219,n,5.0,38.027278,"MIYAGI PREFECTURE, TOHOKU REGION",140.905333,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,6.0,m
AK,USA,10.0,48.478709,n,21.0,59.6,"YAKUTAT, AK",-139.66,41.0,9.0,True,87,27.396394,3,8.2,4,True,1,1899,6.88237,8.6,11.0,60.0,0.0,l
ISHIKAWA,JAPAN,1.0,19.836357,n,7.0,37.31124,"NOTO TOWN, ICHINOSE (01)",137.23033,10.0,1.0,True,85,9.0,3,7.5,4,True,4,2024,6.9,7.2,9.0,10.0,5.0,m
HI,USA,11.0,6240.513947,n,5.0,19.562432,"KEAUHOU BAY, HAWAII, HI",-155.962398,46.0,3.0,True,80,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,12.0,m
HI,USA,9.0,3649.483176,n,14.0,21.59,"HALEIWA, OAHU, HI",-158.113,22.0,3.0,True,80,31.9,1,8.6,4,True,1,1957,6.88237,9.1,8.530885,33.0,0.0,l
LOS RIOS,CHILE,22.0,191.402173,n,19.0,-39.867,CORRAL,-73.431,11.0,5.0,True,89,17.0,1,9.5,4,True,1,1960,6.88237,8.5,12.0,33.0,9.0,l
COQUIMBO,CHILE,16.0,181.441219,n,22.0,-29.963549,COQUIMBO (WM223),-71.33027,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,21.0,s
AK,USA,1.0,12615.30928,n,23.0,52.2316,"ATKA ISLAND, AK",-174.172,46.0,4.0,True,87,47.3,1,8.2,4,True,2,2014,6.88237,8.009683,8.0,25.0,0.0,s
AOMORI,JAPAN,25.0,211.751118,n,19.0,41.359722,SHICHIKARI-GYOKO,141.443889,50.0,9.0,True,85,6.3,1,8.3,4,True,5,2003,6.9,8.1,8.530885,27.0,0.0,m
IWATE,JAPAN,11.0,175.815754,n,5.0,39.848694,"IWATE PREFECTURE, TOHOKU REGION",141.966667,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,6.0,l
MIYAGI,SRI LANKA,26.0,1691.195854,n,0.0,8.052831,MANKERNI,81.468397,58.0,12.0,True,60,53.5,1,9.1,4,True,4,2004,7.0,8.8,8.530885,30.0,8.0,l
COQUIMBO,CHILE,16.0,181.431156,n,22.0,-29.964263,COQUIMBO (WM576),-71.326389,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,19.0,s
IBARAKI,JAPAN,11.0,282.981891,n,5.0,36.194415,"IBARAKI PREFECTURE, KANTO REGION",140.56842,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,8.0,l
WA,USA,27.0,10559.84839,n,6.0,48.101,"PORT TOWNSEND, WA",-122.758,34.0,2.0,True,88,11.5,1,8.8,4,True,2,2010,7.2,8.5,9.0,22.0,0.0,s
COQUIMBO,CHILE,16.0,181.650258,n,22.0,-29.960789,COQUIMBO (WM129),-71.335617,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,13.0,m
CENTRAL SULAWESI,INDONESIA,28.0,69.478939,n,10.0,-0.884324,MERCURE HOTEL (B7),119.851179,2.0,9.0,True,83,45.3,3,7.5,4,True,10,2018,6.88237,8.009683,9.0,20.0,7.0,m
MIYAGI,COSTA RICA,22.0,5383.303166,n,19.0,9.4246,QUEPOS,-84.1711,11.0,5.0,True,88,17.0,1,9.5,4,True,2,1960,6.88237,8.5,12.0,33.0,3.0,s
MIYAGI,SOLOMON ISLANDS,3.0,17.186079,n,22.0,-8.65093,"ENDOTORI PT, RENDOVA ISLAND",157.29863,36.0,1.0,True,82,27.9,1,7.1,4,True,5,2010,6.4,7.1,8.530885,25.0,43.0,l
IWATE,JAPAN,11.0,116.194901,n,5.0,39.274194,"IWATE PREFECTURE, TOHOKU REGION",141.893806,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,23.0,l
HI,USA,4.0,4843.675906,n,16.0,21.899,"WAHIAWA BAY, KAUAI, HI",-159.578,58.0,11.0,True,80,27.9,1,9.0,4,True,1,1952,6.88237,8.5,7.0,22.0,17.0,m
COQUIMBO,CHILE,16.0,40.443162,n,22.0,-31.90633,LOS VILOS,-71.50073,54.0,9.0,True,89,32.9,1,8.3,4,True,4,2015,6.88237,8.009683,9.0,22.0,20.0,m
HI,USA,4.0,4949.5752,n,16.0,21.578,"KAENA POINT, OAHU, HI",-158.283,58.0,11.0,True,80,27.9,1,9.0,4,True,5,1952,6.88237,8.5,7.0,22.0,0.0,m
HOKKAIDO,JAPAN,25.0,121.252562,n,19.0,42.25,MITSUISHI,142.567,50.0,9.0,True,85,6.3,1,8.3,4,True,2,2003,6.9,8.1,8.530885,27.0,32.0,s
ISHIKAWA,JAPAN,1.0,45.730703,n,7.0,37.13638," NANAO CITY, NOTOJIMA (03)",137.00001,10.0,1.0,True,85,9.0,3,7.5,4,True,4,2024,6.9,7.2,9.0,10.0,7.0,m
HOKKAIDO,JAPAN,11.0,451.67357,n,5.0,42.3,TOKACHIKO,143.317,46.0,3.0,True,85,24.1,1,9.1,4,True,2,2011,7.2,8.3,8.530885,29.0,24.0,m
HOKKAIDO,JAPAN,12.0,469.628199,n,8.0,42.3,TOKACHIKO,143.333,14.0,6.0,True,85,26.4,1,7.7,4,True,2,1978,6.8,7.7,8.0,44.0,0.0,s
"IZU-OSHIMA, TOKYO",JAPAN,8.0,565.759803,n,10.267355,34.783,OKADA,139.383,36.035092,10.0,True,85,27.396394,0,8.30368,4,True,2,2023,4.9,8.009683,8.530885,10.0,100.0,s
"OKUSHIRI IS, HOKKAIDO",JAPAN,26.0,178.756304,n,2.0,42.05,AONAETODAISHITA,139.45,59.0,5.0,True,85,59.6,1,7.8,4,True,1,1983,6.8,7.7,8.0,24.0,0.0,l
CENTRAL SULAWESI,INDONESIA,28.0,51.844227,n,10.0,-0.71933,PARIGGA (05.01),119.77466,2.0,9.0,True,83,45.3,3,7.5,4,True,10,2018,6.88237,8.009683,9.0,20.0,13.0,s
OSAKA,JAPAN,7.0,170.30885,n,4.0,34.667,OSAKA,135.433,35.0,12.0,True,85,27.396394,1,8.1,4,True,2,1944,6.88237,8.0,8.530885,30.0,8.0,s
IWATE,JAPAN,11.0,100.222359,n,5.0,39.104767,"IWATE PREFECTURE, TOHOKU REGION",141.8584,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,16.0,l
GALAPAGOS ISLANDS,ECUADOR,11.0,13168.9229,n,5.0,-0.5628,"PLAYA IS III, ISABELA ISLAND",-90.962583,46.0,3.0,True,89,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,7.0,l
HOKKAIDO,JAPAN,11.0,449.646269,n,5.0,42.110197,HOKKAIDO PREFECTURE,140.594382,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,7.0,m
COQUIMBO,CHILE,16.0,181.298461,n,22.0,-29.964839,COQUIMBO (WM32),-71.330388,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,20.0,s
