area,country,day,distFromSource,doubtful,hour,latitude,locationName,longitude,minute,month,publish,regionCode,second,sourceCauseCode,sourceEqMagnitude,sourceEventValidity,sourceOceanicTsunami,typeMeasurementId,year,eqMagMb,eqMagMs,intensity,eqDepth,elevation,logrunupHt
TSHIBA,JAPAN,11.0,403.555075,n,5.0,35.277833,"TSHIBA PREFECTURE, KANTO REGION",139.852025,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,8.0,m
CA,USA,2.0,8427.650894,n,17.0,32.715,"SAN DIEGO, CA",-117.174,31.0,3.0,True,88,0.0,1,8.4,4,True,2,1933,6.88237,8.5,8.530885,15.0,5.0,s
WEST SUMATRA,INDONESIA,25.0,74.418327,n,14.0,-2.814444,SABEU GUNGGUNG,100.057778,42.0,10.0,True,60,22.0,1,7.8,4,True,10,2010,6.5,7.3,8.530885,20.0,12.0,m
ARAUCANIA,CHILE,4.0,9076.732767,n,19.0,-38.7423,NEHUENTUE,-73.431,28.0,3.0,True,89,31.0,1,8.1,4,True,2,2021,6.88237,8.009683,9.0,19.0,0.0,s
MIYAGI,JAPAN,2.0,257.064915,n,17.0,38.883,KOSABA,141.65,31.0,3.0,True,85,0.0,1,8.4,4,True,1,1933,6.88237,8.5,8.530885,15.0,36.0,m
BIOBIO,CHILE,27.0,68.181037,n,6.0,-36.73178,PENCO,-72.99133,34.0,2.0,True,89,11.5,1,8.8,4,True,4,2010,7.2,8.5,9.0,22.0,19.0,l
CA,USA,28.0,3242.376137,n,3.0,36.605,"MONTEREY, CA",-121.888,36.0,3.0,True,88,16.0,3,9.2,4,True,2,1964,6.88237,8.4,10.0,25.0,0.0,s
MIYAGI,COSTA RICA,4.0,10825.38301,n,19.0,9.4246,QUEPOS,-84.1711,28.0,3.0,True,88,31.0,1,8.1,4,True,2,2021,6.88237,8.009683,9.0,19.0,3.0,s
HOKKAIDO,JAPAN,28.0,5108.258392,n,3.0,42.1,MORIKO,140.6,36.0,3.0,True,85,16.0,3,9.2,4,True,2,1964,6.88237,8.4,10.0,25.0,20.0,s
KURIL ISLANDS,RUSSIA,4.0,80.736691,n,2.0,43.78,"SHIKOTAN ISLAND, KURILSKIYE",146.75,27.0,6.0,True,86,0.0,1,7.0,4,True,1,1893,6.88237,8.009683,8.530885,26.742663,101.0,m
MIYAGI,JAPAN,11.0,79.007087,n,5.0,38.319667,"MIYAGI PREFECTURE, TOHOKU REGION",141.470139,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,7.0,l
SICILY,ITALY,28.0,75.123082,n,4.0,37.575833,CAPO MULINI,15.171111,20.0,12.0,True,50,27.0,3,7.0,4,True,1,1908,6.88237,7.2,11.0,40.0,0.0,l
TAMIL NADU,INDIA,26.0,2015.314949,n,0.0,11.74595,DEVANAANPATTINAM,79.788167,58.0,12.0,True,60,53.5,1,9.1,4,True,5,2004,7.0,8.8,8.530885,30.0,14.0,l
COQUIMBO,CHILE,16.0,145.258994,n,22.0,-30.26316,LENGUA DE VACA,-71.63854,54.0,9.0,True,89,32.9,1,8.3,4,True,5,2015,6.88237,8.009683,9.0,22.0,16.0,l
ISHIKAWA,JAPAN,1.0,26.357664,n,7.0,37.420702,SHIROYONE,136.984949,10.0,1.0,True,85,9.0,3,7.5,4,True,5,2024,6.9,7.2,9.0,10.0,6.0,m
COQUIMBO,CHILE,16.0,181.984416,n,22.0,-29.960713,COQUIMBO (WM2),-71.31702,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,6.0,s
ACEH,INDONESIA,26.0,255.15801,n,0.0,5.488,"ACEH, SUMATRA",95.267,58.0,12.0,True,60,53.5,1,9.1,4,True,5,2004,7.0,8.8,8.530885,30.0,8.0,l
EAST NUSA TENGGARA,INDONESIA,12.0,22.266031,n,5.0,-8.542639,KOLISIA,122.088194,29.0,12.0,True,60,26.3,3,7.8,4,True,5,1992,6.5,7.5,11.0,28.0,3.0,l
AKITA,JAPAN,26.0,80.325909,n,2.0,40.333,FURUYASHIKI,140.033,59.0,5.0,True,85,59.6,1,7.8,4,True,1,1983,6.8,7.7,8.0,24.0,12.0,m
AS,USA TERRITORY,29.0,201.561294,n,17.0,-14.27446,"PAGO PAGO, TUTUILA ISLAND",-170.69895,48.0,9.0,True,81,10.9,1,8.1,4,True,4,2009,7.1,8.1,8.530885,18.0,23.0,l
MIYAGI,JAPAN,11.0,100.487408,n,5.0,38.420444,"MIYAGI PREFECTURE, TOHOKU REGION",141.234028,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,7.0,m
MIYAGI,AUSTRALIA,26.0,3422.08052,n,0.0,-21.954861,EXMOUTH,114.140889,58.0,12.0,True,60,53.5,1,9.1,4,True,2,2004,7.0,8.8,8.530885,30.0,0.0,s
MIYAGI,TURKEY,30.0,30.328503,n,11.0,38.1912,SIGACIK (S2),26.7844,51.0,10.0,True,50,27.0,1,7.0,4,True,4,2020,6.88237,8.009683,8.0,21.0,6.0,m
ICA,PERU,17.0,633.581377,n,21.0,-15.35,SAN JUAN,-75.16,41.0,10.0,True,89,56.0,1,8.1,4,True,2,1966,6.88237,7.5,9.0,38.0,0.0,s
MIYAGI,JAPAN,11.0,128.232686,n,5.0,38.112389,"MIYAGI PREFECTURE, TOHOKU REGION",140.92775,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,10.0,l
PRIMORSKY,RUSSIA,1.0,1008.23597,n,7.0,46.53,SOSUNOVO,138.33,10.0,1.0,True,86,9.0,3,7.5,4,True,2,2024,6.9,7.2,9.0,10.0,7.0,s
HOKKAIDO,JAPAN,11.0,496.401573,n,5.0,42.492144,HOKKAIDO PREFECTURE,140.351615,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,9.0,m
IWATE,JAPAN,22.0,16965.76041,n,19.0,39.65,HEIZAWA,142.017,11.0,5.0,True,85,17.0,1,9.5,4,True,1,1960,6.88237,8.5,12.0,33.0,101.0,m
MIYAGI,JAPAN,11.0,96.799249,n,5.0,38.432139,"MIYAGI PREFECTURE, TOHOKU REGION",141.278778,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,10.0,m
IWATE,JAPAN,4.0,367.971822,n,1.0,39.2,KOJIRAHAMA,141.867,22.0,3.0,True,85,41.0,1,8.1,4,True,1,1952,6.88237,8.3,9.0,45.0,6.0,s
MIE,JAPAN,11.0,718.303465,n,5.0,34.123611,"MIE PREFECTURE, TOKAI REGION",136.262222,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,0.0,m
MIYAGI,JAPAN,11.0,108.212171,n,5.0,38.361389,"MIYAGI PREFECTURE, TOHOKU REGION",141.138111,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,7.0,m
MIYAGI,FRENCH POLYNESIA,20.0,3146.968869,n,6.0,-27.58,RAPA,-144.33,46.0,10.0,True,81,9.9,1,7.8,4,True,2,1986,6.6,8.1,8.530885,29.0,90.0,s
HI,USA,15.0,4865.603567,n,8.0,21.9544,"NAWILIWILI, KAUAI, HI",-159.3561,29.0,12.0,True,80,55.3,1,7.8,4,True,2,1971,6.1,7.8,10.0,33.0,0.0,s
MIYAGI,JAPAN,11.0,81.39602,n,5.0,38.377319,"MIYAGI PREFECTURE, TOHOKU REGION",141.4476,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,8.0,l
VALPARAISO,CHILE,1.0,12954.46758,n,12.0,-33.027671,VALPARAISO,-71.627873,29.0,4.0,True,89,1.3,3,8.6,4,True,2,1946,6.88237,7.3,6.0,15.0,0.0,s
WAKAYAMA,JAPAN,29.0,6949.983707,n,14.0,33.467,KUSHIMOTO,135.783,47.0,11.0,True,85,40.9,3,7.7,4,True,2,1975,6.0,7.2,9.0,2.0,0.0,s
AOMORI,JAPAN,22.0,17058.3992,n,19.0,41.4,OHATA,141.167,11.0,5.0,True,85,17.0,1,9.5,4,True,1,1960,6.88237,8.5,12.0,33.0,21.0,m
KOCHI,JAPAN,20.0,273.853437,n,19.0,32.717,ASHIZURIMISAKI,133.017,19.0,12.0,True,85,10.0,1,8.3,4,True,1,1946,6.88237,8.1,8.530885,15.0,0.0,s
MIYAZAKI,JAPAN,1.0,81.050058,n,0.0,32.417,HOSOSHIMA (HYUGA CITY),131.65,42.0,4.0,True,85,4.2,1,7.5,4,True,1,1968,6.88237,7.5,7.0,30.0,7.0,s
NORTH SULAWESI,INDONESIA,11.0,580.80878,n,17.0,1.438944,BITUNG,125.190431,46.0,8.0,True,83,14.0,1,7.1,4,True,2,2021,6.88237,8.009683,9.0,65.0,4.0,s
MIYAGI,JAPAN,11.0,135.056556,n,5.0,37.908028,"MIYAGI PREFECTURE, TOHOKU REGION",140.913972,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,13.0,l
MIYAGI,JAPAN,15.0,1333.473094,n,11.0,38.3,AYUKAWA,141.5,14.0,11.0,True,85,13.5,1,8.3,4,True,2,2006,6.5,7.8,8.530885,10.0,69.0,s
COQUIMBO,CHILE,16.0,146.830417,n,22.0,-30.25799,TONGOY,-71.49168,54.0,9.0,True,89,32.9,1,8.3,4,True,4,2015,6.88237,8.009683,9.0,22.0,17.0,m
BENGKULU,INDONESIA,12.0,122.110054,n,11.0,-3.78538,"BENGKULU, SUMATRA",102.25414,10.0,9.0,True,60,26.8,1,8.4,4,True,5,2007,6.9,8.5,8.530885,34.0,6.0,m
HI,USA TERRITORY,10.0,2592.663613,n,4.0,28.215,MIDWAY ISLANDS,-177.361,3.0,6.0,True,80,35.4,1,7.9,4,True,2,1996,6.6,7.6,6.0,33.0,0.0,s
HOKKAIDO,JAPAN,11.0,509.887189,n,5.0,42.765694,HOKKAIDO PREFECTURE,143.757833,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,10.0,m
HI,USA,28.0,4587.744387,n,3.0,20.036,"KAWAIHAE, HAWAII, HI",-155.832,36.0,3.0,True,80,16.0,3,9.2,4,True,5,1964,6.88237,8.4,10.0,25.0,0.0,s
MIYAGI,REUNION (FRENCH TERRITORY),26.0,5187.516162,n,0.0,-21.3443,SAINT-PIERRE,55.4765,58.0,12.0,True,60,53.5,1,9.1,4,True,4,2004,7.0,8.8,8.530885,30.0,0.0,s
IWATE,JAPAN,11.0,100.50728,n,5.0,39.045111,"IWATE PREFECTURE, TOHOKU REGION",141.722472,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,10.0,l
MIYAGI,MYANMAR (BURMA),26.0,1384.391549,n,0.0,15.772,AUNG HLAING VILLAGE,94.984,58.0,12.0,True,60,53.5,1,9.1,4,True,5,2004,7.0,8.8,8.530885,30.0,0.0,m
MIYAGI,JAPAN,11.0,96.795119,n,5.0,38.910028,"MIYAGI PREFECTURE, TOHOKU REGION",141.58275,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,6.0,l
WA,USA,29.0,101.362911,n,23.0,47.65,"LAKE WASHINGTON, WA",-122.25,21.0,11.0,True,88,27.396394,3,8.30368,3,True,1,1891,6.88237,8.009683,7.0,26.742663,8.0,m
AKITA,JAPAN,7.0,86.989392,n,7.0,39.867,FUNAGAWAKO,139.85,58.0,5.0,True,85,0.0,1,6.9,4,True,2,1964,6.88237,6.9,8.530885,30.0,6.0,s
MIYAGI,NEW ZEALAND,22.0,8773.183315,n,19.0,-43.645,"CHARTERIS BAY, BANKS PENINSULA",172.711,11.0,5.0,True,81,17.0,1,9.5,4,True,1,1960,6.88237,8.5,12.0,33.0,10.0,s
"BONIN IS, TOKYO",JAPAN,10.0,1837.037354,n,13.0,27.0939,CHICHIJIMA ISLAND,142.1947,47.0,6.0,True,85,14.5,1,7.0,4,True,2,1975,5.8,7.0,8.530885,15.0,0.0,s
WEST SUMATRA,INDONESIA,25.0,46.437663,n,14.0,-3.13598,SIUMANG ISLAND,100.31138,42.0,10.0,True,60,22.0,1,7.8,4,True,10,2010,6.5,7.3,8.530885,20.0,0.0,s
VALPARAISO,CHILE,16.0,227.775015,n,22.0,-33.62663,SANTO DOMINGO,-71.63284,54.0,9.0,True,89,32.9,1,8.3,4,True,5,2015,6.88237,8.009683,9.0,22.0,11.0,m
NORTH SUMATRA,INDONESIA,28.0,180.623165,n,16.0,0.57605,"LAGUNDRI BAY, NIAS",97.72959,9.0,3.0,True,60,36.5,1,8.6,4,True,5,2005,7.2,8.4,8.530885,30.0,8.0,m
BC,CANADA,23.0,3843.115287,n,20.0,49.153,"TOFINO (CLAYOQUOT),BRITISH COLUMBIA",-125.913,53.0,6.0,True,88,9.7,1,7.9,4,True,2,2014,6.88237,8.009683,6.0,109.0,12.0,s
CHIBA,JAPAN,30.0,24.123547,n,17.0,34.917,AINOHAMA,139.817,36.035092,12.0,True,85,27.396394,1,8.2,4,True,1,1703,6.88237,8.2,8.530885,26.742663,0.0,l
KAGOSHIMA,JAPAN,22.0,17638.19291,n,19.0,28.383,NAZE,129.5,11.0,5.0,True,85,17.0,1,9.5,4,True,2,1960,6.88237,8.5,12.0,33.0,4.0,s
SHIMANE,JAPAN,26.0,755.279708,n,2.0,35.583,KONAMI,133.1,59.0,5.0,True,85,59.6,1,7.8,4,True,1,1983,6.8,7.7,8.0,24.0,44.0,m
AOMORI,JAPAN,1.0,232.491229,n,2.0,36.9,SAME (AOMORI PREFECTURE),140.82,58.0,9.0,True,85,37.0,1,7.9,4,True,2,1923,6.88237,7.9,8.530885,35.0,0.0,s
COQUIMBO,CHILE,16.0,182.395912,n,22.0,-29.953883,COQUIMBO (WM259),-71.33608,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,11.0,s
UM,USA TERRITORY,1.0,4704.658658,n,20.0,19.29,WAKE ISLAND,166.6183,19.0,8.0,True,80,21.9,1,7.3,4,True,2,1968,6.88237,7.3,8.530885,36.0,6.0,s
AK,USA,28.0,284.924915,n,3.0,55.333,"KETCHIKAN, AK",-131.633,4.0,10.0,True,87,8.8,1,7.7,4,True,2,2012,6.5,7.5,8.530885,14.0,0.0,s
MIE,JAPAN,9.0,4291.351008,n,14.0,34.083,OWASE,136.2,22.0,3.0,True,85,31.9,1,8.6,4,True,2,1957,6.88237,9.1,8.530885,33.0,67.0,s
HI,USA TERRITORY,7.0,4880.762132,n,22.0,28.215,MIDWAY ISLANDS,-177.361,3.0,10.0,True,80,14.4,1,7.6,4,True,2,2009,6.4,7.3,8.530885,45.0,0.0,s
MOROBE,PAPUA NEW GUINEA,4.0,6566.237955,n,16.0,-5.6,"UMBOI ISLAND (RUK, ROOKE, SIASSI)",148.0,58.0,11.0,True,82,27.9,1,9.0,4,True,1,1952,6.88237,8.5,7.0,22.0,493.0,s
TSHIBA,JAPAN,11.0,422.922251,n,5.0,35.078528,"TSHIBA PREFECTURE, KANTO REGION",139.837806,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,7.0,s
FUKUOKA,JAPAN,1.0,700.520321,n,7.0,33.91667,HIAGARI,130.88333,10.0,1.0,True,85,9.0,3,7.5,4,True,2,2024,6.9,7.2,9.0,10.0,0.0,s
IBARAKI,JAPAN,11.0,258.453013,n,5.0,36.442989,"IBARAKI PREFECTURE, KANTO REGION",140.607203,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,12.0,l
MIYAGI,HAITI,12.0,24.182018,n,21.0,18.43116,"GRAND-GOAVE, PETIT PARADIS 5",-72.76031,53.0,1.0,True,74,10.0,3,7.0,4,True,5,2010,6.8,7.3,8.530885,13.0,9.0,m
TARAPACA,CHILE,30.0,347.506071,n,5.0,-20.204578,IQUIQUE,-70.147831,11.0,7.0,True,89,23.6,1,8.0,4,True,2,1995,6.6,7.3,7.0,46.0,0.0,s
WEST NUSA TENGGARA,INDONESIA,5.0,33.290672,n,11.0,-8.346806,"TANJUNG, LOMBOK ISLAND",116.14925,46.0,8.0,True,60,38.6,1,6.9,4,True,1,2018,6.88237,8.009683,8.0,34.0,20.0,m
IWATE,JAPAN,11.0,163.519113,n,5.0,39.736139,"IWATE PREFECTURE, TOHOKU REGION",141.970833,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,11.0,l
MIYAGI,JAPAN,2.0,279.515517,n,17.0,38.5,WAKENOHAMA,141.5,31.0,3.0,True,85,0.0,1,8.4,4,True,1,1933,6.88237,8.5,8.530885,15.0,0.0,m
SOCIETY ISLANDS,FRENCH POLYNESIA,22.0,7628.9644,n,19.0,-17.5,PLAGE DE HITI MAHANA,-149.48,11.0,5.0,True,81,17.0,1,9.5,4,True,5,1960,6.88237,8.5,12.0,33.0,8.0,m
GUERRERO,MEXICO,9.0,7575.341793,n,14.0,16.837933,ACAPULCO,-99.903,22.0,3.0,True,88,31.9,1,8.6,4,True,2,1957,6.88237,9.1,8.530885,33.0,8.0,s
AOMORI,JAPAN,11.0,258.271383,n,5.0,40.535722,"AOMORI PREFECTURE, TOHOKU REGION",141.557778,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,6.0,l
MIYAZAKI,JAPAN,29.0,3264.736701,n,23.0,31.9,MIYAZAKIKO,131.45,24.0,7.0,True,85,52.0,1,8.8,4,True,2,2025,7.0,8.0,8.0,35.0,7.0,s
TAMIL NADU,INDIA,26.0,2108.064724,n,0.0,8.089183,KANYAKUMARI,77.557083,58.0,12.0,True,60,53.5,1,9.1,4,True,4,2004,7.0,8.8,8.530885,30.0,3.0,m
HI,USA,15.0,6169.194706,n,10.0,19.087,"HONUAPO, HAWAII, HI",-155.553,33.0,6.0,True,80,27.396394,1,8.3,4,True,1,1896,6.88237,7.6,8.530885,26.742663,53.0,m
COQUIMBO,CHILE,16.0,40.594902,n,22.0,-31.90869,LOS VILOS,-71.50303,54.0,9.0,True,89,32.9,1,8.3,4,True,5,2015,6.88237,8.009683,9.0,22.0,16.0,m
HI,USA,11.0,6307.597971,n,5.0,18.970301,"KAALUALU BAY, HAWAII, HI",-155.611157,46.0,3.0,True,80,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,0.0,m
HOKKAIDO,JAPAN,21.0,33.56655,n,2.0,42.167,URAKAWA,142.767,32.0,3.0,True,85,7.7,1,6.9,4,True,2,1982,6.4,6.7,10.0,44.0,4.0,s
HI,USA TERRITORY,9.0,3894.253336,n,14.0,16.7363,JOHNSTON ISLAND,-169.5283,22.0,3.0,True,80,31.9,1,8.6,4,True,2,1957,6.88237,9.1,8.530885,33.0,3.0,s
MIYAGI,NEW ZEALAND,4.0,1203.734181,n,19.0,-39.4757,PORT NAPIER,176.9201,28.0,3.0,True,81,31.0,1,8.1,4,True,2,2021,6.88237,8.009683,9.0,19.0,0.0,s
CHIBA,JAPAN,31.0,2973.675912,n,8.0,35.75,CHOSHI,140.867,28.0,10.0,True,85,2.6,1,7.6,4,True,2,1975,6.4,7.6,6.0,50.0,0.0,s
LOS LAGOS,CHILE,15.0,16277.07028,n,11.0,-41.867,"ANCUD, ISLA DE CHILOE",-73.8278,14.0,11.0,True,89,13.5,1,8.3,4,True,2,2006,6.5,7.8,8.530885,10.0,10.0,s
MIYAGI,AUSTRALIA,26.0,7276.221526,n,0.0,-42.5465,"SPRING BAY, TASMANIA",147.9307,58.0,12.0,True,81,53.5,1,9.1,4,True,2,2004,7.0,8.8,8.530885,30.0,0.0,s
GALAPAGOS ISLANDS,ECUADOR,11.0,13155.27103,n,5.0,-0.6819,"PLAYA ROCKS, ISABELA ISLAND",-91.249183,46.0,3.0,True,89,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,0.0,m
COQUIMBO,CHILE,16.0,181.597602,n,22.0,-29.96199,COQUIMBO (WM321),-71.331056,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,14.0,m
MIYAGI,SOLOMON ISLANDS,3.0,20.477257,n,22.0,-8.63293,"MBANIATA, RENDOVA ISLAND",157.26373,36.0,1.0,True,82,27.9,1,7.1,4,True,5,2010,6.4,7.1,8.530885,25.0,11.0,l
MIYAGI,NEW ZEALAND,4.0,1495.479745,n,19.0,-42.3707,"D5501002 BPR, ESE OF WELLINGTON, NZ",176.9109,28.0,3.0,True,81,31.0,1,8.1,4,True,3,2021,6.88237,8.009683,9.0,19.0,23.26321213620249,s
COQUIMBO,CHILE,16.0,181.469699,n,22.0,-29.962932,COQUIMBO (WM624),-71.332512,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,11.0,m
MIYAGI,JAPAN,11.0,130.54357,n,5.0,38.083361,"MIYAGI PREFECTURE, TOHOKU REGION",140.907639,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,7.0,m
WELLINGTON,NEW ZEALAND,10.0,10347.36894,n,0.0,-41.283,WELLINGTON,174.783,59.0,5.0,True,81,27.396394,1,8.3,4,True,1,1877,6.88237,8.3,11.0,40.0,0.0,s
MIYAGI,VANUATU,7.0,12327.77499,n,22.0,-17.7553,"PORT VILA, EFATE ISLAND",68.3077,6.0,4.0,True,82,56.8,1,7.4,4,True,2,1995,6.8,8.0,8.530885,21.0,23.26321213620249,s
AS,USA TERRITORY,17.0,9944.101379,n,21.0,-14.2766,"PAGO PAGO, AMERICAN SAMOA",-170.689,41.0,10.0,True,81,56.0,1,8.1,4,True,2,1966,6.88237,7.5,9.0,38.0,0.0,s
CA,USA,3.0,6903.384338,n,18.0,38.914,"ARENA COVE, CA",-123.711,1.0,12.0,True,88,8.9,1,7.9,4,True,2,1995,6.6,7.9,5.0,33.0,0.0,s
HOKKAIDO,JAPAN,11.0,450.561696,n,5.0,42.289278,HOKKAIDO PREFECTURE,143.320889,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,4.0,m
HI,USA,28.0,10588.83926,n,8.0,20.895,"KAHULUI, MAUI, HI",-156.477,18.0,12.0,True,80,7.4,1,7.8,4,True,2,1966,6.88237,7.8,8.0,47.0,0.0,s
NORTH SUMATRA,INDONESIA,26.0,495.179074,n,0.0,-0.51108,"TELUK BANDERA, SUMATRA",98.32702,58.0,12.0,True,60,53.5,1,9.1,4,True,4,2004,7.0,8.8,8.530885,30.0,0.0,s
KOCHI,JAPAN,19.0,690.64233,n,2.0,33.267,MUROTOMISAKI,134.167,41.0,10.0,True,85,36.1,3,6.8,4,True,2,1995,6.3,6.9,8.530885,20.0,95.0,s
AOMORI,JAPAN,11.0,259.327986,n,5.0,40.5385,"AOMORI PREFECTURE, TOHOKU REGION",141.525833,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,9.0,l
ANTOFAGASTA,CHILE,1.0,12242.81281,n,12.0,-23.65,ANTOFAGASTA,-70.404,29.0,4.0,True,89,1.3,3,8.6,4,True,2,1946,6.88237,7.3,6.0,15.0,10.0,s
IWATE,JAPAN,22.0,16979.94351,n,19.0,39.05,OFUNATO (OFUNATO CITY),141.733,11.0,5.0,True,85,17.0,1,9.5,4,True,1,1960,6.88237,8.5,12.0,33.0,0.0,l
MIYAGI,REUNION (FRENCH TERRITORY),26.0,5196.667089,n,0.0,-21.0555,SAINT-GILLES,55.2239,58.0,12.0,True,60,53.5,1,9.1,4,True,4,2004,7.0,8.8,8.530885,30.0,4.0,s
VALPARAISO (ISLA DE PASCUA),CHILE,23.0,3880.336866,n,20.0,-27.15,EASTER ISLAND,-109.45,33.0,6.0,True,89,14.1,1,8.4,4,True,2,2001,6.7,8.2,8.0,33.0,0.0,s
AOMORI,JAPAN,11.0,269.844437,n,5.0,40.621025,"AOMORI PREFECTURE, TOHOKU REGION",141.454953,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,9.0,l
COQUIMBO,CHILE,16.0,181.730363,n,22.0,-29.960037,COQUIMBO (WM91),-71.335725,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,16.0,m
AS,USA TERRITORY,29.0,213.91253,n,17.0,-14.25605,"TULA 2, TUTUILA ISLAND",-170.56389,48.0,9.0,True,81,10.9,1,8.1,4,True,5,2009,7.1,8.1,8.530885,18.0,22.0,l
MIE,JAPAN,17.0,15638.69563,n,21.0,34.083,OWASE,136.2,41.0,10.0,True,85,56.0,1,8.1,4,True,2,1966,6.88237,7.5,9.0,38.0,67.0,s
FUKUSHIMA,JAPAN,11.0,176.431284,n,5.0,37.142217,"FUKUSHIMA PREFECTURE, TOHOKU REGION",140.997734,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,9.0,l
OKINAWA,JAPAN,2.0,1990.443894,n,0.0,24.333,ISHIGAKIKO,124.167,19.0,12.0,True,85,47.2,1,7.4,2,True,2,1972,6.3,7.4,6.0,73.0,8.0,s
MIYAGI,SOLOMON ISLANDS,17.0,400.999662,n,10.0,-6.6928,"TAREKUKURE, TARO ISLAND",156.4086,51.0,12.0,True,82,10.5,1,7.9,4,True,2,2016,6.88237,8.009683,8.0,95.0,0.0,s
MIYAGI,NEW ZEALAND,19.0,1988.002722,n,18.0,-39.4757,PORT NAPIER,176.9201,17.0,3.0,True,81,40.9,1,7.6,4,True,2,2009,7.0,7.6,8.530885,34.0,0.0,s
KURIL ISLANDS,RUSSIA,15.0,164.589248,n,11.0,48.07238,"TOPORKOV-234, MATUA ISLAND",153.28224,14.0,11.0,True,86,13.5,1,8.3,4,True,5,2006,6.5,7.8,8.530885,10.0,0.0,l
NAXOS,GREECE,9.0,51.597318,n,3.0,37.0077,ZO,25.56745,11.0,7.0,True,50,45.2,3,7.7,4,True,5,1956,6.88237,7.8,9.0,20.0,3.0,m
OHIGGINS,CHILE,27.0,209.171226,n,6.0,-34.3848,PICHILEMU,-72.0048,34.0,2.0,True,89,11.5,1,8.8,4,True,5,2010,7.2,8.5,9.0,22.0,19.0,l
HI,USA,17.0,9199.827618,n,21.0,20.895,"KAHULUI, MAUI, HI",-156.477,41.0,10.0,True,80,56.0,1,8.1,4,True,2,1966,6.88237,7.5,9.0,38.0,0.0,s
MIYAGI,TONGA,4.0,805.668843,n,19.0,-23.3516,"D5401003 BPR, SE OF TONGA",-173.4015,28.0,3.0,True,81,31.0,1,8.1,4,True,3,2021,6.88237,8.009683,9.0,19.0,23.26321213620249,s
LOS LAGOS,CHILE,1.0,2341.973275,n,23.0,-40.5808,BAHIA MANSA,-73.7372,46.0,4.0,True,89,47.3,1,8.2,4,True,2,2014,6.88237,8.009683,8.0,25.0,0.0,s
MIYAGI,MALDIVES,26.0,2490.319133,n,0.0,2.92,"MULI, MEEMU",73.581,58.0,12.0,True,60,53.5,1,9.1,4,True,5,2004,7.0,8.8,8.530885,30.0,5.0,m
COQUIMBO,CHILE,16.0,182.257036,n,22.0,-29.955202,COQUIMBO (WM49),-71.335777,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,20.0,m
MIYAGI,GREECE,30.0,24.430675,n,11.0,37.755665,"VATHI, SAMOS (S7-15)",26.977428,51.0,10.0,True,50,27.0,1,7.0,4,True,5,2020,6.88237,8.009683,8.0,21.0,11.0,m
