latitude,longitude,elevation
13.39,144.75,26.0
55.13,161.85,0.0
42.44,18.62,17.0
36.8,5.767,54.0
36.879,6.907,52.0
36.75,5.083,9.0
36.9,7.767,7.0
24.79,125.26,18.0
41.96,143.242,4.0
19.07,-104.31,0.0
-0.05,119.878,11.0
-5.45,105.267,7.0
4.167,96.15,18.0
43.083,145.133,3.0
42.25,142.567,32.0
42.633,141.617,5.0
42.6,141.817,0.0
42.55,141.35,7.0
42.35,140.95,0.0
42.1,140.6,20.0
41.367,141.233,7.0
42.967,144.383,0.0
42.52,143.48,0.0
42.35,142.317,0.0
35.65,134.833,18.0
38.267,141.033,0.0
38.567,141.45,5.0
38.3,141.0,20.0
33.233,132.55,0.0
31.483,131.2,108.0
33.617,135.95,0.0
34.1,135.15,209.0
41.367,141.217,16.0
40.65,141.45,0.0
40.583,141.483,0.0
41.5,140.967,43.0
40.633,141.45,8.0
40.6,141.467,0.0
41.4,141.167,21.0
41.433,141.133,91.0
40.767,141.417,0.0
40.467,141.65,24.0
40.467,141.667,0.0
41.483,140.917,58.0
40.733,141.417,10.0
41.433,140.867,7.0
40.533,141.55,1.0
41.467,141.1,3.0
40.7,141.433,0.0
37.55,141.033,0.0
37.133,141.0,0.0
37.767,141.0,0.0
37.817,140.983,0.0
36.95,140.95,0.0
37.333,141.033,0.0
36.983,140.967,7.0
37.483,141.05,0.0
37.1,141.0,0.0
42.45,143.383,9.0
42.117,142.933,0.0
39.35,141.933,0.0
39.583,141.967,154.0
39.033,141.767,45.0
39.0,141.717,16.0
39.533,142.033,63.0
39.167,141.9,92.0
40.017,141.9,0.0
39.017,141.717,9.0
39.417,141.983,0.0
38.967,141.633,55.0
38.983,141.75,0.0
39.933,141.95,0.0
39.2,141.9,0.0
39.6,141.967,0.0
39.6,141.95,0.0
39.333,141.9,0.0
39.5,142.017,0.0
39.367,141.95,55.0
39.067,141.833,201.0
39.2,141.867,6.0
40.167,141.85,27.0
40.217,141.8,95.0
40.133,141.85,0.0
39.033,141.717,9.0
39.0,141.683,22.0
40.2,141.8,0.0
39.333,141.917,0.0
38.967,141.717,18.0
39.05,141.733,0.0
40.3,141.8,0.0
39.383,141.933,16.0
38.95,141.717,0.0
39.583,141.95,8.0
39.067,141.733,0.0
39.183,141.9,62.0
39.117,141.817,19.0
39.583,142.033,0.0
39.683,141.967,58.0
38.967,141.7,0.0
39.45,141.967,0.0
38.983,141.633,0.0
39.483,141.983,48.0
39.6,142.033,0.0
39.033,141.8,127.0
39.083,141.717,6.0
40.267,141.817,0.0
39.567,142.033,110.0
39.917,141.95,0.0
39.033,141.733,19.0
39.1,141.817,0.0
39.6,141.983,176.0
39.633,141.967,7.0
39.067,141.85,218.0
39.0,141.667,0.0
38.983,141.717,0.0
39.0,141.633,0.0
39.033,141.75,215.0
40.083,141.833,0.0
39.733,141.983,0.0
38.983,141.733,0.0
38.95,141.7,109.0
39.617,142.033,0.0
39.267,141.9,0.0
40.35,141.767,0.0
35.45,139.65,0.0
38.6,141.5,34.0
38.267,141.467,12.0
38.533,141.533,0.0
38.633,141.517,10.0
38.867,141.6,0.0
38.633,141.5,85.0
38.35,141.45,24.0
38.533,141.517,134.0
38.65,141.483,0.0
38.833,141.6,14.0
38.817,141.583,0.0
38.7,141.5,33.0
38.4,141.483,16.0
38.717,141.533,33.0
38.9,141.65,53.0
38.45,141.467,87.0
38.733,141.567,0.0
38.417,141.317,7.0
37.9,140.933,0.0
38.867,141.617,48.0
38.817,141.617,0.0
38.45,141.517,22.0
38.433,141.533,0.0
38.883,141.6,0.0
38.483,141.5,0.0
38.9,141.583,0.0
38.35,141.467,55.0
38.317,141.467,62.0
38.583,141.5,0.0
38.9,141.6,80.0
43.217,141.5,15.0
38.883,141.65,36.0
38.6,141.517,0.0
38.367,141.467,111.0
38.483,141.533,0.0
38.383,141.517,0.0
38.367,141.433,0.0
38.867,141.633,10.0
38.5,141.483,117.0
38.4,141.433,35.0
38.883,141.633,0.0
38.517,141.483,0.0
38.533,141.5,13.0
38.85,141.633,0.0
37.917,140.917,12.0
38.717,141.567,0.0
38.383,141.467,74.0
38.367,141.45,79.0
38.517,141.517,74.0
38.433,141.45,45.0
38.467,141.483,0.0
38.367,141.483,65.0
38.65,141.45,0.0
38.95,141.633,29.0
38.783,141.533,0.0
38.45,141.5,16.0
38.6,141.533,0.0
38.383,141.483,35.0
38.383,141.433,5.0
38.683,141.5,0.0
38.317,141.05,0.0
38.583,141.483,0.0
38.667,141.45,0.0
38.9,141.667,0.0
38.5,141.517,28.0
38.933,141.633,28.0
38.917,141.65,28.0
38.583,141.467,23.0
38.633,141.533,0.0
38.883,141.617,0.0
38.417,141.367,8.0
38.367,141.5,37.0
38.85,141.617,11.0
38.383,141.533,0.0
38.167,140.967,0.0
35.017,138.517,0.0
43.75,144.667,621.0
40.217,140.0,0.0
40.783,140.217,0.0
38.917,139.817,0.0
43.3,140.6,9.0
44.367,141.7,8.0
43.583,141.383,0.0
43.367,140.483,10.0
43.25,141.367,11.0
42.983,140.5,0.0
45.3,141.05,0.0
43.133,140.433,30.0
45.183,141.15,62.0
43.85,141.533,45.0
41.417,140.1,0.0
41.367,139.817,0.0
42.75,140.133,5.0
44.15,141.667,26.0
43.95,141.633,7.0
43.167,141.033,92.0
43.95,141.65,48.0
42.45,139.85,10.0
42.8,140.233,0.0
44.883,141.75,12.0
43.2,140.783,0.0
37.983,139.217,17.0
42.25,139.567,0.0
32.933,132.733,15.0
32.333,131.617,0.0
31.8,131.467,8.0
32.967,131.9,34.0
33.083,131.867,4.0
34.633,137.1,10.0
34.8,137.033,5.0
34.7,136.983,0.0
35.083,136.883,0.0
33.233,134.183,0.0
33.967,136.2,0.0
33.9,136.15,15.0
34.0,136.267,0.0
33.933,136.15,8.0
33.967,136.217,9.0
33.883,136.1,0.0
33.883,136.133,0.0
33.933,136.183,125.0
34.333,136.883,0.0
34.0,136.233,326.0
34.017,136.25,0.0
35.067,136.7,0.0
34.367,136.867,0.0
34.617,136.567,0.0
34.0,136.217,4.0
33.983,136.25,6.0
34.2,136.35,11.0
34.217,136.4,8.0
33.9,136.117,9.0
34.7,136.533,0.0
34.267,136.5,134.0
33.933,136.167,292.0
34.667,135.433,8.0
34.683,137.6,0.0
34.6,138.217,29.0
34.667,138.967,69.0
34.617,138.217,0.0
34.6,138.233,0.0
34.65,138.967,0.0
33.683,135.983,4.0
34.1,135.083,0.0
33.717,136.0,8.0
33.583,135.95,57.0
33.733,135.367,5.0
33.65,135.983,0.0
33.617,135.933,15.0
34.783,137.35,8.0
34.667,137.467,0.0
34.783,137.183,27.0
34.717,137.35,8.0
34.783,137.05,0.0
34.85,136.933,7.0
34.9,139.133,0.0
34.2,134.733,22.0
34.25,134.717,0.0
34.467,134.85,7.0
34.333,134.733,8.0
34.2,134.817,0.0
34.167,134.817,8.0
34.467,134.95,0.0
34.433,134.9,10.0
34.333,134.9,136.0
34.283,134.95,0.0
34.35,134.05,9.0
35.25,139.717,24.0
32.717,133.017,0.0
33.483,133.933,0.0
33.333,133.25,0.0
33.367,133.317,0.0
33.5,134.267,15.0
33.4,133.3,52.0
33.383,134.217,0.0
33.317,134.2,0.0
33.383,133.3,166.0
33.5,133.9,11.0
33.383,134.033,0.0
33.8,136.05,0.0
34.267,136.883,0.0
34.25,136.833,0.0
34.35,136.7,11.0
34.267,136.767,48.0
34.3,136.767,0.0
34.317,136.667,3.0
34.317,136.767,27.0
34.283,136.9,0.0
34.3,136.717,0.0
34.333,136.733,9.0
34.283,136.7,0.0
33.733,136.017,0.0
34.267,136.817,11.0
32.467,131.667,17.0
32.967,131.917,7.0
33.12,131.8,8.0
34.533,135.45,16.0
34.467,135.367,5.0
34.65,135.433,6.0
34.583,135.45,0.0
34.417,135.317,5.0
35.05,139.083,0.0
34.667,137.617,0.0
33.633,134.367,12.0
33.733,134.567,0.0
33.6,134.367,0.0
33.667,134.417,17.0
33.733,134.55,0.0
33.767,134.583,0.0
34.183,134.617,7.0
33.867,134.65,0.0
33.767,134.6,58.0
34.067,134.567,9.0
33.5833,134.3667,0.0
33.717,134.55,0.0
33.9,135.083,91.0
33.483,135.733,6.0
33.95,135.117,56.0
33.717,135.4,15.0
33.483,135.7,0.0
33.983,135.117,129.0
33.5,135.6,0.0
33.683,135.35,15.0
33.483,135.767,11.0
33.85,135.167,14.0
33.883,135.15,6.0
33.483,135.8,0.0
33.75,135.35,12.0
33.567,135.45,8.0
34.017,135.167,64.0
33.817,135.217,8.0
33.717,135.383,0.0
33.783,135.283,43.0
34.267,135.067,92.0
34.15,135.217,11.0
34.0,135.15,89.0
34.117,135.15,38.0
33.933,135.083,83.0
33.783,135.233,0.0
33.767,135.317,0.0
33.867,135.167,5.0
33.517,135.833,61.0
33.883,135.083,0.0
33.5,135.583,0.0
33.433,135.75,0.0
33.8,135.233,0.0
34.133,135.133,17.0
33.917,135.083,10.0
34.133,135.2,214.0
34.133,135.167,8.0
33.967,135.067,0.0
34.033,135.167,0.0
33.533,135.5,0.0
34.067,135.133,90.0
33.483,135.717,46.0
33.667,135.367,104.0
34.083,135.1,0.0
33.633,135.4,13.0
33.7,135.383,0.0
33.5,135.65,0.0
34.067,135.1,0.0
34.033,135.183,23.0
40.833,140.767,5.0
40.533,141.5,5.0
40.483,141.633,13.0
40.5,141.617,41.0
41.95,143.217,13.0
42.467,143.433,0.0
42.067,143.067,21.0
42.8,143.817,0.0
43.05,145.083,8.0
42.017,143.283,0.0
42.05,143.083,0.0
42.967,144.4,13.0
42.083,143.017,116.0
41.933,143.25,0.0
42.05,143.1,22.0
42.1,142.983,0.0
42.267,142.5,0.0
42.117,142.967,10.0
42.017,143.15,27.0
42.067,143.033,0.0
42.417,143.4,0.0
42.95,144.533,3.0
42.983,144.383,9.0
42.117,143.317,54.0
42.467,142.083,0.0
43.05,144.783,0.0
42.6,143.533,12.0
42.55,143.517,0.0
42.683,143.65,6.0
42.067,143.317,0.0
42.033,143.133,27.0
42.983,144.733,0.0
42.95,144.083,0.0
42.033,143.3,0.0
42.3,143.333,0.0
43.0,144.867,4.0
42.167,142.783,18.0
42.0,143.167,16.0
41.967,143.2,58.0
42.133,142.883,0.0
39.95,141.967,0.0
40.05,141.867,53.0
39.833,141.983,0.0
39.05,141.817,10.0
39.85,141.983,0.0
40.0,141.917,175.0
40.05,141.85,179.0
38.75,141.533,0.0
41.05,140.65,0.0
41.25,141.15,0.0
40.517,141.6,5.0
41.283,141.183,0.0
41.083,141.4,0.0
41.133,140.833,0.0
36.967,140.967,0.0
37.817,140.967,5.0
36.917,140.833,11.0
37.65,141.017,12.0
36.917,140.85,9.0
37.517,141.033,23.0
43.083,145.117,0.0
36.85,140.8,0.0
39.15,141.867,0.0
40.2,141.817,0.0
39.0,141.65,0.0
38.983,141.683,144.0
40.183,141.817,0.0
38.3,141.083,5.0
38.817,141.567,9.0
38.767,141.517,0.0
38.3,141.033,17.0
31.517,131.383,0.0
31.75,131.483,0.0
34.6,138.85,0.0
35.117,140.2,55.0
35.717,140.833,11.0
44.017,144.283,15.0
33.55,133.55,8.0
40.517,141.517,8.0
44.35,143.367,0.0
40.9,140.867,85.0
40.883,141.4,0.0
40.5,141.633,0.0
40.583,141.467,9.0
41.35,141.333,24.0
40.717,141.433,0.0
40.583,139.917,0.0
41.367,141.2,18.0
41.267,141.15,32.0
41.2,140.983,7.0
40.55,141.5,9.0
41.133,140.3,0.0
41.417,141.167,0.0
40.667,141.433,15.0
41.2,140.433,0.0
40.867,141.117,6.0
40.967,141.383,7.0
41.283,141.167,10.0
40.45,141.667,31.0
41.383,141.183,37.0
41.083,141.25,10.0
35.217,139.883,14.0
34.95,139.967,0.0
35.383,140.4,0.0
35.683,140.733,0.0
35.167,139.833,76.0
35.383,139.917,0.0
35.517,140.45,0.0
35.45,139.983,11.0
34.9,139.9,0.0
35.45,140.4,6.0
35.033,140.017,0.0
35.733,140.833,9.0
32.917,132.65,0.0
35.5,135.75,8.0
35.65,136.25,730.0
33.617,130.417,7.0
33.917,130.817,0.0
37.817,140.95,7.0
37.867,140.933,11.0
34.233,132.55,0.0
42.55,140.767,12.0
43.017,144.833,0.0
41.82,140.653,0.0
42.433,142.217,35.0
41.917,143.25,0.0
44.95,142.583,0.0
41.483,140.267,0.0
43.333,145.767,0.0
43.617,141.4,228.0
43.117,145.117,0.0
42.433,143.417,0.0
41.728,141.083,0.0
43.033,145.033,57.0
41.721,141.021,0.0
41.734,141.053,0.0
42.4,141.117,0.0
42.983,144.9,0.0
41.701,140.633,0.0
41.731,140.939,0.0
41.723,140.948,0.0
41.687,140.448,0.0
42.467,141.217,10.0
41.76,141.087,4.0
43.017,145.033,0.0
41.76,140.606,0.0
42.567,141.917,7.0
41.75,141.077,0.0
43.067,145.1,0.0
43.167,145.517,39.0
42.3,140.983,0.0
42.583,140.65,0.0
41.744,141.075,4.0
42.883,143.95,0.0
42.583,140.381,258.0
42.217,143.317,32.0
43.133,145.15,0.0
42.567,140.6,0.0
45.083,141.183,0.0
42.383,142.283,57.0
41.714,140.984,0.0
42.567,141.417,0.0
42.033,140.833,0.0
41.765,140.818,5.0
43.05,144.85,0.0
43.133,145.133,0.0
42.588,140.473,6.0
42.483,141.267,0.0
41.737,140.58,11.0
41.833,141.15,0.0
43.083,145.15,29.0
42.717,143.717,0.0
41.716,141.006,7.0
42.5,142.017,14.0
42.433,141.167,0.0
42.583,140.717,45.0
42.517,140.783,0.0
42.35,141.05,0.0
43.033,145.067,0.0
41.746,140.903,0.0
43.033,145.05,21.0
41.753,140.875,12.0
34.267,134.667,0.0
34.683,135.183,12.0
34.283,134.667,64.0
34.367,134.75,30.0
34.333,134.7,0.0
36.0,140.667,0.0
36.35,140.617,0.0
36.317,140.583,27.0
36.383,140.633,0.0
36.5,140.617,22.0
36.283,140.567,0.0
36.833,140.8,18.0
36.567,140.667,0.0
36.067,140.617,9.0
37.05,136.967,1.0
39.533,142.05,15.0
39.317,141.917,98.0
39.25,141.9,0.0
39.65,142.017,101.0
39.0,141.617,94.0
39.517,142.033,0.0
40.417,141.717,0.0
40.267,141.267,353.0
39.817,141.983,98.0
39.633,142.033,0.0
39.633,141.033,460.0
39.633,142.0,81.0
32.017,130.2,6.0
31.8,129.85,0.0
30.733,131.0,34.0
35.15,139.617,22.0
35.25,139.583,0.0
35.133,139.667,0.0
35.15,139.133,0.0
35.5,139.767,22.0
35.267,139.2,0.0
35.233,139.717,71.0
35.133,139.617,13.0
35.2,139.683,0.0
35.317,139.367,0.0
35.467,139.633,8.0
35.45,139.633,8.0
35.283,139.65,30.0
32.867,132.733,9.0
33.367,134.067,111.0
33.283,134.183,84.0
32.917,132.667,0.0
33.267,134.183,17.0
32.9,132.717,0.0
33.25,134.167,0.0
32.917,132.683,0.0
32.917,132.7,4.0
32.883,132.717,0.0
32.517,130.567,8.0
35.483,135.383,0.0
35.533,135.2,9.0
34.433,136.883,0.0
34.333,136.667,80.0
34.45,136.917,0.0
34.417,136.933,0.0
34.283,136.817,0.0
34.383,136.917,0.0
34.117,136.3,48.0
34.3,136.833,8.0
34.117,136.283,21.0
34.117,136.267,15.0
38.217,140.983,11.0
38.533,141.383,22.0
38.25,141.017,0.0
38.4,141.283,0.0
38.417,141.3,7.0
38.867,141.667,48.0
31.883,131.467,0.0
32.583,131.717,0.0
31.833,131.45,9.0
32.667,131.817,23.0
31.817,131.45,4.0
32.65,131.767,0.0
32.05,131.5,7.0
32.5,131.683,22.0
32.7,129.85,21.0
32.75,129.867,5.0
33.15,129.717,0.0
32.617,128.767,5.0
33.583,131.25,8.0
33.25,131.683,8.0
34.483,133.95,0.0
26.55,128.033,76.0
26.433,127.833,9.0
26.633,128.05,10.0
26.55,128.05,7.0
33.467,129.967,0.0
36.2,133.333,0.0
34.9,132.067,63.0
34.683,137.567,6.0
34.617,138.133,0.0
34.633,138.2,6.0
34.733,139.0,0.0
34.65,138.067,8.0
34.683,137.583,7.0
35.133,138.7,0.0
34.867,138.333,0.0
34.667,137.717,7.0
33.617,134.367,14.0
33.783,134.617,65.0
35.633,139.767,0.0
33.133,139.8,0.0
35.65,139.767,0.0
35.55,133.25,0.0
36.793,137.067,0.0
36.767,137.117,0.0
34.083,135.117,0.0
34.033,131.583,10.0
33.95,130.95,0.0
33.95,131.25,16.0
32.95,132.55,143.0
33.45,132.417,57.0
32.933,133.0,0.0
32.8,131.933,49.0
32.283,132.55,0.0
39.867,139.85,6.0
40.65,139.933,38.0
40.75,140.1,0.0
41.867,140.133,44.0
38.083,138.433,8.0
37.183,138.25,0.0
37.933333,139.066667,0.0
37.967,139.15,7.0
37.867,138.917,0.0
39.883,139.85,7.0
39.383,140.033,22.0
39.55,140.05,0.0
39.2,139.9,0.0
39.25,139.917,9.0
39.867,139.75,85.0
39.283,139.967,9.0
39.35,140.0,6.0
39.867,139.783,9.0
36.25,136.15,31.0
35.933,136.0,43.0
35.65,136.067,11.0
37.433,137.267,0.0
37.3,137.15,10.0
35.45,135.317,10.0
38.033,138.25,93.0
37.867,138.417,0.0
38.0,138.55,0.0
38.467,139.25,96.0
37.933,139.05,8.0
38.517,139.533,11.0
37.167,138.2,138.0
37.983,138.267,0.0
38.317,139.45,10.0
38.083,138.25,46.0
37.933,138.5,142.0
38.267,138.433,0.0
37.533,138.683,81.0
37.367,138.533,0.0
38.0,138.317,4.0
38.267,138.517,0.0
38.183,138.483,0.0
38.233,138.383,0.0
38.2,138.35,24.0
37.983,138.35,8.0
37.883,138.433,12.0
38.367,139.467,66.0
38.267,139.45,58.0
37.95,139.15,10.0
37.917,138.5,0.0
37.883,138.45,0.0
38.533,139.55,59.0
37.95,139.067,0.0
37.9,138.283,0.0
38.017,138.55,0.0
37.817,138.333,0.0
37.817,138.283,6.0
37.817,138.317,0.0
37.917,138.483,96.0
38.0,138.283,6.0
38.25,138.417,27.0
38.233,139.45,11.0
38.017,139.283,7.0
37.967,138.35,8.0
37.833,138.383,0.0
37.983,138.233,8.0
37.167,138.183,0.0
37.633,138.767,76.0
37.967,138.533,0.0
38.433,139.483,8.0
38.3,139.45,10.0
36.1,133.1,9.0
36.2,133.233,42.0
36.1,133.05,0.0
36.283,133.217,88.0
35.05,138.983,312.0
36.767,137.233,0.0
36.817,137.4,13.0
38.75,139.717,160.0
39.183,139.55,0.0
38.633,139.583,0.0
39.067,139.883,7.0
38.833,139.783,12.0
38.883,139.8,15.0
38.7,139.667,55.0
38.767,139.733,7.0
38.55,139.55,7.0
39.1,139.883,42.0
38.783,139.75,0.0
35.167,139.817,0.0
35.3,139.483,5.0
39.9,141.933,145.0
39.967,139.783,5.0
32.95,132.6,101.0
33.283,134.15,0.0
32.75,132.967,0.0
32.783,132.683,12.0
33.033,133.033,0.0
32.767,132.633,30.0
34.183,136.333,101.0
32.417,131.65,7.0
32.417,131.667,69.0
32.683,131.833,0.0
33.267,131.683,0.0
33.25,131.883,76.0
32.917,131.983,0.0
33.117,131.817,127.0
34.617,138.883,0.0
34.233,135.133,10.0
34.033,131.8,0.0
40.483,141.517,27.0
40.533,141.517,6.0
41.033,140.333,0.0
41.217,141.4,7.0
41.533,140.917,14.0
41.133,141.4,0.0
37.45,141.033,24.0
37.633,141.033,0.0
37.683,141.017,0.0
36.883,140.8,0.0
37.283,141.017,52.0
42.2,142.667,57.0
36.5,140.633,0.0
39.333,141.95,79.0
39.617,141.167,101.0
39.317,141.95,109.0
39.3,141.917,0.0
39.317,141.9,91.0
39.583,142.017,180.0
39.233,141.933,248.0
39.217,141.933,0.0
35.083,136.7,10.0
38.333,141.15,7.0
38.383,141.167,9.0
38.533,141.433,36.0
38.733,141.55,36.0
38.883,141.583,14.0
33.383,132.117,0.0
41.783,141.117,0.0
45.433,141.05,109.0
43.267,140.633,13.0
44.867,141.733,0.0
35.133,140.25,0.0
43.183,145.417,0.0
43.367,145.8,11.0
43.3,145.617,0.0
43.217,145.55,26.0
43.333,145.7,9.0
43.383,145.783,11.0
43.15,145.167,3.0
45.517,141.95,7.0
28.25,129.45,0.0
43.25,145.55,0.0
34.683,139.45,0.0
34.783,139.417,0.0
35.3,139.317,0.0
35.933,140.7,0.0
38.333,141.167,0.0
40.933,141.4,0.0
37.833,140.967,0.0
42.217,142.617,0.0
40.333,140.033,12.0
40.05,139.95,8.0
40.367,140.017,8.0
40.35,140.033,38.0
40.1,139.967,7.0
39.9,139.733,0.0
39.383,140.017,11.0
39.5,140.05,28.0
40.217,140.017,5.0
40.0,139.7,34.0
39.933,139.7,0.0
39.3,139.967,0.0
39.6,140.067,54.0
39.95,139.717,0.0
40.767,140.167,10.0
40.647,139.926,0.0
41.033,140.317,0.0
41.117,140.267,0.0
41.017,140.317,0.0
36.083,136.033,56.0
36.2,136.133,8.0
35.817,136.067,0.0
36.0,136.0,481.0
36.217,136.133,7.0
35.983,135.967,193.0
36.1,136.05,357.0
35.533,135.833,135.0
35.533,135.817,41.0
33.617,130.4,0.0
42.15,139.517,61.0
41.533,140.0,0.0
41.467,140.267,0.0
43.217,141.317,10.0
42.983,140.517,9.0
42.067,139.433,0.0
42.233,139.817,78.0
43.217,140.333,105.0
42.217,139.833,0.0
42.133,139.983,54.0
42.1,139.433,113.0
41.967,140.133,15.0
42.133,139.933,0.0
42.767,140.25,7.0
43.067,140.5,73.0
42.05,140.083,57.0
41.567,140.433,0.0
41.45,140.25,0.0
35.633,134.633,56.0
34.65,134.833,0.0
37.167,136.683,47.0
37.217,136.917,0.0
37.083,136.733,65.0
37.85,136.917,10.0
37.2,136.683,34.0
37.517,137.333,14.0
37.517,137.283,94.0
37.133,136.683,0.0
36.95,136.767,14.0
37.0,136.767,0.0
37.15,136.7,5.0
37.5,137.217,149.0
35.65,134.883,4.0
35.667,134.967,8.0
35.783,135.233,0.0
35.567,135.433,135.0
35.567,135.45,81.0
35.75,135.117,0.0
38.467,139.267,0.0
38.033,139.3,14.0
37.033,137.833,9.0
37.967,138.25,16.0
37.433,138.6,36.0
38.333,138.517,0.0
38.017,138.233,55.0
37.65,138.767,0.0
42.067,139.467,0.0
42.05,139.45,0.0
43.05,139.45,
42.167,139.417,96.0
42.233,139.567,0.0
42.233,139.533,1.0
42.167,139.517,0.0
35.517,136.033,445.0
36.017,133.05,12.0
35.517,132.983,66.0
36.1,133.0,65.0
36.3,133.367,0.0
36.3,133.333,77.0
36.183,133.2,0.0
35.567,133.3,131.0
35.583,133.1,44.0
35.567,133.283,37.0
35.533,133.033,127.0
36.317,133.233,22.0
35.6,133.1,0.0
35.567,133.233,115.0
36.167,133.25,14.0
36.25,133.2,222.0
35.583,134.3,49.0
35.517,133.65,0.0
35.517,134.0,6.0
35.5,133.683,12.0
35.517,134.017,55.0
35.45,133.383,7.0
35.533,133.6,0.0
35.533,133.583,0.0
35.517,133.5,0.0
35.5,133.7,14.0
35.517,134.083,9.0
35.583,134.317,113.0
35.517,133.933,0.0
35.467,133.433,5.0
36.867,136.983,6.0
36.89,137.41444,0.0
38.567,139.55,9.0
34.433,131.417,36.0
39.9,140.067,10.0
41.25,141.383,55.0
33.95,130.967,12.0
42.5,139.85,111.0
42.068,140.053,0.0
42.741,140.119,85.0
42.536,139.835,0.0
42.672,139.893,22.0
42.001,140.101,0.0
41.95,140.134,4.0
42.683,139.983,185.0
41.801,140.069,0.0
42.383,139.819,35.0
41.753,140.068,64.0
41.517,140.001,0.0
42.747,140.145,63.0
42.218,139.838,0.0
42.133,140.983,0.0
42.134,139.918,0.0
42.708,140.07,137.0
41.853,140.133,48.0
41.402,140.168,0.0
45.25,141.223,0.0
41.953,140.133,8.0
41.986,140.118,0.0
42.683,139.885,0.0
41.734,140.05,48.0
41.419,140.068,0.0
41.484,140.017,0.0
42.793,140.237,4.0
42.035,140.084,0.0
42.728,140.088,81.0
42.35,139.784,77.0
42.778,140.153,19.0
44.067,145.0,78.0
33.733,129.683,17.0
37.9,139.0,21.0
37.667,138.783,39.0
42.08,139.43,70.0
42.08,139.5,0.0
42.09,139.43,31.0
42.14,139.42,0.0
42.14,139.52,0.0
42.15,139.42,156.0
42.19,139.52,80.0
42.21,139.55,0.0
42.07,139.48,0.0
42.25,139.55,0.0
34.767,131.917,111.0
35.567,140.05,0.0
34.467,134.833,5.0
29.85,129.85,340.0
24.45,122.95,32.0
24.35,123.75,16.0
38.917,139.85,8.0
14.5822,120.9716,0.0
57.15,-4.683,39.0
50.116,-5.55,7.0
60.383,5.333,15.0
51.383,1.382,23.0
50.837,-0.78,20.0
50.7667,-1.0833,0.0
30.783,115.333,74.0
22.99,120.16,20.0
29.25,108.133,679.0
26.5,100.6,2376.0
27.75,111.6,308.0
-32.767,18.033,19.0
5.649,95.416,28.0
5.648,95.415,14.0
5.621,95.398,6.0
5.647,95.415,12.0
5.65,95.422,28.0
5.609,95.398,8.0
5.6,95.379,10.0
5.286,95.251,8.0
5.602,95.383,10.0
5.61,95.397,6.0
5.286,95.244,14.0
5.631,95.405,6.0
5.562,95.344,9.0
5.558,95.321,10.0
5.567,95.344,6.0
5.567,95.343,5.0
5.566,95.341,6.0
5.562,95.326,10.0
5.557,95.32,12.0
5.59,95.392,11.0
5.571,95.345,8.0
5.566,95.327,11.0
5.57,95.334,5.0
5.565,95.33,8.0
5.477,95.265,13.0
5.565,95.312,0.0
5.631,95.404,0.0
5.572,95.344,13.0
5.533,95.304,15.0
5.596,95.394,7.0
5.58,95.35,10.0
5.571,95.344,10.0
5.52,95.272,8.0
5.54,95.307,6.0
5.579,95.351,9.0
5.478,95.265,10.0
5.569,95.341,6.0
5.595,95.385,7.0
5.573,95.342,6.0
5.594,95.371,6.0
5.48,95.244,14.0
5.531,95.288,6.0
5.598,95.39,8.0
5.575,95.325,9.0
5.53,95.287,9.0
5.596,95.385,12.0
5.488,95.267,8.0
5.487,95.264,8.0
5.536,95.305,5.0
5.556,95.315,10.0
5.575,95.328,9.0
5.614,95.399,7.0
5.597,95.385,8.0
5.596,95.393,8.0
5.575,95.341,0.0
5.575,95.342,7.0
5.574,95.345,11.0
5.48,95.243,12.0
5.481,95.244,12.0
5.558,95.311,10.0
5.571,95.328,8.0
5.573,95.328,9.0
5.553,95.309,9.0
5.489,95.263,8.0
5.595,95.371,6.0
5.557,95.315,10.0
5.552,95.309,8.0
5.594,95.372,6.0
5.593,95.371,7.0
5.562,95.317,10.0
5.53,95.286,21.0
5.514,95.27,7.0
5.533,95.294,9.0
5.526,95.273,6.0
5.595,95.372,7.0
5.571,95.327,9.0
5.546,95.298,8.0
5.605,95.388,7.0
5.61,95.389,6.0
5.583,95.351,5.0
5.48,95.267,10.0
5.548,95.305,8.0
5.49,95.264,11.0
5.489,95.265,11.0
5.521,95.271,10.0
5.605,95.389,7.0
5.607,95.396,6.0
5.596,95.373,10.0
5.559,95.309,10.0
5.487,95.269,15.0
5.532,95.274,8.0
5.578,95.344,8.0
5.578,95.343,0.0
5.547,95.301,9.0
5.56,95.317,14.0
5.497,95.262,8.0
5.541,95.305,11.0
5.576,95.345,11.0
5.611,95.391,4.0
5.614,95.398,7.0
5.501,95.246,14.0
5.588,95.358,7.0
5.59,95.389,10.0
5.489,95.264,10.0
5.536,95.282,7.0
5.479,95.249,14.0
5.572,95.325,4.0
5.584,95.347,5.0
5.571,95.325,5.0
5.575,95.326,12.0
5.593,95.367,7.0
5.55,95.304,9.0
5.594,95.335,4.0
5.588,95.361,8.0
5.552,95.294,9.0
5.537,95.284,8.0
5.605,95.387,6.0
5.584,95.349,0.0
5.561,95.311,7.0
5.549,95.302,8.0
5.482,95.265,7.0
5.576,95.327,9.0
5.565,95.317,11.0
5.597,95.376,7.0
5.483,95.264,10.0
54.25,-133.033333,72.0
54.192,-133.003,20.0
59.517,150.8,461.0
-15.5156,167.1886,0.0
35.883,-5.317,0.0
