area,country,damageAmountOrder,day,deaths,deathsAmountOrder,distFromSource,doubtful,earthquakeEventId,firstMotion,hour,housesDamagedAmountOrder,housesDestroyed,housesDestroyedAmountOrder,id,latitude,locationName,longitude,minute,month,publish,regionCode,runupHoriz,runupHt,sourceCauseCode,sourceEqMagnitude,sourceEventValidity,sourceOceanicTsunami,tsunamiEventId,typeMeasurementId,year
TOKYO,JAPAN,,30,,,102.26708469004552,n,1163,,17,,,,275,35.62,SHINAGAWA,139.73,,12,True,85,,2,1,8.2,4,True,367,1,1703
CHIBA,JAPAN,,30,,,31.726688442062763,n,1163,,17,,,,276,34.983,TATEYAMA,139.85,,12,True,85,,5.6,1,8.2,4,True,367,1,1703
CHIBA,JAPAN,,30,,,146.4612962198874,n,1163,,17,,,,277,35.7,TOGAWA,140.85,,12,True,85,,4,1,8.2,4,True,367,1,1703
CHIBA,JAPAN,,30,,,89.02250998782978,n,1163,,17,,,,278,35.347,TORAMI,140.377,,12,True,85,,6,1,8.2,4,True,367,1,1703
SHIZUOKA,JAPAN,1,30,300,3,73.7798021020072,n,1163,,17,,,1,280,35,USAMI,139.08,,12,True,85,,5,1,8.2,4,True,367,1,1703
CHIBA,JAPAN,,30,,,95.32514376422195,n,1163,,17,,,,282,35.54,WADA,140.02,,12,True,85,,10.5,1,8.2,4,True,367,1,1703
WAKAYAMA,JAPAN,1,,,,5.144185534963749,n,,,,,15,1,283,33.58,TAIJI,135.95,,,True,85,,,0,,2,True,368,1,1704
AICHI,JAPAN,2,28,32,1,301.60237841629765,n,1178,,5,,505,3,284,35,AICHI AND MIE,137.25,,10,True,85,,,1,8.4,4,True,377,1,1707
KOCHI,JAPAN,,28,,,59.46558638724091,n,1178,,5,,,,285,33.267,MUROTOMISAKI,134.167,,10,True,85,,6.5,1,8.4,4,True,377,1,1707
SHIZUOKA,JAPAN,3,28,11,1,426.62622122465945,n,1178,,5,,1168,4,286,34.8,"IZU PENINSULA, HONSHU",139,,10,True,85,,,1,8.4,4,True,377,1,1707
KOCHI,JAPAN,,28,200,3,145.16543946369328,n,1178,,5,,,,287,33.333,KURE,133.25,,10,True,85,,25.7,1,8.4,4,True,377,1,1707
OSAKA,JAPAN,,28,700,3,152.3089339771675,n,1178,,5,,603,3,290,34.5,OSAKA BAY,135.33,,10,True,85,,,1,8.4,4,True,377,1,1707
SHIZUOKA,JAPAN,,28,,,350.4843994844292,n,1178,,5,,,,292,34.63,SAGARA,138.18,,10,True,85,,5.5,1,8.4,4,True,377,1,1707
SHIZUOKA,JAPAN,,28,,,416.7269487672148,n,1178,,5,,,,293,34.667,SHIMODA,138.95,,10,True,85,,3.6,1,8.4,4,True,377,1,1707
