area,causeCode,country,damageAmountOrder,damageAmountOrderTotal,damageMillionsDollars,damageMillionsDollarsTotal,day,deaths,deathsAmountOrder,deathsAmountOrderTotal,deathsTotal,earthquakeEventId,eqDepth,eqMagnitude,eventValidity,hour,housesDamaged,housesDamagedAmountOrder,housesDamagedAmountOrderTotal,housesDamagedTotal,housesDestroyed,housesDestroyedAmountOrder,housesDestroyedAmountOrderTotal,housesDestroyedTotal,id,injuries,injuriesAmountOrder,injuriesAmountOrderTotal,injuriesTotal,latitude,locationName,longitude,maxWaterHeight,minute,missing,missingAmountOrder,missingAmountOrderTotal,missingTotal,month,numDeposits,numRunups,oceanicTsunami,publish,regionCode,second,tsIntensity,tsMtAbe,tsMtIi,volcanoEventId,warningStatusId,year
,1,CHILE,2,4,,,20,3,1,2,53,1776,,8.2,4,16,,3,3,,,3,3,,689,,,3,500,-36.83,CENTRAL CHILE,-73.03,24,22,,,1,30,2,1,22,TRUE,TRUE,89,,3,,4,,,1835
,0,GREECE,,,,,12,,,,,,,,2,,,,,,,,,,690,,,,,,IONIAN ISLANDS,,,,,,,,7,0,1,TRUE,TRUE,50,,2,,,,,1835
,1,JAPAN,3,3,,,20,,3,3,,1782,,7.6,4,,,,,,,3,3,,691,,,,,37.9,SANRIKU,141.9,5,,,,,,7,0,4,TRUE,TRUE,85,,2,,2.3,,,1835
,1,JAPAN,,,,,19,,,,,,,,-1,,,,,,,,,,692,,,,,,"MIYAGI, JAPAN",,,,,,,,8,0,2,TRUE,TRUE,85,,2,,2,,,1835
,1,INDONESIA,,,,,5,,,,,6046,,,2,,,,,,,,,,695,,,,,-8.3,FLORES SEA,118.7,,,,,,,3,0,1,TRUE,TRUE,60,,0.5,,,,,1836
,1,CHILE,,,,,3,,,,,6047,,7.5,2,,,,,,,,,,697,,,,,-22.6,NORTHERN CHILE,-70.3,,,,,,,7,0,2,TRUE,TRUE,89,,1,,1,,,1836
,1,JAPAN,,,,,5,,,,,,,5.9,-1,,,,,,,,,,700,,,,,37.7,SANRIKU,142,,,,,,,9,0,1,TRUE,TRUE,85,,1,,1,,,1836
,1,INDONESIA,,1,,,28,,,,,6048,,7.5,2,,,,,,,,2,,701,,,,,-8.3,FLORES SEA,118.7,,,,,,,11,0,1,TRUE,TRUE,60,,0.5,,,,,1836
,1,ISRAEL,,4,,,1,,,4,6000,1794,,6.4,3,1,,,,,,,4,,702,,,,,33,ISRAEL and SYRIAN COASTS,35.5,,,,,,,1,0,0,TRUE,TRUE,50,,4,,,,,1837
VI,9,USA TERRITORY,,,,,2,,,,,1796,,,-1,,,,,,,,,,704,,,,,,VIRGIN ISLANDS,,,,,,,,8,0,1,TRUE,TRUE,74,,,,,,,1837
,1,INDONESIA,,2,,,29,,,,,6050,100,7.3,2,,,,,,,,,,706,,,,,5.5,BANDA ACEH,96,,,,,,,9,0,3,TRUE,TRUE,60,,0.5,,,4905,,1837
,0,"MICRONESIA, FED. STATES OF",2,2,,,,,,,,,,,2,,,,,,,,,,707,,,,,7.5,CAROLINE ISLANDS,146.5,,,,,,,10,0,3,TRUE,TRUE,81,,,,,,,1837
,1,CHILE,2,3,,,7,16,1,1,16,1800,,8.5,4,12,,,,,,3,3,,708,,,,,-42.5,SOUTHERN CHILE,-74,6,51,,,,,11,1,19,TRUE,TRUE,89,,3,,3,,,1837
,1,CHILE,,,,,7,,,,,6051,,,2,,,,,,,,,,710,,,,,-36.7,CENTRAL CHILE,-73.1,0.8,,,,,,5,0,1,TRUE,TRUE,89,,,,,,,1838
,4,CHILE,,,,,12,,,,,,,,1,,,,,,,,,,711,,,,,-33.62,CENTRAL CHILE,-76.83,,,,,,,2,0,0,TRUE,TRUE,89,,,,,4078,,1839
,1,JAPAN,,,,,1,,,,,6621,,7.3,1,,,,,,,,,,713,,,,,42.5,SE. HOKKAIDO ISLAND,145,,,,,,,5,0,1,TRUE,TRUE,85,,1,,1,,,1839
HI,1,USA,,,,,,,,,,,,,-1,,,,,,,,,,714,,,,,,HAWAII,,,,,,,,,0,1,TRUE,TRUE,80,,,,,3347,,1840
,1,INDONESIA,,3,,,4,,,,,1819,150,7,2,,,,,,,,3,,715,,,,,-8,JAVA,110.5,,,,,,,1,0,1,TRUE,TRUE,60,,0,,,,,1840
CA,9,USA,,,,,16,,,,,,,,-1,,,,,,,,,,716,,,,,,S. CALIFORNIA,,,,,,,,1,0,1,TRUE,TRUE,88,,,,,,,1840
,1,INDONESIA,1,2,,,14,,,,,6558,,,2,,,,,,,,3,500,718,,,,,0.8,N. MOLUCCAS ISLANDS,127.325,,,,,,,2,0,1,TRUE,TRUE,83,,0.5,,,629,,1840
,1,PHILIPPINES,1,3,,,22,35,1,2,52,1820,,6.5,1,,,,,,,,3,,719,,,3,200,12.9,PHILIPPINE SEA,123.9,,,,,,,3,0,1,TRUE,TRUE,84,,1,,1,,,1840
,0,PERU,,,,,,,,,,,,,1,,,,,,,,,,721,,,,,,PERU,,,,,,,,,0,1,TRUE,TRUE,89,,,,,,,1841
,1,PERU,,,,,28,,,,,7538,40,,1,8,,,,,,,,,722,,,,,-12.3,CENTRAL PERU,-77.3,,,,,,,1,0,1,TRUE,TRUE,89,,0,,,,,1840
,1,RUSSIA,1,2,,,17,,,,,1829,30,8.4,4,21,,,,,,,,,723,,,,,52,KAMCHATKA,158,15,30,,,,,5,1,7,TRUE,TRUE,86,,3,,3.9,,,1841
,1,INDONESIA,,,,,26,,,,,6052,,,3,,,,,,,,,,724,,,,,-5,MOLUCCAS ISLANDS,130,3,,,,,,11,0,1,TRUE,TRUE,83,,1.5,,1.5,,,1841
,1,INDONESIA,2,2,,,16,,,,,6053,,6,3,,,,,,,3,3,,725,,,,,-4,BANDA SEA,127.5,1.5,,,,,,12,0,4,TRUE,TRUE,83,,1.5,,1,,,1841
,1,HAITI,3,4,,,7,300,3,4,5300,1840,,8.1,4,21,,,,,,3,4,,726,,,,,19.75,CAP-HAITIAN,-72.2,5,,,,,,5,0,6,TRUE,TRUE,74,,,,4.2,,,1842
,1,BANGLADESH,,1,,,11,,,,,9534,,6,1,,,,,,,,,,727,,,,,24,BAY OF BENGAL:  NORTHERN END,89.25,,,,,,,11,0,3,TRUE,TRUE,60,,,,,,,1842
,1,INDONESIA,3,3,,,5,,,3,,6054,70,7.3,4,,,,,,,3,3,,728,,,,,1.5,SW. SUMATRA,98,,,,,,,1,0,3,TRUE,TRUE,60,,2,,,,,1843
,1,INDONESIA,,,,,7,,,,,6055,,6,1,,,,,,,,,,729,,,,,-7.2,BALI SEA,114,,,,,,,2,0,1,TRUE,TRUE,60,,0,,,,,1843
,1,GUADELOUPE (FRENCH TERRITORY),,4,,,8,,,4,5000,1846,33,8.3,4,14,,,,,,,,,730,,,,,16.5,POINTE-A-PITRE,-62.2,1.2,50,,,,,2,0,1,TRUE,TRUE,74,,,,0.3,4172,,1843
,6,GUADELOUPE (FRENCH TERRITORY),,,,,17,,,,,,,,1,,,,,,,,,,731,,,,,15.933,MARIE-GALANTE ISLAND,-61.267,,,,,,,2,0,1,TRUE,TRUE,74,,,,,4187,,1843
,1,JAPAN,2,2,,,25,45,1,1,45,1849,,8.4,4,,,,,,75,2,2,75,732,,,,,42,SE. HOKKAIDO ISLAND,146,4.5,,,,,,4,3,8,TRUE,TRUE,85,,2.5,,2.2,,,1843
,3,NEW ZEALAND,,,,,8,,,,,1851,,7.5,2,5,,,,,,,,,733,,,,,-39.9,NEW ZEALAND,175,,5,,,,,7,0,1,TRUE,TRUE,81,,,,,,,1843
,1,GREECE,,2,,,18,,,3,600,1852,,6.5,2,,,,,,,,,,734,,,,,36.3,ISLAND OF CHALKI,27.7,,,,,,,10,0,1,TRUE,TRUE,50,,4,,,,,1843
,1,CROATIA,,2,,,14,,,,,10625,,6.5,1,10,,,2,,,,,,735,,,,,42.6,DUBROVNIK,18.1,,30,,,,,9,0,2,TRUE,TRUE,50,,4,,,,,1843
,0,CROATIA,,,,,3,,,,,,,,2,18,,,,,,,,,736,,,,,,DUBROVNIK,,,25,,,,,3,0,1,TRUE,TRUE,50,,3,,,,,1844
,0,JAPAN,,,,,8,,,,,,,,-1,,,,,,,,,,737,,,,,,"IAMACHI, JAPAN",,,,,,,,3,0,0,TRUE,TRUE,85,,1,,1,,,1844
,0,CROATIA,,,,,22,,,,,,,,1,10,,,,,,,,,738,,,,,43.4,DUBROVNIK,16.7,,13,,,,,3,0,1,TRUE,TRUE,50,,2,,,,,1844
AK,8,USA,,,,,,100,2,2,100,,,,3,,,,,,,,,,740,,,,,,"SE. ALASKA, AK",,,,,,,,,0,1,TRUE,TRUE,87,,3,,,,,1845
,1,INDONESIA,,2,,,8,,,3,118,1865,,7,3,7,,,,,,,3,,741,,,,,1.5,CELEBES SEA,124.85,,30,,,,,2,1,1,TRUE,TRUE,83,,0,,0,489,,1845
,1,MEXICO,,2,,,7,,,,,1869,,8.3,4,,,,2,,,,,,742,,,,,17,S. MEXICO,-100.6,,,,,,,4,0,2,TRUE,TRUE,88,,1.5,,,,,1845
,1,INDIA,2,2,,,19,,,1,,6559,,6.3,3,,,,,,,2,2,,743,,,,,23.583,RANN OF KUTCH,68.367,,,,,,,6,0,3,TRUE,TRUE,60,,,,,,,1845
,1,NEW ZEALAND,,,,,5,,,,,6056,,,1,,,,,,,,,,744,,,,,-39.93,N. NEW ZEALAND,175.05,1,,,,,,7,0,1,TRUE,TRUE,81,,0.5,,,,,1845
,1,CROATIA,,,,,16,,,,,,,,3,16,,,,,,,,,745,,,,,,DUBROVNIK,,,38,,,,,8,0,1,TRUE,TRUE,50,,3,,,,,1845
,1,JAPAN,,,,,,,,,,,,,-1,,,,,,,,,,746,,,,,,"NAGASAKI, JAPAN",,,,,,,,9,0,1,TRUE,TRUE,85,,0,,1,,,1845
,1,TURKEY,,,,,,,,,,,,,2,,,,,,,,,,748,,,,,,ISMIR,,,,,,,,,0,0,TRUE,TRUE,50,,3,,,,,1846
,1,INDONESIA,,,,,25,,,,,6057,,7.3,4,0,,,,,,,,,749,,,,,2,"TERNATE ISLAND, N. MOLUCCAS ISLANDS",126.5,1.2,0,,,,,1,0,2,TRUE,TRUE,83,,0.5,,,,,1846
,1,JAPAN,,,,,,,,,,6058,,6.9,4,,,,,,,,,,750,,,,,39.5,SANRIKU,142.5,2,,,,,,3,0,2,TRUE,TRUE,85,,1,,1,,,1846
,1,PERU,1,1,,,23,,,,,6059,,,2,,,,,,,,,,751,,,,,-12.1,CENTRAL PERU,-77.1,2,,,,,,5,0,1,TRUE,TRUE,89,,1.5,,1,,,1847
,9,JAPAN,1,1,,,27,335,3,3,335,,,,1,,,,,,,,,,754,,,,,,SANRIKU,,,,,,,,8,0,4,TRUE,TRUE,85,,1.5,,1,,,1847
,1,CHILE,,,,,19,,,,,10223,,,2,,,,,,,,,,756,,,,,-31.61,CENTRAL CHILE,-71.18,,,,,,,10,0,1,TRUE,TRUE,89,,,,,,,1847
,1,INDIA,,1,,,31,,,,,6649,,,3,,,,,,,,2,,757,,,,,7.333,LITTLE NICOBAR ISLAND,93.667,,,,,,,10,0,1,TRUE,TRUE,60,,,,,,,1847
,0,RUSSIA,,,,,,,,,,,,,1,,,,,,,,,,758,,,,,,KAMCHATKA,,,,,,,,6,0,0,TRUE,TRUE,86,,,,,,,1848
,1,FRENCH POLYNESIA,1,1,,,12,,,,,6857,,,2,,,,,,,,,,759,,,,,-17.9,TAHITI,-149.9,,,,,,,7,0,2,TRUE,TRUE,81,,0.5,,,,,1848
,3,NEW ZEALAND,,1,,,15,,,,,6061,,7.9,1,14,,,,,,,,,760,,,,,-41.9,COOK STRAIT,173.6,0.3,10,,,,,10,0,3,TRUE,TRUE,81,,0.5,,-1,,,1848
GU,1,USA TERRITORY,2,3,,,25,,3,3,,1896,,7.5,3,5,,,,,,,3,,763,1,1,2,,14,"GUAM, MARIANA ISLANDS",143.3,6.1,10,,,,,1,0,7,TRUE,TRUE,81,,2,,1,,,1849
,1,RUSSIA,,1,,,28,,,,,6062,,,4,9,,,,,,,1,,767,,,,,55,KAMCHATKA,166,,,,,,,9,0,4,TRUE,TRUE,86,,,,,,,1849
,1,CHILE,1,1,,,17,,,1,,1902,,7.5,4,10,,1,1,,,,,,772,,,,,-29.95,CENTRAL CHILE,-71.37,5,10,,,,,11,0,3,TRUE,TRUE,89,,2.5,,2.3,,,1849
,6,NORTHWEST PACIFIC OCEAN,,,,,,,,,,,,,1,,,,,,,,,,773,,,,,20.6,PHILIPPINE SEA,134.8,,,,,,,,0,0,TRUE,TRUE,84,,,,,,,1850
,8,JAPAN,,,,,20,,,,,,,,1,,,,,,,,,,774,,,,,39.5,SANRIKU,142,2,,,,,,7,0,0,TRUE,TRUE,85,,0,,1,,,1850
,1,TURKEY,,2,,,28,,,,,1912,,7.1,3,15,,,,,,,,,775,,,,,36.5,"FETIYE, ASIA MINOR",29,0.6,,,,,,2,0,1,TRUE,TRUE,50,,3,,-0.1,,,1851
,1,CHILE,,3,,,2,,,1,,1913,,7.1,-1,10,,,,,,,3,,777,,,,,,CENTRAL CHILE,,,48,,,,,4,0,0,TRUE,TRUE,89,,,,,,,1851
,1,TURKEY,,2,,,3,,,,,10592,,,3,,,,,,,,,,778,,,,,36.4,ASIA MINOR,28.7,1.8,,,,,,4,0,2,TRUE,TRUE,50,,3,,,,,1851
,0,INDONESIA,,,,,4,,,,,,,,3,,,,,,,,,,780,,,,,-5,LAMPUNG BAY,105,1.5,,,,,,5,0,1,TRUE,TRUE,60,,1.5,,3.9,,,1851
CA,1,USA,,,,,15,,,,,6064,,,1,16,,,,,,,,,781,,,,,37.8,N. CALIFORNIA,-122.4,,10,,,,,5,0,2,TRUE,TRUE,88,,,,,,,1851
,1,GREECE,,1,,,23,,,,,10593,,,2,,,,,,,,,,782,,,,,,KHALKI ISLET,,,,,,,,5,0,2,TRUE,TRUE,50,,2,,,,,1851
,1,CHILE,1,3,,,26,,,,,6560,,7.2,2,18,,,,,,,3,,783,,,,,-27.35,NORTHERN CHILE,-70.35,3,14,,,,,5,0,2,TRUE,TRUE,89,,2,,1.6,,,1851
,1,ALBANIA,,4,,,12,,,4,2000,1921,,6.6,2,6,,,,,,,4,,784,,,,,40.5,ALBANIAN COASTS,19.7,0.66,,,,,,10,0,1,TRUE,TRUE,50,,3,,-0.1,,,1851
CA,1,USA,,,,,13,,,,,6065,,,1,2,,,,,,,,,785,,,,,,"SAN FRANCISCO BAY, N. CALIFORNIA",,,51,,,,,11,0,1,TRUE,TRUE,88,,,,,,,1851
,0,TURKEY,,,,,12,,,,,,,,2,2,,,,,,,,,786,,,,,,ASIA MINOR,,,,,,,,5,0,1,TRUE,TRUE,50,,3,,,,,1852
,2,CUBA,2,2,,,17,,,,,6609,,,2,,,,,,,,,,788,,,,,20,SANTIAGO DE CUBA,-75.8,,,,,,,7,0,1,TRUE,TRUE,74,,,,,,,1852
,1,TURKEY,,,,,8,,,,,,,,2,22,,,,,,,,,789,,,,,38.26,ASIA MINOR,27.09,,30,,,,,9,0,0,TRUE,TRUE,50,,3,,,,,1852
,1,PHILIPPINES,,3,,,16,,,1,3,1933,,7.5,2,10,,,,,,,3,,790,,,1,1,14,W. LUZON ISLAND,120.5,,30,,,,,9,0,1,TRUE,TRUE,84,,1.5,,,,,1852
,1,INDONESIA,,,,,10,,,,,,,,-1,,,,,,,,,,793,,,,,,BANDA SEA,,,,,,,,11,0,0,TRUE,TRUE,83,,,,,,,1852
,1,INDONESIA,,,,,11,,,,,6066,,6.8,1,0,,,,,,,,,794,,,,,1.5,"SIBOLGA, SUMATRA",98,,0,,,,,11,0,3,TRUE,TRUE,60,,0,,,,,1852
,1,INDONESIA,,,,,16,,,,,,,,-1,,,,,,,,,,795,,,,,,BANDA SEA,,,,,,,,11,0,0,TRUE,TRUE,83,,,,,,,1852
,1,INDONESIA,,,,,19,,,,,9882,,,1,,,,,,,,,,796,,,,,-3.7,"AMBON ISLAND, BANDA SEA",128.2,,,,,,,11,0,1,TRUE,TRUE,83,,0,,,,,1852
CA,1,USA,,,,,25,,,,,6067,,,1,7,,,,,,,,,798,,,,,,"SAN FRANCISCO, N. CALIFORNIA",,,9,,,,,11,0,1,TRUE,TRUE,88,,,,,,,1852
,1,INDONESIA,2,3,,,25,60,2,2,60,1934,100,8.3,4,22,,,,,,2,3,,799,,,,,-5.25,BANDA SEA,129.75,8,40,,,,,11,0,22,TRUE,TRUE,83,,2.5,,3,,,1852
,1,PERU,,,,,27,,,,,6111,,,1,,,,,,,,,,801,,,,,-12.1,PERU,-77.1,,,,,,,11,0,0,TRUE,TRUE,89,,,,,,,1852
,1,MEXICO,,,,,29,,,,,6534,,7,1,,,,,,,,,,802,,,,,32.5,N. MEXICO,-115.5,3,,,,,,11,0,1,TRUE,TRUE,88,,1,,,,,1852
,1,MEXICO,,3,,,4,,,1,1,6112,,7,2,,,,,,,,3,,803,,,4,,17,S. MEXICO,-100,,,,,,,12,0,1,TRUE,TRUE,88,,0,,,,,1852
,1,INDONESIA,1,1,,,24,,1,1,,9883,,7,1,,,,,,,,2,,804,,,,,-5,BANDANEIRA,130.5,,,,,,,12,0,7,TRUE,TRUE,83,,2,,,,,1852
AK,8,USA,,,,,,,2,2,,,1,,4,,,,,,,,,,805,,,,,58.63,"LITUYA BAY, AK",-137.57,120,,,,,,,0,1,TRUE,TRUE,87,,4,,4.3,,,1853
,1,VENEZUELA,1,3,,,15,,,3,1000,1948,,6.7,4,,,,,,,,3,,807,,,3,,10.5,CUMANA,-64.2,5,,,,,,7,0,4,TRUE,TRUE,74,,,,,,,1853
,1,GREECE,,2,,,18,,,1,17,1950,,,3,8,,,,,,,,,808,,,,,38.25,CENTRAL GREECE (EVOIKOS GULF),23.5,,30,,,,,8,0,1,TRUE,TRUE,50,,3,,,,,1853
,6,TAIWAN,,,,,29,,,,,,,,1,,,,,,,,,,809,,,,,24,E. TAIWAN-RYUKYU ISLANDS,121.83,,,,,,,10,0,0,TRUE,TRUE,84,,,,,787,,1853
,1,RUSSIA,,,,,,,,,,6113,,,1,,,,,,,,,,810,,,,,47,S. KURIL ISLANDS,152,,,,,,,11,0,2,TRUE,TRUE,86,,2,,2,,,1853
,1,TONGA,,1,,,24,,,,,6114,,,2,,,,,,,,1,,811,,,,,-21.167,TONGATAPU ISLAND,-175.167,,,,,,,12,1,2,TRUE,TRUE,81,,,,,,,1853
,1,INDONESIA,,,,,4,,,,,6115,,6,2,,,,,,,,,,815,,,,,-3.5,BANDA SEA,128.6,,,,,,,1,0,1,TRUE,TRUE,83,,0,,,,,1854
,6,NORTHWEST PACIFIC OCEAN,,,,,15,,,,,,,,1,,,,,,,,,,816,,,,,20.9,PHILIPPINE SEA,134.8,,,,,,,1,0,0,TRUE,TRUE,84,,,,,,,1854
AK,3,USA,,,,,27,,,,,6116,,,3,18,,,,,,,,,818,,,,,57,"KODIAK ISLAND, AK",-152,2.4,10,,,,,1,0,2,TRUE,TRUE,87,,0.5,,,,,1854
CA,3,USA,,,,,31,,,,,6117,,,1,12,,,,,,,,,819,,,,,34.4,S. CALIFORNIA,-119.7,,59,,,,,5,0,1,TRUE,TRUE,88,,0,,,,,1854
,1,RUSSIA,,,,,27,,,,,,,7,-1,,,,,,,,,,820,,,,,51,N. KURIL ISLANDS,158,,,,,,,6,0,0,TRUE,TRUE,86,,2,,,,,1854
,6,RUSSIA,,,,,9,,,,,,,,4,,,,,,,,,,821,,,,,50.9,N. KURIL ISLANDS,155.5,,,,,,,7,0,0,TRUE,TRUE,86,,,,,2840,,1854
CA,0,USA,,,,,24,,,,,,,,2,,,,,,,,,,823,,,,,,S. CALIFORNIA,,0.1,,,,,,7,0,1,TRUE,TRUE,88,,-2,,-1.7,,,1854
,3,COSTA RICA,3,3,,,5,,,,,6118,,7.3,3,5,,1,1,,,1,1,,824,,,,,8.5,COSTA RICA-PANAMA,-83,,30,,,,,8,0,1,TRUE,TRUE,88,,1.5,,,,,1854
,3,COSTA RICA,3,3,,,7,,,,,6119,,7.2,-1,,,1,1,,,1,1,,825,,,,,8.5,COSTA RICA-PANAMA,-83,,,,,,,8,0,0,TRUE,TRUE,88,,1.5,,,,,1854
CA,0,USA,,,,,18,,,,,,,,2,,,,,,,,,,826,,,,,,S. CALIFORNIA,,0.03,,,,,,8,0,1,TRUE,TRUE,88,,,,,,,1854
,1,INDONESIA,,,,,27,,,,,6644,,,3,,,,,,,,,,827,,,,,0.8,N. MOLUCCAS ISLANDS,127.4,,,,,,,9,0,1,TRUE,TRUE,83,,0.5,,,,,1854
CA,0,USA,,,,,4,,,,,,,,3,18,,,,,,,,,828,,,,,,N. CALIFORNIA,,0.03,19,,,,,10,0,1,TRUE,TRUE,88,,,,,,,1854
CA,1,USA,,,,,22,,,,,6120,,,2,3,,,,,,,,,829,,,,,37.8,N. CALIFORNIA,-122.4,,35,,,,,10,0,1,TRUE,TRUE,88,,0,,,,,1854
CA,0,USA,,,,,10,,,,,,,,-1,,,,,,,,,,832,,,,,,N. CALIFORNIA,,,,,,,,11,0,0,TRUE,TRUE,88,,,,,,,1854
CA,0,USA,,,,,1,,,,,,,,-1,,,,,,,,,,833,,,,,,N. CALIFORNIA,,,,,,,,12,0,0,TRUE,TRUE,88,,,,,,,1854
,0,MEXICO,,,,,4,,,,,,,,1,,,,,,,,,,834,,,,,16.8,S. MEXICO,-99.2,,,,,,,12,0,0,TRUE,TRUE,88,,,,,,,1854
,1,JAPAN,4,4,,,23,300,3,3,1000,1969,,8.3,4,0,,,,,8300,4,4,8900,835,,,,,34,ENSHUNADA SEA,137.9,21,46,,,,,12,1,72,TRUE,TRUE,85,,3,,4,,,1854
,1,JAPAN,4,4,,,24,3000,4,4,3000,1971,,8.4,4,8,,,,,15000,4,4,20000,837,,,,,33.1,NANKAIDO,135,28,0,,,,,12,0,81,TRUE,TRUE,85,,2.5,,4,,,1854
,1,NEW ZEALAND,,3,,,23,,,,,1973,,8,3,9,,,1,,,,3,,839,,,,,-41.25,NORTHERN ISLAND,175,11,,,,,,1,4,29,TRUE,TRUE,81,,3,,3.2,,,1855
,1,TURKEY,,,,,13,,,,,,,,2,,,,,,,,,,841,,,,,,ASIA MINOR,,,,,,,,2,0,0,TRUE,TRUE,50,,3,,,,,1855
,0,PORTUGAL,,,,,17,,,,,,,,2,,,,,,,,,,843,,,,,,AZORES,,10,,,,,,2,0,1,TRUE,TRUE,73,,,,1.6,,,1855
CA,1,USA,,,,,20,,,,,6121,,6,1,0,,,,,,,,,844,,,,,40.75,N. CALIFORNIA,-124.2,,30,,,,,3,0,1,TRUE,TRUE,88,,0,,,,,1855
,0,INDONESIA,1,1,,,14,,,,,,,,3,,,,,,,,,,845,,,,,-9,FLORES ISLAND,121,,,,,,,4,0,1,TRUE,TRUE,60,,1,,,,,1855
CA,3,USA,,2,,,11,,,,,1984,,6,3,4,,,1,26,,,1,1,846,,,,,34.1,S. CALIFORNIA,-118.1,,15,,,,,7,0,1,TRUE,TRUE,88,,0,,,,,1855
,1,CHILE,,,,,11,,,,,9784,,,1,9,,,,,,,,,847,,,,,-33,CENTRAL CHILE,-71.7,,15,,,,,8,0,0,TRUE,TRUE,89,,0,,,,,1855
,1,HONDURAS,,3,,,25,,,,,6122,,,1,,,,,,,,,,848,,,,,15.91,TRUJILLO,-85.96,,,,,,,9,0,1,TRUE,TRUE,74,,,,,,,1855
CA,1,USA,,,,,22,,,,,10017,,,1,3,,,,,,,,,849,,,,,37.8,N. CALIFORNIA,-122.4,,45,,,,,10,0,1,TRUE,TRUE,88,,0,,,,,1855
,1,JAPAN,,1,,,7,,,,,6528,,7,4,,,,,,,,,,850,,,,,34.5,ENSHUNADA,137.6,3,,,,,,11,0,6,TRUE,TRUE,85,,,,1,,,1855
,1,JAPAN,,4,,,11,,,4,6757,1991,,7,4,,,,,,,,4,50000,851,,,,,35.65,TOKAIDO,139.8,,,,,,,11,0,2,TRUE,TRUE,85,,,,,,,1855
,0,PORTUGAL,1,1,,,6,,,,,,,,1,,,,,,,1,1,,855,,,,,,AZORES,,10,,,,,,1,0,0,TRUE,TRUE,73,,,,,,,1856
CA,3,USA,,1,,,15,,,,,6977,,5.5,3,13,,,,,,,,,856,,,,,37.5,N. CALIFORNIA,-122.3,0.6,25,,,,,2,0,1,TRUE,TRUE,88,,-1,,,,,1856
,0,NEW ZEALAND,,,,,,,,,,,,,3,,,,,,,,,,858,,,,,-44,"S CANTERBURY PROVINCE, SOUTH ISLAND",172,1,,,,,,3,0,2,TRUE,TRUE,81,,0.5,,,,,1856
,6,INDONESIA,,3,,,2,,1,4,2806,1995,,,4,,,,,,,,3,,859,,,2,,3.67,SANGIHE ISLAND,125.5,,,,,,,3,1,2,TRUE,TRUE,83,,1,,1,581,,1856
,1,INDONESIA,,,,,25,,,,,6123,,,2,,,,,,,,,,861,,,,,-8.5,JAVA-FLORES SEA,116,,,,,,,7,0,1,TRUE,TRUE,60,,0,,,,,1856
AK,6,USA,,,,,26,,,,,,,,1,,,,,,,,,,862,,,,,54.6,"UNIMAK ISLAND, AK",-165,,,,,,,7,0,1,TRUE,TRUE,87,,,,,5884,,1856
,1,JAPAN,2,2,,,23,26,1,1,26,2001,,8,4,4,238,3,3,238,193,3,3,193,864,,,,,40.5,SE. HOKKAIDO ISLAND,143.5,6,30,,,,,8,1,33,TRUE,TRUE,85,,2,,2.6,,,1856
,1,GREECE,,3,,,12,,,3,600,2005,,8.3,2,0,,,,,,,4,8000,866,,,,,35.5,CRETE,26,,45,,,,,10,0,1,TRUE,TRUE,50,,3,,,,,1856
,1,GREECE,,2,,,13,,2,2,,2006,,6.6,3,,,,,,,,3,,867,,,,,38.5,"CHIOS ISLAND, AEGEAN ISLANDS",26.25,,,,,,,11,0,1,TRUE,TRUE,50,,3,,,,,1856
,1,TURKEY,,2,,,17,,,,,6124,,,1,22,,,3,,,,2,,868,,,,,40.2,MARMARA SEA,29,,,,,,,9,0,1,TRUE,TRUE,50,,,,,,,1857
,3,PAPUA NEW GUINEA,2,2,,,17,,2,2,,6125,,8,4,,,,,,,2,2,,869,,,,,-5.5,BISMARCK SEA,147,,,,,,,4,0,5,TRUE,TRUE,82,,1.5,,,4906,,1857
,1,INDONESIA,,2,,,13,,,1,36,6126,50,7,4,,,,,,,,2,,870,,,,,-8,BALI SEA,115.5,3.4,,,,,,5,0,4,TRUE,TRUE,60,,2,,1.6,,,1857
,1,JAPAN,1,1,,,13,,,,,6622,,6.4,4,22,,,,,,,,,871,,,,,34.8,TOKAIDO,138.3,,,,,,,7,0,1,TRUE,TRUE,85,,,,,,,1857
,1,INDONESIA,2,2,,,17,,,,,6127,,,3,,,,,,,3,3,,872,,,,,1.35,"KEMA, SULAWESI I, N. MOLUCCAS IS",125.2,,,,,,,11,0,2,TRUE,TRUE,83,,1.5,,,,,1857
,1,INDONESIA,,,,,18,,,,,6128,,,2,,,,,,,,,,873,,,,,1.35,"KEMA, SULAWESI I, N. MOLUCCAS IS",125.2,,,,,,,11,0,1,TRUE,TRUE,83,,0,,,,,1857
,1,CHILE,,,,,24,,,1,,6129,,6.5,2,11,,,,,,,,,875,,,,,-30,CENTRAL CHILE,-71.4,,15,,,,,4,0,1,TRUE,TRUE,89,,1,,1,,,1858
,1,JAPAN,,,,,,,,,,6130,,,1,,,,,,,,,,876,,,,,26.2,RYUKYU ISLANDS,127.5,,,,,,,9,0,1,TRUE,TRUE,85,,,,,,,1858
,0,NEW ZEALAND,,,,,15,,,,,,,,2,,,,,,,,,,877,,,,,,SE. NEW ZEALAND,,,,,,,,9,0,0,TRUE,TRUE,81,,0.5,,,,,1858
