area,causeCode,country,damageAmountOrder,damageAmountOrderTotal,damageMillionsDollars,damageMillionsDollarsTotal,day,deaths,deathsAmountOrder,deathsAmountOrderTotal,deathsTotal,earthquakeEventId,eqDepth,eqMagnitude,eventValidity,hour,housesDamaged,housesDamagedAmountOrder,housesDamagedAmountOrderTotal,housesDamagedTotal,housesDestroyed,housesDestroyedAmountOrder,housesDestroyedAmountOrderTotal,housesDestroyedTotal,id,injuries,injuriesAmountOrder,injuriesAmountOrderTotal,injuriesTotal,latitude,locationName,longitude,maxWaterHeight,minute,missing,missingAmountOrder,missingAmountOrderTotal,missingTotal,month,numDeposits,numRunups,oceanicTsunami,publish,regionCode,second,tsIntensity,tsMtAbe,tsMtIi,volcanoEventId,warningStatusId,year
,1,JAPAN,,,,,12,,,,,4443,44,7.2,4,13,,,,,,,,,2001,,,,,39.4,SANRIKU,143.1,0.95,41,,,,,6,0,28,TRUE,TRUE,85,50.7,0,,1.6,,,1968
,1,NEW ZEALAND,,,,,25,,,,,4447,60,7.3,2,7,,,,,,,,,2002,,,,,-30.8,KERMADEC ISLANDS,-178.4,0.05,23,,,,,7,0,1,TRUE,TRUE,81,7.8,,,,,,1968
,1,PHILIPPINES,,3,,8,1,1,1,3,270,4448,36,7.3,4,20,,,3,,,,1,,2003,,,3,261,16.5,E. LUZON ISLAND,122.2,0.16,19,,,,,8,0,41,TRUE,TRUE,84,21.9,,,-1.7,,,1968
,1,JAPAN,,,,,5,,,,,6423,10,6.5,1,7,,,,,,,,,2004,,,,,33.3,SEIKAIDO-NANKAIDO,132.2,0.03,17,,,,,8,0,1,TRUE,TRUE,85,0,0,,,,,1968
,1,INDONESIA,,1,,,10,,,,,4452,25,7.6,4,2,,,,,,,,,2006,,,,,1.4,N. MOLUCCAS ISLANDS,126.2,0.4,7,,,,,8,0,22,TRUE,TRUE,83,4.3,1,,-1.3,,,1968
,1,INDONESIA,3,3,,,14,200,3,3,200,4454,23,7.8,4,22,,,,,800,3,3,800,2007,58,2,2,58,0.2,BANDA SEA,119.8,10,14,,,,,8,0,7,TRUE,TRUE,83,19.4,2.5,,3.3,,,1968
,1,VENEZUELA,,2,,,20,,,1,3,4463,103,6.5,2,6,,,,,,,,,2009,,,,,10.697,CARUPANO,-62.748,,0,,,,,9,0,1,TRUE,TRUE,74,5,,,,,,1968
,1,MEXICO,,2,,,25,,,1,20,4465,124,6.1,1,10,,,,,,,,,2010,,,3,500,15.573,S. MEXICO-GUATEMALA-NICARAGUA,-92.536,2,38,,,,,9,0,0,TRUE,TRUE,88,39.5,1,,,,,1968
,1,INDONESIA,3,3,,,23,600,3,3,664,4476,15,7,4,0,,,,,,3,4,1287,2011,,,2,97,-3.201,MAKASSAR STRAIT,118.904,4,36,,,,,2,0,5,TRUE,TRUE,83,58.9,2,,2,,,1969
,1,PORTUGAL,,2,,,28,,,1,25,4477,22,7.8,4,2,,,4,,,,3,,2012,,,2,80,36.017,PORTUGAL,-10.95,0.9,40,,,,,2,1,25,TRUE,TRUE,73,32.5,,,,,,1969
,1,JAPAN,,,,,21,,,,,6425,41,6.5,4,7,,,,,,,,,2013,,,,,32.2,RYUKYU ISLANDS,132.1,0.1,19,,,,,4,0,6,TRUE,TRUE,85,,-3,,-2.3,,,1969
,3,PAPUA NEW GUINEA,,,,,2,,,,,6597,17,5.4,4,4,,,,,,,,,2014,,,,,-6.6,BISMARCK SEA,146.9,,30,,,,,8,0,1,TRUE,TRUE,82,29,-1,,,,,1969
,1,RUSSIA,,1,,,11,,,,,4494,30,8.2,4,21,,,,,,,,,2015,,,,,43.6,S. KURIL ISLANDS,147.9,5,26,,,,,8,0,76,TRUE,TRUE,86,36,2,,1.4,,,1969
,1,RUSSIA,1,1,,,22,,,,,4509,51,7.7,4,23,,,,,,,,,2016,,,,,57.7,KAMCHATKA,163.6,15,9,,,,,11,8,17,TRUE,TRUE,86,37,3,,3.9,,,1969
,1,GUADELOUPE (FRENCH TERRITORY),,,,,25,,,,,4511,7,7.2,4,21,,,,,,,,,2018,,,,,15.8,GRAND BOURG,-59.7,0.23,32,,,,,12,0,3,TRUE,TRUE,74,27.3,,,-3.3,,,1969
,1,PHILIPPINES,,,,,10,,,,,4514,73,7.6,4,12,,,,,,,,,2019,,,,,6.8,PHILIPPINE TRENCH,126.7,0.06,7,,,,,1,0,1,TRUE,TRUE,84,8.6,,,,,,1970
,1,PHILIPPINES,1,2,,,7,,,1,15,4526,40,7.3,3,5,,,,,,,,,2020,,,3,200,15.78,PHILIPPINE SEA,121.71,4.27,34,,,,,4,0,3,TRUE,TRUE,84,5.6,1,,1,,,1970
,1,PERU,,4,,530,31,,,4,66794,4531,43,7.9,4,20,,,,,,,3,,2021,,,4,50000,-9.2,N. PERU,-78.8,0.46,23,,,,,5,0,15,TRUE,TRUE,89,27.3,,,0.8,,,1970
,1,CHILE,,,,,14,,,,,6427,10,6,2,,,,,,,,,,2022,,,,,-52,SOUTHERN CHILE,-73.8,,,,,,,6,0,0,TRUE,TRUE,89,,,,,,,1970
,1,CHILE,,,,,19,,,,,6428,44,6.4,2,10,,,,,,,,,2023,,,,,-22.28,NORTHERN CHILE,-70.55,,56,,,,,6,0,0,TRUE,TRUE,89,13.5,,,,,,1970
,1,JAPAN,,1,,,25,,,,,6430,34,7,4,22,,,,,,,,,2025,,,1,13,32.2,SEIKAIDO,131.7,0.32,41,,,,,7,0,35,TRUE,TRUE,85,10.7,,,-0.7,,,1970
,1,NEW ZEALAND,,,,,28,,,,,6328,,5.1,2,19,,,,,,,,,2026,,,,,-44.64,NEW ZEALAND,173.62,1,1,,,,,9,0,1,TRUE,TRUE,81,,,,,,,1970
,1,PHILIPPINES,,3,,,30,,,,,4547,40,6,3,9,,,3,,,,1,3,2027,,,,,20.675,PHILIPPINE TRENCH,122.009,,52,,,,,9,0,1,TRUE,TRUE,84,25.5,0.5,,,,,1970
,3,PAPUA NEW GUINEA,,2,,1.75,31,3,1,1,18,4550,8,7.3,4,17,,,,,,,3,800,2028,,,1,20,-4.907,PAPUA NEW GUINEA,145.471,3,53,,,,,10,0,3,TRUE,TRUE,82,9.3,0.5,,0.3,,,1970
,1,CHILE,,,,,28,,,,,6432,33,6,2,11,,,,,,,,,2030,,,,,-20.94,NORTHERN CHILE,-69.81,,8,,,,,11,0,0,TRUE,TRUE,89,40,,,,,,1970
AK,1,USA,,,,,2,,,,,6433,30,7.1,4,6,,,,,,,,,2031,,,,,51.228,"ANDREANOF ISLANDS, AK",-177.173,0.04,8,,,,,5,0,1,TRUE,TRUE,87,27.8,-3,,,,,1971
,1,CHILE,,4,,236.4,9,,,2,83,4572,58,7.8,4,3,,,,,,,3,,2033,,,3,447,-32.5,CENTRAL CHILE,-71.2,0.6,3,,,,,7,0,1,TRUE,TRUE,89,18.7,0,,0.3,,,1971
,1,PAPUA NEW GUINEA,1,1,,,14,1,1,1,3,4574,47,7.9,4,6,,,,,,,,,2034,,,1,5,-5.5,SOLOMON SEA,153.9,6,11,,,,,7,0,32,TRUE,TRUE,82,29.1,1,,1.6,,,1971
,1,PAPUA NEW GUINEA,2,2,,,26,,,,,4576,48,7.9,4,1,,,,,,,,,2035,,,,,-4.9,SOLOMON SEA,153.2,10,23,,,,,7,0,39,TRUE,TRUE,82,21.3,1.5,,3.3,,,1971
,1,JAPAN,,1,,,2,,,,,6434,51,7.3,4,7,,,,,,,,,2036,,,,,41.4,JAPAN TRENCH,143.5,0.51,24,,,,,8,0,17,TRUE,TRUE,85,56.8,-0.5,,-2.3,,,1971
,1,RUSSIA,,,,,8,,,,,6436,6,6.6,4,11,,,,,,,,,2038,,,,,46.4,TATAR STRAIT,141.1,0.09,48,,,,,9,0,2,TRUE,TRUE,86,23.4,-3,,,,,1971
,1,RUSSIA,,,,,8,,,,,6548,16,6.2,4,16,,,,,,,,,2039,,,,,46.3,TATAR STRAIT,140.9,0.07,59,,,,,9,0,1,TRUE,TRUE,86,52.6,-3,,-0.7,,,1971
,3,PAPUA NEW GUINEA,,1,,,25,,,,,6437,115,7,2,4,,,,,,,,,2040,,,,,-6.5,BISMARCK SEA,146.6,1.8,36,,,,,9,0,1,TRUE,TRUE,82,14,0.5,,0.8,,,1971
,1,RUSSIA,,,,,27,,,,,7402,21,6,4,19,,,,,,,,,2041,,,,,46.4,TATAR STRAIT,141.1,0.03,1,,,,,9,0,1,TRUE,TRUE,86,45.3,-4,,,,,1971
AK,1,USA,,,,,6,,,,,6438,21,5.7,2,22,,,,,,,,,2042,,,,,51.5,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",179.1,0.1,0,,,,,11,0,2,TRUE,TRUE,87,0.1,,,,,,1971
,6,SOLOMON ISLANDS,,,,,6,,,,,,,,4,20,,,,,,,,,2043,,,,,-10.38,"TINAKULA, SANTA CRUZ ISLANDS",165.8,,,,,,,9,1,1,TRUE,TRUE,82,,,,,2235,,1971
,1,RUSSIA,,,,,15,,,,,4588,33,7.8,4,8,,,,,,,,,2044,,,,,56,KAMCHATKA,163.3,0.47,29,,,,,12,3,12,TRUE,TRUE,86,55.3,,,,,,1971
,1,TAIWAN,,1,,,25,,,1,1,4590,33,7.5,4,2,,,,,,,1,5,2045,,,,,22.5,E. TAIWAN,122.3,0.05,6,,,,,1,0,2,TRUE,TRUE,84,23.3,-2,,-1,,,1972
,1,JAPAN,,,,,29,,,,,4595,56,7.4,4,9,,,,,,,,,2046,,,,,33.3,EAST OFF HACHIJO ISLAND,140.8,0.42,22,,,,,2,0,28,TRUE,TRUE,85,59.8,0.5,,-1.3,,,1972
,1,CHILE,,,,,8,,,,,6440,39,6.6,2,18,,,,,,,,,2048,,,,,-30.5,CENTRAL CHILE,-71.8,,53,,,,,6,0,0,TRUE,TRUE,89,41.7,,,,,,1972
AK,3,USA,,1,,,30,,,,,4609,25,7.6,4,21,,,,,,,,,2049,,,,,56.82,"SE. ALASKA, AK",-135.685,0.1,45,,,,,7,0,3,TRUE,TRUE,87,14.1,-2,,-2.3,,,1972
,1,PAPUA NEW GUINEA,,,,,17,,,,,6441,10,7.1,4,23,,,,,,,,,2051,,,,,-6,SOLOMON SEA,152.9,0.6,44,,,,,8,0,1,TRUE,TRUE,82,5.9,,,-1,,,1972
,8,PAPUA NEW GUINEA,1,1,,,26,,,,,,,,3,8,,,,,,,,,2052,,,,,-6.7,SOLOMON SEA,147,1.5,15,,,,,8,0,2,TRUE,TRUE,82,,,,0.6,,,1972
,1,JAPAN,,,,,6,,,,,,15,5.2,-1,11,,,,,,,,,2053,,,,,32.9,JAPAN,130.3,,42,,,,,9,0,0,TRUE,TRUE,85,23.9,,,,,,1972
,6,PAPUA NEW GUINEA,,,,,9,,,,,,,,2,,,,,,,,,,2054,,,,,-5.52,"RITTER ISLAND, PAPUA NEW GUINEA",148.121,,,,,,,10,1,1,TRUE,TRUE,82,,,,,4704,,1972
,1,PHILIPPINES,,1,,,2,,,,,4616,33,7.4,2,0,,,,,,,,,2055,,,,,6.5,"MINDANAO ISLAND, PHILIPPINES",126.6,0.5,19,,,,,12,0,32,TRUE,TRUE,84,47.2,,,-2.3,,,1972
,1,JAPAN,,1,,,4,,,,,4617,66,7.4,4,10,,,,,,,,,2056,,,,,33.3,CHICHI JIMA,140.7,0.5,16,,,,,12,0,39,TRUE,TRUE,85,12,-1,,-1,,,1972
,1,CHILE,,,,,29,,,,,6442,60,5.4,2,4,,,,,,,,,2057,,,,,-30.6,CENTRAL CHILE,-71,,51,,,,,12,0,0,TRUE,TRUE,89,1.6,,,,,,1972
,1,MEXICO,,2,,,30,,,2,56,4622,43,7.5,4,21,,,,,,,2,,2058,,,3,390,18.48,S. MEXICO,-103,1.13,1,,,,,1,0,9,TRUE,TRUE,88,12.5,,,0.1,,,1973
,1,RUSSIA,,,,,28,,,,,4629,27,7.2,4,6,,,,,,,,,2059,,,,,50.5,N. KURIL ISLANDS,156.6,1.5,37,,,,,2,0,7,TRUE,TRUE,86,49.5,0.5,,0.6,,,1973
,1,JAPAN,2,2,5,5,17,,,,,4638,48,7.7,4,3,,,,,2,1,1,2,2060,,1,1,27,43.2,HOKKAIDO ISLAND,145.8,5.96,55,,,,,6,0,72,TRUE,TRUE,85,2.9,1,,2.2,,,1973
,1,RUSSIA,,1,,,24,,,,,4639,50,7.1,4,2,,,,,,,,,2061,,,1,1,43.3,S. KURIL ISLANDS,146.4,0.64,43,,,,,6,0,32,TRUE,TRUE,86,25.5,,,2.2,,,1973
,1,CHILE,,,,,5,,,,,4644,14,6.7,4,5,,,,,,,,,2062,,,,,-32.5,CENTRAL CHILE,-71.5,0.2,47,,,,,10,0,1,TRUE,TRUE,89,51.1,-1,,-1.3,,,1973
,1,SOLOMON ISLANDS,,,,,31,,,,,6443,34,7,4,23,,,,,,,,,2063,,,,,-7.5,SOLOMON ISLANDS,155.9,1.5,30,,,,,1,0,2,TRUE,TRUE,82,5.3,1,,2.2,,,1974
,1,SOLOMON ISLANDS,2,2,,,1,,,,,6598,40,7.1,4,3,,,,,,,,,2064,,,,,-7.4,SOLOMON ISLANDS,155.6,4.5,12,,,,,2,0,4,TRUE,TRUE,82,33.1,2,,2.2,,,1974
,1,JAPAN,,2,,,8,,,1,30,4656,2,6.7,4,23,,,,,,,3,134,2065,,,3,137,34.6,TOKAIDO,138.7,0.2,33,,,,,5,0,5,TRUE,TRUE,85,25.2,-2.5,,-2.3,,,1974
,1,CHILE,,,,,18,,,,,6444,36,7.1,1,10,,,,,,,,,2066,,,,,-38.5,SOUTHERN CHILE,-73.4,,44,,,,,8,0,0,TRUE,TRUE,89,12.8,,,,,,1974
,1,RUSSIA,,,,,27,,,,,6445,43,6.7,4,5,,,,,,,,,2067,,,,,43.2,S. KURIL ISLANDS,146.7,0.37,47,,,,,9,0,3,TRUE,TRUE,86,29.4,-1,,0.6,,,1974
,1,PERU,,3,,10,3,,,2,78,4666,13,8.1,4,14,,,,,,,3,,2068,,,4,2414,-12.27,CENTRAL PERU,-77.79,0.92,21,,,,,10,0,36,TRUE,TRUE,89,29.1,1,,0.8,,,1974
,6,PAPUA NEW GUINEA,,,,,17,,,,,,70,,4,,,,,,,,,,2069,,,,,-5.52,"RITTER ISLAND, PAPUA NEW GUINEA",148.121,0.5,,,,,,10,1,2,TRUE,TRUE,82,,,,-1,4683,,1974
,1,PAKISTAN,,2,,3.255,28,,,4,5300,4671,22,6.2,2,12,,,,,,,3,,2071,,,4,17000,35.1,PAKISTAN,72.9,,11,,,,,12,0,0,FALSE,TRUE,60,43.7,,,,,,1974
,1,INDONESIA,,1,,,15,,,,,4676,33,5.9,1,9,,,,,,,2,81,2072,,,,,-5,BANDA SEA,130,,42,,,,,1,0,1,TRUE,TRUE,83,24,,,,,,1975
,1,CHILE,,1,,,13,,,1,2,6447,4,6.9,1,15,,,,,,,,,2074,,,1,25,-29.9,CENTRAL CHILE,-71.3,,26,,,,,3,0,0,TRUE,TRUE,89,42.5,,,,,,1975
,1,RUSSIA,2,2,,,10,,,,,6449,15,7,4,13,,,,,,,,,2075,,,,,43.024,S. KURIL ISLANDS,147.734,5.5,47,,,,,6,0,52,TRUE,TRUE,86,14.5,2,,2.3,,,1975
,1,PAPUA NEW GUINEA,2,3,,,20,,,,,4694,49,7.9,4,14,,,,,,1,2,,2076,,,,,-6.59,SOLOMON SEA,155.054,2,37,,,,,7,0,18,TRUE,TRUE,82,39.9,1,,1,,,1975
,1,PHILIPPINES,1,1,,,31,1,1,1,1,4703,50,7.6,4,8,,,,,30,1,1,30,2079,,,,,12.54,PHILIPPINE TRENCH,125.993,3,28,,,,,10,0,28,TRUE,TRUE,84,2.6,-1.5,,-0.7,,,1975
HI,3,USA,2,2,1.5,4,29,2,1,1,2,4704,2,7.7,4,14,,,,,,,,,2080,19,1,1,19,19.451,HAWAII,-155.033,14.3,47,,,,,11,1,78,TRUE,TRUE,80,40.9,3,,3,3407,,1975
,1,SAMOA,,,,,26,,,,,4705,33,7.8,4,15,,,,,,,,,2081,,,,,-16.265,SAMOA ISLANDS,-172.467,0.38,56,,,,,12,0,3,TRUE,TRUE,81,38.7,,,-0.3,,,1975
,1,NEW ZEALAND,,,,,14,,,,,4709,33,8,4,16,,,,,,,,,2083,,,,,-28.427,KERMADEC ISLANDS,-177.657,0.9,47,,,,,1,0,15,TRUE,TRUE,81,33.5,,,-0.1,,,1976
,1,RUSSIA,,,,,21,,,,,6450,41,7,4,10,,,,,,,,,2084,,,,,44.915,S. KURIL ISLANDS,149.123,0.38,5,,,,,1,0,5,TRUE,TRUE,86,24.1,-2.5,,-1.3,,,1976
,1,GUATEMALA,,4,,2147,4,,,4,23000,4711,5,7.5,4,9,,,4,,,,4,255000,2085,,,4,76000,15.324,GUATEMALA,-89.101,0.12,1,,,,,2,0,1,TRUE,TRUE,74,43.4,,,-0.5,,,1976
,1,PHILIPPINES,4,4,134,134,16,6800,4,4,8000,4739,33,8,4,16,,,,,,,,,2086,6500,4,4,10000,6.292,MORO GULF,124.09,9,11,,,,,8,0,44,TRUE,TRUE,84,7.3,2.5,,2.3,,,1976
,1,SAMOA,,1,,,2,,,,,4769,33,7.6,4,7,,,,,,,,,2088,,,,,-16.696,SAMOA ISLANDS,-172.095,0.08,15,,,,,4,0,2,TRUE,TRUE,81,22.7,-2,,-3.3,,,1977
,1,SOLOMON ISLANDS,,3,,,20,,,1,34,6798,33,6.8,4,23,,,,,,,,,2089,,,,,-9.828,SOLOMON ISLANDS,163.323,0.15,13,,,,,4,0,6,TRUE,TRUE,82,10.4,-1,,-3.3,,,1977
,1,SOLOMON ISLANDS,,3,,,21,,,1,18,4774,33,8.1,4,4,,,,,,,,,2090,,,1,1,-9.965,SOLOMON ISLANDS,160.731,0.04,24,,,,,4,0,5,TRUE,TRUE,82,9.6,-1.5,,-3.3,,,1977
,1,TONGA,,2,,1.2,22,,,1,1,4777,65,7.2,4,12,,,,,,,,,2091,,,1,5,-22.878,TONGA TRENCH,-175.9,0.4,8,,,,,6,0,19,TRUE,TRUE,81,33.4,,,,,,1977
,1,INDONESIA,2,2,1.2,1.2,19,189,3,3,189,4779,25,8.3,4,6,,,,,,,,,2092,75,2,2,75,-11.164,SUNDA ISLANDS,118.378,15,8,,,,,8,0,16,TRUE,TRUE,60,55,3,,3.9,,,1977
,1,PAPUA NEW GUINEA,,,,,20,,,,,,,5.5,-1,,,,,,,,,,2093,,,,,-1.1,ADMIRALTY ISLANDS,146.2,0.5,,,,,,8,0,0,TRUE,TRUE,82,,,,-1,,,1977
,1,PAPUA NEW GUINEA,,,,,28,,,,,6452,33,5.5,2,20,,,,,,,,,2094,,,,,-1.081,ADMIRALTY ISLANDS,146.23,0.6,10,,,,,8,0,1,TRUE,TRUE,82,5,-0.5,,-0.7,,,1977
,1,TONGA,,,,,10,,,,,6453,33,7.2,2,11,,,,,,,,,2095,,,,,-25.856,TONGA TRENCH,-175.406,0.03,53,,,,,10,0,2,TRUE,TRUE,81,53.6,-3,,,,,1977
,1,JAPAN,,3,,,14,,,1,25,4788,,6.6,4,3,,,3,544,,,2,85,2096,,,3,129,34.809,TOKAIDO,139.259,0.35,24,,,,,1,0,14,TRUE,TRUE,85,39,,,-0.7,,,1978
,1,RUSSIA,,,,,22,,,,,6599,33,6.7,4,0,,,,,,,,,2097,,,,,44.026,S. KURIL ISLANDS,149.002,0.07,50,,,,,3,0,2,TRUE,TRUE,86,32.2,-2.5,,0.1,,3,1978
,1,RUSSIA,,,,,23,,,,,4796,46,6.8,4,0,,,,,,,,,2099,,,,,44.209,S. KURIL ISLANDS,148.971,0.17,31,,,,,3,0,4,TRUE,TRUE,86,2.1,-1.5,,-2.3,,,1978
,1,RUSSIA,,,,,23,,,,,4797,33,7.5,4,3,,,,,,,,,2101,,,,,44.932,S. KURIL ISLANDS,148.439,0.3,15,,,,,3,0,15,TRUE,TRUE,86,20.3,0,,-2.3,,,1978
,1,RUSSIA,,,,,24,,,,,4798,33,7.6,4,19,,,,,,,,,2103,,,,,44.244,S. KURIL ISLANDS,148.862,0.65,47,,,,,3,0,20,TRUE,TRUE,86,50.7,0,,-1.7,,,1978
,1,JAPAN,,4,,865,12,,,1,28,4806,44,7.7,4,8,,,,,,,4,,2105,,,4,1000,38.19,SANRIKU,142.03,0.6,14,,,,,6,0,31,TRUE,TRUE,85,26.4,0.5,,,,,1978
,1,PHILIPPINES,,,,,14,,,,,6455,24,6.9,3,12,,,,,,,,,2106,,,,,8.249,"MINDANAO ISLAND, PHILIPPINES",122.403,0.03,32,,,,,6,0,1,TRUE,TRUE,84,33.9,,,-3.3,,,1978
,1,GREECE,,4,,250,20,,,1,50,4808,3,6.4,2,20,,,,,,,,,2107,,,3,,40.739,"THESSALONIKI (SALONICA), GREECE",23.229,0.45,3,,,,,6,0,5,TRUE,TRUE,50,21,2,,,,,1978
,1,TAIWAN,,,,,23,,,,,6456,17,7.4,3,14,,,,,,,,,2108,,,,,22.282,TAIWAN,121.512,0.05,42,,,,,7,0,1,TRUE,TRUE,84,36.9,-1,,-3.3,,,1978
,1,MEXICO,,2,,,29,,,1,9,4819,18,7.8,2,19,,,,,,,,,2109,,,3,,16.01,MEXICO,-96.591,1.5,52,,,,,11,0,1,TRUE,TRUE,88,47.6,,,0.6,,,1978
,1,JAPAN,,,,,20,,,,,6600,10,6.4,4,6,,,,,,,,,2110,,,,,40.232,"IWATE, JAPAN",143.703,0.12,32,,,,,2,0,11,TRUE,TRUE,85,32.2,,,-1.7,,,1979
AK,3,USA,,1,,,28,,,,,6457,15,7.5,4,21,,,,,,,,,2111,,,,,60.691,"SE. ALASKA, AK",-141.671,0.15,27,,,,,2,0,2,TRUE,TRUE,87,8.1,,,-1.7,,,1979
,1,MEXICO,,4,,30,14,,,1,5,4828,49,7.6,4,11,,,,,,,3,200,2112,,,1,35,17.813,S. MEXICO,-101.276,1.3,7,,,,,3,0,3,TRUE,TRUE,88,16.3,,,-3.3,,,1979
,1,MONTENEGRO,1,4,,2700,15,1,1,3,131,4830,10,6.9,4,6,,,,,,,4,,2113,,,4,1001,42.096,MONTENEGRO,19.209,3,19,,,,,4,0,6,TRUE,TRUE,50,44.1,1,,,,,1979
,8,INDONESIA,3,3,,,18,1239,4,4,1239,,,,4,,,,,,,3,3,,2115,32,1,1,32,-8.6,LOMBLEN ISLAND [LEMBATA],123.5,9,,,,,,7,1,1,TRUE,TRUE,60,,,,,4603,,1979
,8,INDONESIA,,,,,9,,,,,,,,-1,,,,,,,,,,2118,,,,,-8.5,LOMBLEN ISLAND [LEMBATA],123.5,,,,,,,8,0,1,TRUE,TRUE,60,,,,,,,1979
,1,INDONESIA,2,3,,,12,100,2,3,115,4842,5,7.9,4,5,,,,,400,2,3,1000,2119,,,3,,-1.679,IRIAN JAYA,136.04,2,17,,,,,9,0,2,TRUE,TRUE,83,51.4,,,1,,,1979
,8,FRANCE,1,1,,,16,9,1,1,9,,,,4,13,,2,2,,,,,,2120,,,,,43.7,FRENCH RIVIERA (LIGURIAN SEA),7.25,10,57,,,,,10,2,6,TRUE,TRUE,50,,,,1.6,,,1979
,1,FIJI,,2,,,16,,,,,4856,33,6.9,2,15,,,,,,,,,2121,,,,,-16.76,FIJI ISLANDS,179.984,,21,,,,,11,0,1,TRUE,TRUE,81,25.7,,,,,,1979
,1,COLOMBIA,3,3,8,8,12,600,3,3,600,4863,23,8.1,4,7,,,,,10000,4,4,10000,2122,20000,4,4,20000,1.555,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",-79.276,6,59,,,,,12,1,54,TRUE,TRUE,89,5.6,2.5,,2.3,,,1979
,1,RUSSIA,,,,,23,,,,,6459,44,7,4,5,,,,,,,,,2123,,,,,43.53,S. KURIL ISLANDS,146.753,0.16,51,,,,,2,0,10,TRUE,TRUE,86,3.2,-2,,-0.7,,,1980
,1,JAPAN,,2,,,29,,,,,4880,15,6.2,4,7,,,,,,,,,2124,,,1,7,34.808,HONSHU ISLAND,139.181,0.56,20,,,,,6,0,16,TRUE,TRUE,85,5.5,,,-0.7,,,1980
,1,SOLOMON ISLANDS,,,,,17,,,,,4885,33,7.9,4,19,,,,,,,,,2125,,,,,-12.525,SOLOMON ISLANDS,165.916,0.14,42,,,,,7,0,35,TRUE,TRUE,82,23.2,,,-1.7,,,1980
,1,JAPAN,,,,,18,,,,,6460,,6.9,4,18,,,,,,,,,2126,,,,,38.64,E. HONSHU ISLAND,142.75,0.37,17,,,,,1,0,28,TRUE,TRUE,85,24.4,,,-1.3,,,1981
,1,GREECE,,4,,812,24,,,1,22,4915,33,6.7,4,20,,,,,,,4,8000,2128,,,3,400,38.222,ATHENS-EASTERN GULF OF CORINTH,22.934,1,53,,,,,2,0,4,TRUE,TRUE,50,38.4,3,,,,,1981
,8,SOUTH AFRICA,,,,,11,,,,,,,,2,7,,,,,,,,,2129,,,,,-35.616,AGULHAS BANK,20.267,0.29,10,,,,,5,0,9,TRUE,TRUE,77,,,,,,,1981
,1,NEW ZEALAND,,,,,25,,,,,4920,33,7.6,4,5,,,,,,,,,2130,,,,,-48.786,NEW ZEALAND,164.357,0.3,25,,,,,5,0,1,TRUE,TRUE,81,14.4,,,-1.7,,,1981
,1,SAMOA,1,1,,,1,,1,1,,4927,25,7.7,4,9,,,,,,1,1,,2131,,,,,-14.96,SAMOA ISLANDS,-173.085,1,29,,,,,9,0,4,TRUE,TRUE,81,31.5,-2,,-3.3,,,1981
,1,MEXICO,,2,,,25,,,1,3,4932,28,7.3,4,3,,,2,,,,,,2132,,,1,28,18.084,MEXICO,-102.084,0.09,22,,,,,10,0,1,TRUE,TRUE,88,15.5,,,,,,1981
,1,INDONESIA,,,,,24,,,,,6461,52,5.4,2,4,,,,,,,,,2134,,,,,4.374,JAVA TRENCH,97.755,,22,,,,,2,0,0,TRUE,TRUE,60,40.3,,,,,,1982
,1,JAPAN,,2,,1,21,,,3,110,4940,44,6.9,4,2,,,,,,,,,2135,,,2,100,42.158,HOKKAIDO ISLAND,142.361,1.3,32,,,,,3,0,31,TRUE,TRUE,85,7.7,,,0.4,,,1982
,1,JAPAN,,,,,23,,,,,6601,37,7.2,4,14,,,,,,,,,2136,,,,,36.194,"IBARAKI, JAPAN",141.702,0.4,23,,,,,7,0,22,TRUE,TRUE,85,53.5,-1,,-1.3,,,1982
,1,TONGA,,,,,19,,,,,4958,33,7.5,4,17,,,,,,,,,2137,,,,,-24.133,KERMADEC ISLANDS,-175.864,0.2,43,,,,,12,0,4,TRUE,TRUE,81,54.8,,,-2.3,,,1982
,1,JAPAN,,,,,28,,,,,6462,22,6.4,4,6,,,,,,,,,2139,,,,,33.826,S. OF HONSHU ISLAND,139.434,0.19,37,,,,,12,0,1,TRUE,TRUE,85,42.5,-1,,-1.3,,,1982
,1,INDONESIA,,,,,12,,,,,6463,17,6.9,4,1,,,,,,,,,2140,,,,,-4.056,BANDA SEA,127.924,3,36,,,,,3,0,1,TRUE,TRUE,83,35.8,1.5,,1.6,,,1983
,1,PAPUA NEW GUINEA,,2,,,18,,,,,4965,89,7.9,4,9,,,,,,,,,2141,,,,,-4.883,NEW BRITAIN,153.581,0.13,5,,,,,3,0,4,TRUE,TRUE,82,50,,,-1.7,,,1983
,1,JAPAN,4,4,800,800,26,100,2,3,104,4978,24,7.8,4,2,,,,,3513,4,4,3513,2142,324,3,3,324,40.462,"NOSHIRO, JAPAN",139.102,14.93,59,,,,,5,7,236,TRUE,TRUE,85,59.6,2,,3.9,,,1983
,1,JAPAN,,,,,9,,,,,6464,26,5.9,4,12,,,,,,,,,2144,,,,,40.249,"NOSHIRO, JAPAN",138.948,0.6,49,,,,,6,0,1,TRUE,TRUE,85,3.8,,,,,,1983
